,origIntRate,origUPB,origLTV,origDebtIncRatio,worstCreditScore,zeroBalCode,mSA
94778,4.875,283000,71,39,644,0,13460
94779,4.5,46000,46,45,646,0,23540
94780,4.25,181000,95,37,686,0,31140
94781,3.875,250000,49,26,769,0,42660
94782,4.25,223000,75,49,801,0,40140
94783,5.5,50000,75,41,670,1,0
94784,4.125,216000,80,44,699,0,12580
94785,4.75,120000,80,38,703,0,15380
94786,4.125,571000,74,39,769,0,31100
94787,4.125,246000,62,41,782,0,38900
94788,4.125,76000,76,30,691,0,0
94789,4.0,245000,70,34,691,1,0
94791,4.25,190000,56,44,747,0,31080
94792,4.125,92000,60,44,672,0,28940
94793,3.875,91000,58,39,802,0,38300
94794,4.125,245000,70,31,673,0,35620
94795,4.0,259000,85,22,786,0,37980
94796,4.75,64000,76,44,686,0,0
94797,4.0,409000,73,44,740,0,37980
94798,4.25,607000,60,33,665,0,31080
94799,4.0,417000,55,34,755,0,31080
94800,3.875,626000,72,44,776,0,41860
94801,4.25,209000,70,36,763,0,37980
94802,3.875,417000,54,42,781,0,32780
94803,3.875,103000,77,12,773,0,45540
94804,3.75,116000,80,39,720,0,0
94805,4.125,55000,78,34,750,1,29620
94806,3.875,364000,78,38,766,0,12580
94807,4.0,107000,51,25,811,0,40220
94808,3.75,180000,54,44,742,0,35620
94809,4.75,122000,91,38,759,1,26620
94810,4.0,410000,62,33,706,0,14460
94811,3.875,219000,62,40,685,0,38060
94812,4.0,219000,64,29,764,0,19740
94813,4.25,136000,80,30,808,0,0
94814,4.0,166000,71,14,697,0,36540
94815,4.0,110000,40,25,800,0,31080
94816,4.0,150000,43,46,793,0,39580
94817,4.5,136000,88,39,760,0,16300
94818,3.875,625000,55,15,814,0,41940
94819,4.25,143000,55,41,730,0,10180
94820,3.875,109000,88,41,774,0,11540
94821,4.75,100000,67,29,643,0,39380
94822,3.875,240000,40,16,792,0,31100
94823,4.0,110000,32,41,808,0,42660
94824,4.0,195000,45,38,803,0,37100
94825,4.49,204000,80,14,681,0,41860
94826,4.25,268000,80,36,742,0,37100
94827,3.875,141000,75,43,777,0,26380
94828,3.875,194000,90,20,744,0,17860
94829,4.25,162000,93,33,722,0,0
94830,4.125,190000,45,30,722,0,35620
94831,4.125,228000,80,35,796,0,41860
94832,3.771,244000,69,44,677,0,33100
94833,4.25,130000,39,34,650,0,44060
94834,4.625,195000,75,40,678,0,16980
94835,4.0,68000,78,29,710,0,28700
94836,3.75,66000,85,25,726,0,0
94837,3.875,417000,68,41,737,0,22500
94838,3.95,210000,65,36,678,0,0
94839,4.0,403000,84,36,736,0,47900
94840,4.0,234000,70,34,769,0,22660
94841,4.25,78000,64,35,660,0,12420
94842,4.0,156000,54,23,803,0,12420
94843,5.375,120000,80,43,666,0,34980
94844,4.0,245000,70,29,712,0,40140
94845,4.0,66000,58,37,699,0,45060
94846,4.0,236000,80,28,714,1,47900
94847,4.125,175000,64,40,772,0,34980
94848,4.0,112000,66,15,703,0,49340
94849,5.0,129000,78,41,686,0,0
94850,4.625,116000,66,32,662,0,26580
94851,4.0,264000,80,40,720,0,35620
94852,4.0,571000,78,33,792,0,41860
94853,4.5,305000,61,44,739,0,28940
94854,3.75,297000,32,34,770,0,14460
94855,4.375,412000,35,41,709,0,31080
94856,4.375,152000,80,26,750,0,0
94857,4.0,355000,72,23,776,0,16980
94858,4.0,185000,73,39,779,0,12060
94859,4.0,87000,70,37,658,0,13820
94860,3.875,220000,80,41,730,0,0
94861,4.25,65000,41,42,786,0,38300
94863,4.375,280000,80,37,723,0,35620
94864,4.0,160000,80,24,727,0,29420
94865,4.125,405000,70,25,773,0,41860
94866,4.75,102000,80,41,785,0,41180
94867,4.375,417000,76,39,713,0,33100
94868,3.875,410000,44,40,718,0,47900
94869,4.75,238000,88,45,745,0,40340
94870,4.46,169000,63,33,701,0,12580
94871,4.0,175000,80,35,793,1,35620
94872,4.5,353000,89,40,724,0,31100
94873,4.0,311000,80,26,746,0,14460
94874,3.875,240000,90,41,683,0,15380
94875,4.5,111000,85,37,711,0,36540
94876,4.0,74000,80,38,747,0,0
94877,4.06,121000,53,40,795,0,42660
94878,4.875,188000,80,32,697,0,13220
94879,4.0,282000,68,37,741,0,16980
94880,3.875,162000,80,23,791,0,38900
94881,4.125,84000,94,19,762,0,0
94882,4.625,144000,80,32,701,0,26900
94883,4.25,179000,85,38,779,0,33460
94884,3.875,192000,80,13,800,0,41540
94885,4.0,335000,64,22,767,0,35620
94886,3.99,115000,80,41,779,1,19380
94887,3.875,271000,77,22,782,0,37980
94888,3.75,162000,74,40,775,0,31080
94889,3.99,234000,58,39,714,0,14460
94890,4.625,195000,79,45,694,0,12940
94891,4.0,300000,75,42,766,0,31080
94893,4.0,136000,80,26,794,0,41180
94894,4.0,368000,80,44,721,0,18140
94895,4.625,122000,80,42,736,0,47380
94896,4.99,130000,74,23,685,0,0
94897,4.5,276000,60,31,640,0,35620
94898,4.625,154000,70,43,692,0,35620
94899,4.75,93000,79,24,772,0,19380
94900,4.875,138000,77,43,647,0,0
94901,3.875,190000,38,23,803,0,47900
94902,4.375,428000,55,20,748,0,31080
94903,4.75,119000,85,25,723,0,41620
94904,4.0,95000,83,31,650,0,11100
94905,4.125,234000,76,22,749,0,14460
94906,4.25,312000,70,40,721,0,35620
94907,3.875,147000,80,30,740,0,39340
94908,3.875,250000,52,4,799,0,40140
94909,3.875,336000,73,42,741,0,41180
94910,3.625,252000,68,34,743,0,10380
94911,3.99,90000,53,37,652,0,0
94912,4.375,131000,91,36,772,1,28940
94913,4.0,375000,66,44,776,0,41620
94914,4.0,183000,77,29,680,0,11100
94915,4.0,116000,58,49,761,0,33100
94916,4.25,199000,79,40,709,0,35620
94917,4.375,256000,80,44,805,0,38900
94918,4.375,466000,71,40,786,0,14460
94919,4.75,214000,75,43,640,0,35380
94920,4.625,74000,66,33,668,1,0
94921,4.0,417000,54,37,725,0,26900
94922,4.125,150000,47,19,783,0,10740
94923,4.125,122000,97,28,759,0,0
94924,3.875,334000,43,34,810,0,31100
94925,4.0,125000,72,18,739,0,28940
94926,4.0,89000,85,41,764,0,44060
94927,4.375,324000,80,43,746,0,14460
94928,4.375,90000,71,37,660,0,19780
94929,4.75,266000,75,31,624,0,14460
94930,4.375,172000,80,45,678,0,0
94931,4.49,118000,80,43,746,0,26420
94932,4.125,325000,77,36,746,0,35620
94933,4.0,310000,74,24,774,0,31080
94934,3.99,265000,49,43,767,0,35620
94936,4.0,82000,30,42,674,0,41980
94937,4.625,77000,97,32,804,1,48620
94938,4.25,115000,80,45,798,0,22020
94939,4.85,77000,70,41,679,0,28940
94940,4.0,404000,64,23,779,0,37980
94941,4.0,125000,40,37,808,0,13460
94942,4.0,410000,45,33,779,0,45940
94943,3.875,130000,59,43,686,0,30340
94944,4.0,232000,78,25,798,1,26620
94945,3.875,156000,67,12,737,0,23420
94946,4.25,280000,78,44,683,0,41740
94947,4.125,112000,64,42,737,0,19100
94948,4.375,160000,75,22,680,0,34980
94949,4.0,198000,74,41,738,0,0
94950,4.375,55000,21,43,768,0,40140
94951,4.125,417000,78,25,795,0,41740
94952,4.25,355000,50,41,700,0,31080
94953,3.99,260000,75,33,720,0,31080
94954,3.875,471000,53,42,769,0,41860
94956,4.25,626000,49,23,755,0,41940
94957,3.99,250000,50,37,758,0,42220
94958,3.875,174000,80,44,762,0,0
94959,3.75,404000,48,34,809,0,41860
94960,4.0,284000,70,29,751,0,22660
94961,3.875,77000,18,20,811,0,38900
94962,4.25,175000,60,43,705,0,26140
94964,3.875,138000,93,17,809,0,30700
94965,4.375,100000,30,21,794,0,31080
94966,4.25,108000,80,42,693,0,26900
94967,4.125,176000,20,46,812,0,42660
94968,4.25,50000,42,8,800,0,36740
94969,4.375,302000,79,39,731,0,35620
94970,4.25,250000,70,40,731,0,16980
94971,4.25,298000,78,42,713,0,16980
94973,4.375,72000,63,38,715,1,37980
94974,3.875,408000,71,22,804,0,47900
94975,3.75,394000,55,15,771,0,41740
94976,3.875,128000,40,29,778,0,33340
94977,3.875,248000,56,21,727,0,31080
94978,4.25,114000,80,25,759,0,0
94979,4.5,170000,85,45,747,0,31540
94980,4.875,99000,75,27,632,1,16980
94981,4.875,148000,78,23,694,0,19100
94982,3.875,400000,39,20,664,0,35620
94983,3.875,143000,72,19,795,0,26820
94984,3.875,348000,80,31,792,0,35620
94985,4.5,417000,78,40,703,0,12420
94986,4.0,128000,74,45,755,0,19780
94987,3.95,408000,80,34,745,0,17820
94988,3.875,165000,75,34,753,0,29180
94989,4.5,230000,80,45,771,0,35620
94990,3.768,225000,75,37,782,0,44140
94991,4.125,203000,45,44,689,0,31080
94992,4.125,330000,69,27,713,0,35620
94993,4.25,56000,19,38,664,0,40900
94994,3.99,302000,79,36,745,0,33100
94995,3.875,337000,68,23,772,0,41860
94996,4.125,145000,80,40,766,0,0
94998,3.75,222000,74,36,805,0,17820
94999,4.875,155000,74,44,663,0,33100
95000,3.99,288000,85,17,706,0,0
95001,3.875,344000,80,38,700,0,31080
95002,3.99,96000,62,27,780,1,16620
95003,4.0,360000,66,33,792,0,41860
95004,4.0,449000,78,26,783,0,31080
95005,4.125,222000,90,26,782,0,19100
95006,4.125,160000,95,23,771,0,24340
95007,4.375,294000,41,22,706,0,47900
95008,3.99,172000,75,37,787,0,10420
95009,4.0,244000,54,26,726,0,31080
95010,4.125,142000,68,40,769,0,24860
95011,3.875,116000,80,38,754,0,19780
95012,4.875,181000,73,24,649,0,17460
95013,3.875,141000,85,33,717,0,22500
95014,3.625,68000,80,39,701,0,0
95015,4.0,188000,57,24,810,0,38900
95016,4.5,196000,80,43,702,0,10900
95017,3.875,173000,75,36,793,0,0
95018,4.35,118000,79,40,621,0,27500
95019,4.0,184000,80,34,802,0,38900
95021,4.25,170000,77,45,745,0,38900
95022,5.0,107000,80,42,708,1,35380
95023,3.875,153000,84,15,769,0,0
95024,4.0,398000,38,44,798,0,16980
95025,4.25,280000,80,24,716,0,19100
95026,4.375,155000,94,36,670,0,16740
95027,3.75,325000,62,20,743,0,46140
95028,3.486,127000,48,45,708,0,40140
95029,4.25,186000,80,45,779,0,31080
95030,4.125,182000,76,45,813,1,16980
95031,5.0,200000,75,45,650,0,36740
95032,3.875,250000,50,22,705,0,0
95033,4.125,180000,31,45,716,0,35620
95035,4.0,350000,91,33,806,0,26900
95036,4.125,164000,61,41,706,0,25420
95037,4.25,222000,70,40,679,0,37980
95038,4.0,165000,40,39,783,0,31080
95039,4.25,79000,49,23,706,0,33340
95040,4.0,88000,80,44,749,0,0
95041,4.0,312000,80,33,794,0,47900
95042,4.875,96000,80,43,686,0,24220
95043,3.99,310000,69,49,744,0,31080
95044,3.875,82000,79,44,728,0,20740
95045,4.375,305000,92,39,723,0,19740
95046,4.375,113000,66,35,693,0,27900
95047,4.375,65000,37,43,650,0,0
95048,4.375,94000,80,42,723,0,16700
95049,4.0,312000,92,29,792,0,14860
95050,4.125,128000,87,36,761,0,17140
95051,4.75,208000,85,25,776,0,38900
95053,4.125,598000,39,41,761,0,41940
95054,3.875,149000,67,13,767,0,13380
95055,3.99,226000,75,49,749,0,31080
95056,4.125,228000,90,39,703,0,46140
95057,3.75,408000,75,26,804,0,41940
95058,3.875,229000,68,28,723,0,38300
95059,3.875,392000,80,27,757,0,35620
95060,4.0,577000,31,29,711,0,31080
95061,3.996,261000,57,15,778,0,41940
95062,4.0,146000,90,25,747,0,38300
95063,4.25,274000,75,41,809,0,47900
95064,3.5,185000,67,21,771,0,47580
95065,4.0,90000,80,9,751,0,12540
95066,4.375,491000,80,30,795,0,41860
95067,3.875,192000,80,39,705,0,0
95068,4.0,460000,73,22,773,0,42220
95069,3.875,400000,84,33,755,0,47900
95070,5.0,315000,75,38,672,0,41180
95071,3.875,260000,75,44,726,0,35620
95072,3.75,119000,67,33,723,0,49340
95073,4.5,120000,65,43,624,0,40900
95074,3.875,166000,43,21,802,0,16980
95075,3.875,220000,40,17,775,0,31080
95076,4.0,104000,57,23,818,0,14740
95077,3.875,84000,80,22,816,0,36780
95078,4.5,66000,55,44,658,0,16540
95079,4.04,174000,52,45,687,0,35620
95080,4.375,119000,75,27,671,1,36420
95081,4.5,120000,80,33,678,0,46220
95083,4.25,184000,37,38,732,0,38340
95084,3.99,240000,80,30,746,0,41420
95085,4.0,60000,37,28,787,0,40380
95086,3.625,245000,82,25,751,0,14460
95087,3.875,158000,74,33,743,0,0
95088,3.625,322000,77,41,728,1,38660
95089,4.625,166000,83,18,764,1,22220
95090,5.0,338000,75,34,634,0,31080
95091,4.125,296000,80,39,734,0,16980
95092,3.875,287000,77,41,784,0,41740
95093,3.625,155000,75,42,758,0,0
95094,4.0,330000,90,18,762,0,38900
95095,4.0,200000,80,43,744,0,26420
95096,4.0,294000,70,25,737,0,0
95097,4.25,266000,36,40,680,0,47900
95098,4.75,68000,80,41,765,0,26900
95099,3.875,149000,32,23,803,0,42220
95100,3.75,43000,66,24,721,0,22220
95101,4.375,83000,90,39,716,0,26900
95102,3.875,301000,77,28,787,0,16980
95103,4.375,417000,76,30,763,0,26420
95104,4.625,47000,77,21,776,1,0
95105,4.125,344000,80,39,700,0,17980
95106,3.946,413000,79,41,764,0,33700
95107,4.0,87000,75,43,730,0,19100
95108,4.25,310000,84,21,736,0,14460
95109,3.875,100000,34,36,783,0,0
95110,3.875,299000,76,40,740,0,35620
95111,4.625,120000,75,40,674,0,36420
95112,3.99,276000,80,38,731,0,41740
95113,4.25,106000,78,22,687,0,0
95114,3.875,172000,80,16,798,0,12580
95115,4.25,207000,70,42,693,0,33460
95116,4.0,260000,80,36,760,0,42220
95117,4.5,150000,93,41,730,1,43900
95118,4.125,91000,91,37,764,0,29340
95120,3.875,417000,77,45,797,0,31080
95121,3.625,330000,75,46,733,0,41940
95122,3.75,69000,73,30,696,0,31180
95123,4.5,334000,79,45,719,0,10580
95124,4.0,333000,78,44,802,0,35620
95125,3.875,82000,80,34,721,0,12940
95126,4.375,256000,74,37,689,0,19100
95127,4.125,214000,78,21,799,0,12420
95128,3.875,287000,52,22,801,0,14460
95129,3.875,406000,67,30,702,0,41940
95130,4.0,380000,75,34,744,0,16620
95131,4.0,391000,89,44,718,0,48300
95132,3.875,398000,66,32,759,0,12060
95133,4.25,147000,74,43,698,0,31340
95134,4.25,301000,69,40,744,0,12580
95135,3.875,101000,74,34,717,0,49620
95136,4.5,279000,85,41,720,0,14460
95137,3.875,177000,93,22,743,0,0
95138,4.5,274000,69,43,659,0,38060
95140,4.5,145000,80,25,759,0,16980
95141,4.0,264000,85,39,777,0,41620
95142,4.0,125000,78,43,756,0,41180
95143,3.875,398000,54,12,756,0,41860
95144,4.5,221000,74,31,703,0,35620
95145,4.5,224000,94,40,728,0,31700
95146,4.25,124000,62,21,806,0,27260
95147,4.0,247000,59,37,765,0,41620
95148,4.0,120000,36,37,742,0,31080
95150,4.0,100000,55,22,775,0,47260
95151,4.0,221000,70,40,704,0,14460
95152,4.0,250000,85,30,800,0,0
95153,4.0,310000,72,40,772,0,47900
95154,4.375,110000,85,35,780,0,36420
95155,3.875,128000,80,9,794,0,26820
95156,4.125,400000,67,36,733,0,45940
95157,4.0,285000,95,37,777,1,22900
95158,4.0,403000,67,37,704,0,35620
95159,4.625,159000,95,34,724,0,0
95160,4.375,90000,65,32,699,1,46220
95161,4.125,128000,95,44,724,0,18140
95162,5.5,100000,80,35,683,0,12420
95163,4.0,320000,74,17,795,0,19100
95164,4.0,148000,55,49,722,0,35620
95165,3.75,285000,60,22,763,0,15260
95166,4.0,320000,75,21,735,0,38860
95167,4.5,270000,74,45,673,0,33340
95168,4.375,170000,65,44,672,0,35620
95169,4.0,327000,65,23,791,0,41740
95170,4.25,50000,61,41,728,0,16300
95171,3.75,388000,77,27,792,0,31100
95172,4.375,179000,35,32,643,0,37980
95173,4.0,287000,80,39,723,0,19740
95174,3.75,408000,56,43,748,0,16980
95175,4.375,79000,88,42,798,0,0
95176,4.0,312000,60,50,715,0,35620
95177,4.0,213000,85,37,766,0,19740
95178,3.875,611000,75,31,795,0,41860
95179,5.5,165000,77,37,676,0,0
95180,3.875,242000,80,27,741,0,35380
95181,3.875,155000,95,42,793,1,31540
95182,4.5,60000,64,43,689,0,0
95183,4.875,143000,70,24,684,0,19100
95184,3.875,191000,94,41,790,0,0
95185,4.125,194000,55,24,747,0,41180
95186,3.75,417000,79,34,774,0,14460
95187,4.375,68000,49,36,794,0,35380
95188,4.125,417000,45,43,662,0,31080
95190,4.5,105000,80,41,718,0,17780
95191,4.0,408000,60,22,689,0,35620
95192,4.625,130000,79,25,744,0,19100
95193,4.375,122000,67,27,724,0,42540
95194,4.375,90000,57,24,695,0,10740
95195,4.5,192000,80,39,711,0,31080
95196,4.375,250000,95,44,782,0,28940
95198,4.875,239000,74,44,691,0,31080
95199,4.25,356000,80,27,704,0,14460
95200,4.375,70000,54,39,795,0,0
95202,3.875,280000,54,35,775,0,14460
95203,4.125,100000,67,37,749,0,0
95204,4.75,308000,70,37,689,0,12580
95205,3.875,116000,63,31,750,0,0
95207,4.0,345000,76,35,749,0,14460
95208,3.875,187000,80,15,798,0,22660
95209,3.99,331000,78,43,752,0,31080
95210,4.0,108000,72,27,801,1,0
95213,4.375,350000,67,35,707,0,35620
95214,5.0,53000,84,23,717,1,29200
95215,3.875,373000,70,19,781,0,16980
95216,4.0,189000,51,44,788,0,35620
95217,4.0,78000,62,29,669,0,22520
95218,4.75,184000,80,41,704,0,39740
95219,4.125,147000,69,28,754,0,19100
95220,4.125,333000,75,36,732,0,14460
95221,4.5,350000,70,41,757,0,10900
95222,4.875,203000,79,23,661,0,0
95223,4.5,605000,85,24,771,0,41940
95224,3.875,350000,65,22,791,0,35620
95225,4.5,150000,80,36,697,0,42200
95226,4.5,66000,95,29,744,0,0
95227,4.125,260000,80,43,713,0,14460
95228,4.0,283000,57,34,775,0,31100
95229,4.375,69000,45,38,743,0,25500
95230,3.875,400000,51,39,770,0,40140
95231,4.625,142000,69,28,699,0,26420
95232,4.0,299000,80,39,768,0,14460
95233,4.125,98000,73,14,766,0,28940
95234,4.75,165000,52,45,668,0,41700
95235,3.95,208000,77,24,787,0,14460
95236,4.125,87000,44,37,812,0,14460
95237,4.5,200000,72,45,692,0,16980
95238,4.375,324000,93,35,716,0,17460
95239,4.375,40000,27,26,709,0,12940
95240,3.875,150000,47,34,681,0,24300
95241,4.875,292000,80,26,683,1,16860
95242,4.5,84000,65,36,755,1,16980
95243,4.5,136000,73,32,649,0,13820
95244,4.875,110000,75,14,652,1,33660
95245,4.125,121000,94,32,770,0,12060
95246,4.5,101000,67,41,681,0,10740
95247,4.25,75000,82,27,802,1,19780
95248,4.0,593000,51,16,723,0,47900
95249,4.0,125000,38,44,782,0,37980
95250,4.25,240000,80,21,783,0,48900
95251,4.75,90000,70,42,675,0,16580
95253,3.875,106000,15,26,807,0,31080
95254,4.0,576000,54,40,802,0,31100
95255,4.5,235000,94,44,775,0,14460
95256,3.75,236000,74,28,741,0,29740
95257,4.375,361000,97,20,725,0,33460
95258,3.99,191000,73,18,779,0,39580
95259,4.25,400000,80,41,720,0,35620
95260,5.375,124000,80,36,684,0,19100
95261,4.125,288000,54,7,778,0,31080
95262,4.5,130000,64,42,659,0,14460
95263,4.0,409000,72,38,776,0,26420
95264,4.375,248000,80,44,737,0,44140
95265,3.875,117000,52,22,816,0,37980
95266,4.0,216000,80,42,767,0,19820
95267,4.375,120000,64,35,718,0,34580
95268,3.99,314000,79,19,757,0,19740
95269,4.375,60000,35,44,793,0,36740
95270,3.875,338000,69,28,713,0,42660
95271,3.875,626000,79,17,724,0,41860
95273,4.125,198000,80,45,707,1,0
95274,4.0,317000,94,42,731,0,14460
95275,3.875,380000,59,27,819,0,41860
95276,4.75,86000,78,18,674,1,27900
95277,3.875,295000,77,19,771,0,38900
95278,5.125,321000,74,37,637,0,41180
95279,3.875,79000,63,43,813,0,0
95280,4.5,172000,70,40,720,0,0
95281,3.99,294000,72,36,798,0,39100
95282,4.625,414000,76,36,654,0,12940
95283,4.125,319000,78,40,720,0,31080
95284,4.0,398000,80,33,758,0,14460
95285,5.0,75000,80,42,668,0,46540
95286,3.875,258000,36,23,794,0,41940
95287,3.875,323000,41,18,790,0,14460
95288,3.875,334000,75,28,811,0,40900
95289,4.375,268000,76,43,620,0,12420
95290,3.875,348000,76,43,739,0,31080
95291,3.875,110000,62,26,801,0,40900
95292,4.375,114000,80,44,676,0,19100
95293,4.0,340000,80,31,782,0,19100
95294,4.625,284000,95,32,787,0,14460
95295,4.125,45000,34,35,723,0,45300
95296,5.0,80000,43,33,695,0,0
95297,4.25,130000,56,26,682,0,14460
95298,3.875,410000,89,29,720,0,31080
95299,3.875,292000,60,22,759,0,14460
95300,4.0,183000,65,16,799,0,17820
95301,4.5,228000,70,37,675,0,31700
95302,4.5,108000,80,41,761,0,0
95303,4.5,138000,37,39,739,0,47900
95304,4.25,221000,67,20,683,0,11700
95305,4.125,124000,80,32,744,1,49340
95306,4.625,405000,78,29,725,0,31700
95307,3.99,249000,35,30,793,0,31080
95308,3.75,278000,46,22,681,0,0
95309,3.875,151000,85,40,741,0,31140
95312,4.0,129000,95,30,803,0,19100
95313,4.0,38000,8,12,799,0,41740
95314,4.25,208000,80,36,695,1,16020
95315,4.25,313000,79,37,794,0,19740
95316,3.875,152000,50,37,776,0,49340
95317,4.25,128000,80,28,778,0,12420
95318,4.875,322000,79,42,667,0,35620
95319,3.875,173000,80,22,775,0,44940
95321,3.99,400000,78,4,797,0,10740
95322,4.125,365000,75,35,667,0,41740
95323,3.75,340000,70,43,763,0,35620
95324,4.25,148000,79,27,773,0,0
95325,4.25,128000,44,22,770,0,16980
95326,4.0,100000,29,21,763,0,49740
95327,4.0,87000,36,43,813,0,14500
95328,4.5,211000,97,31,727,0,49340
95329,3.875,404000,58,31,705,0,41940
95330,4.75,90000,80,19,711,0,26420
95331,4.375,121000,80,29,730,0,20220
95332,4.0,211000,73,39,763,0,43900
95333,4.625,232000,80,38,718,0,21340
95334,4.625,243000,94,30,722,0,16860
95335,3.75,194000,59,30,724,0,0
95336,3.875,172000,79,30,784,0,41740
95337,3.75,367000,62,16,787,0,35620
95338,4.25,216000,77,38,776,1,16980
95340,4.625,397000,80,43,695,0,31080
95341,4.25,96000,76,34,711,0,12260
95342,4.0,400000,67,27,764,0,40900
95343,4.25,288000,72,41,805,0,14460
95344,4.5,127000,80,27,721,0,19100
95345,4.0,369000,56,25,732,0,42200
95346,4.5,265000,69,44,645,0,34980
95347,5.25,156000,75,41,631,0,40900
95350,3.875,243000,70,41,746,0,14460
95351,4.0,350000,72,37,667,0,0
95352,4.125,316000,58,39,706,0,14460
95353,3.25,388000,70,27,668,0,47900
95354,3.875,367000,64,35,754,0,41940
95355,3.875,322000,50,36,679,0,49340
95356,4.25,108000,62,15,794,0,34980
95357,3.875,393000,59,30,797,0,40900
95358,4.125,90000,53,36,756,0,41980
95359,4.375,168000,74,45,711,0,22540
95360,4.0,308000,74,42,710,0,36140
95361,3.875,178000,59,19,735,1,28940
95362,4.375,573000,66,40,678,0,41940
95363,3.625,342000,69,25,791,0,41860
95364,4.0,460000,80,31,789,0,35620
95365,4.625,304000,87,45,700,0,46140
95366,4.0,417000,64,19,640,0,11460
95367,4.625,61000,85,25,686,1,30780
95368,4.875,345000,94,39,668,1,16300
95369,3.875,287000,70,45,712,0,34980
95370,4.25,85000,36,40,686,0,19100
95371,4.375,199000,79,29,662,0,0
95372,3.99,417000,60,33,684,0,41860
95373,4.125,417000,70,45,693,0,31080
95374,4.125,292000,80,42,718,0,17460
95375,3.875,300000,77,33,772,0,16980
95377,3.875,307000,77,44,792,0,0
95378,3.875,261000,78,35,776,0,22420
95379,4.125,204000,79,25,673,0,12060
95380,4.125,410000,72,48,799,0,35620
95381,4.25,320000,70,16,683,0,28660
95382,4.5,142000,86,42,688,0,43100
95383,4.0,150000,80,42,727,1,38860
95384,4.25,304000,80,39,674,0,35620
95385,4.5,53000,50,39,579,0,17420
95386,3.625,405000,52,35,779,0,41940
95387,4.125,473000,60,50,735,0,41860
95388,3.875,53000,80,21,796,0,18140
95389,4.0,296000,66,50,794,0,31080
95390,4.625,56000,49,46,669,0,0
95391,5.125,316000,95,34,672,0,31180
95392,4.375,170000,64,39,669,0,0
95393,4.0,465000,43,34,722,0,31080
95394,4.0,417000,73,25,780,0,47900
95395,3.875,417000,33,39,775,0,31080
95396,3.875,250000,75,32,770,0,11540
95397,4.25,88000,88,30,809,0,14540
95398,3.75,141000,72,24,690,0,19100
95399,4.0,300000,55,34,703,0,14460
95400,4.0,412000,75,32,702,0,26300
95401,3.875,190000,51,39,782,0,14460
95402,3.875,400000,68,33,779,0,41860
95403,4.375,133000,78,28,734,0,29180
