,sellerName,origChannel,origIntRate,origUPB,origDate,firstPmtDate,origLTV,origCLTV,numBorrowers,origDebtIncRatio,borrCreditScore,BestCreditScore,WorstCreditScore,AvgCreditScore,loanPurp,propState,zipCode,pMIperct,mortInsType,fmacRate,fredRate,rateDiff,rateDiffPct,rank
5924,QUICKEN LOANS INC.,1,4.375,291000,2/1/2019,4/1/2019,89,89,1,48,752,752,752,752,R,NJ,70,25,1,4.46,2.7,-0.085,-0.019058296,2
5925,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.25,228000,2/1/2019,4/1/2019,90,90,1,24,799,799,799,799,R,WI,541,25,1,4.46,2.7,-0.21,-0.047085202,2
5926,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,484000,2/1/2019,4/1/2019,87,87,1,26,783,783,783,783,R,CA,928,25,1,4.46,2.7,0.04,0.00896861,2
5927,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,546000,2/1/2019,4/1/2019,90,90,1,35,662,662,662,662,R,CA,913,25,1,4.46,2.7,0.04,0.00896861,2
5928,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.375,388000,2/1/2019,4/1/2019,97,97,1,37,782,782,782,782,R,IN,462,25,1,4.46,2.7,-0.085,-0.019058296,2
5929,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,171000,2/1/2019,4/1/2019,92,92,1,40,728,728,728,728,R,MO,633,25,1,4.46,2.7,0.04,0.00896861,2
5930,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.375,403000,2/1/2019,4/1/2019,90,90,1,41,746,746,746,746,R,WA,980,25,1,4.46,2.7,-0.085,-0.019058296,2
5931,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.375,342000,2/1/2019,4/1/2019,90,90,1,43,796,796,796,796,R,MI,483,25,1,4.46,2.7,-0.085,-0.019058296,2
5932,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.375,305000,2/1/2019,4/1/2019,89,89,1,44,712,712,712,712,R,CO,800,25,1,4.46,2.7,-0.085,-0.019058296,2
5933,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.625,339000,2/1/2019,4/1/2019,93,93,1,45,770,770,770,770,R,OR,972,25,1,4.46,2.7,0.165,0.036995516,3
5934,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,484000,2/1/2019,4/1/2019,92,92,1,46,756,756,756,756,R,CA,902,25,1,4.46,2.7,0.04,0.00896861,2
5935,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,299000,2/1/2019,4/1/2019,90,90,1,46,780,780,780,780,R,UT,840,25,1,4.46,2.7,0.04,0.00896861,2
5936,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.375,202000,2/1/2019,4/1/2019,90,90,1,49,763,763,763,763,R,CA,958,25,1,4.46,2.7,-0.085,-0.019058296,2
5937,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.375,530000,2/1/2019,4/1/2019,90,90,1,49,721,721,721,721,R,MA,18,25,1,4.46,2.7,-0.085,-0.019058296,2
5938,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.625,599000,2/1/2019,5/1/2019,95,95,1,40,683,683,683,683,R,CA,900,25,1,4.46,2.7,0.165,0.036995516,3
5939,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.125,197000,2/1/2019,5/1/2019,94,94,1,40,743,743,743,743,R,MI,480,25,1,4.46,2.7,-0.335,-0.075112108,1
5940,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,1,4.25,220000,2/1/2019,4/1/2019,95,95,1,38,777,777,777,777,R,AL,356,30,1,4.46,2.7,-0.21,-0.047085202,2
5941,OTHER,1,5.375,550000,2/1/2019,4/1/2019,92,92,1,34,698,698,698,698,R,CA,908,30,1,4.46,2.7,0.915,0.205156951,5
5942,OTHER,1,4.75,449000,2/1/2019,4/1/2019,95,95,1,34,717,717,717,717,R,CA,917,30,1,4.46,2.7,0.29,0.065022422,3
5943,OTHER,1,5.375,580000,2/1/2019,4/1/2019,95,95,1,35,811,811,811,811,R,CA,930,30,1,4.46,2.7,0.915,0.205156951,5
5944,QUICKEN LOANS INC.,1,4.625,478000,2/1/2019,4/1/2019,92,92,1,40,712,712,712,712,R,MA,17,30,1,4.46,2.7,0.165,0.036995516,3
5945,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,200000,2/1/2019,4/1/2019,95,95,1,34,694,694,694,694,R,NM,871,30,1,4.46,2.7,0.04,0.00896861,2
5946,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.625,515000,2/1/2019,4/1/2019,94,94,1,41,770,770,770,770,R,MA,20,30,1,4.46,2.7,0.165,0.036995516,3
5947,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.625,436000,2/1/2019,5/1/2019,95,95,1,42,711,711,711,711,R,CA,953,30,1,4.46,2.7,0.165,0.036995516,3
5948,OTHER,1,4.75,285000,2/1/2019,4/1/2019,83,83,2,37,795,795,774,784.5,R,KY,410,12,1,4.46,2.7,0.29,0.065022422,3
5949,OTHER,1,5.375,600000,2/1/2019,4/1/2019,85,85,2,48,663,663,626,644.5,R,CA,917,12,1,4.46,2.7,0.915,0.205156951,5
5950,PENNYMAC CORP.,1,5.625,431000,2/1/2019,4/1/2019,86,86,2,42,642,665,642,653.5,R,AZ,850,12,1,4.46,2.7,1.165,0.261210762,5
5951,QUICKEN LOANS INC.,1,4.25,350000,2/1/2019,4/1/2019,85,85,2,46,712,806,712,759,R,NJ,70,12,1,4.46,2.7,-0.21,-0.047085202,2
5952,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.375,574000,2/1/2019,4/1/2019,82,82,2,19,720,775,720,747.5,R,CA,920,12,1,4.46,2.7,-0.085,-0.019058296,2
5953,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,382000,2/1/2019,4/1/2019,82,82,2,34,685,697,685,691,R,CA,907,12,1,4.46,2.7,0.04,0.00896861,2
5954,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,587000,2/1/2019,4/1/2019,85,85,2,34,752,752,722,737,R,CA,945,12,1,4.46,2.7,0.04,0.00896861,2
5955,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.75,505000,2/1/2019,4/1/2019,85,85,2,46,669,669,640,654.5,R,CA,950,12,1,4.46,2.7,0.29,0.065022422,3
5956,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.75,327000,2/1/2019,4/1/2019,85,85,2,46,734,734,732,733,R,CA,923,12,1,4.46,2.7,0.29,0.065022422,3
5957,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.55,489000,2/1/2019,4/1/2019,85,85,2,48,681,685,681,683,R,CA,950,12,1,4.46,2.7,0.09,0.020179372,2
5958,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,5.125,245000,2/1/2019,4/1/2019,84,84,2,49,662,739,662,700.5,R,MI,480,12,1,4.46,2.7,0.665,0.149103139,4
5959,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,492000,2/1/2019,5/1/2019,83,83,2,50,722,734,722,728,R,CA,907,12,1,4.46,2.7,0.04,0.00896861,2
5960,QUICKEN LOANS INC.,1,4.75,641000,2/1/2019,4/1/2019,90,90,2,25,711,711,700,705.5,R,VA,201,25,1,4.46,2.7,0.29,0.065022422,3
5961,QUICKEN LOANS INC.,1,4.375,598000,2/1/2019,4/1/2019,90,90,2,32,755,776,755,765.5,R,CA,908,25,1,4.46,2.7,-0.085,-0.019058296,2
5962,QUICKEN LOANS INC.,1,4.375,505000,2/1/2019,4/1/2019,90,90,2,39,747,754,747,750.5,R,CA,920,25,1,4.46,2.7,-0.085,-0.019058296,2
5963,QUICKEN LOANS INC.,1,4.25,228000,2/1/2019,4/1/2019,95,95,2,39,707,709,707,708,R,UT,840,25,1,4.46,2.7,-0.21,-0.047085202,2
5964,QUICKEN LOANS INC.,1,4.5,236000,2/1/2019,4/1/2019,87,87,2,41,767,767,760,763.5,R,OR,974,25,1,4.46,2.7,0.04,0.00896861,2
5965,QUICKEN LOANS INC.,1,4.5,450000,2/1/2019,4/1/2019,89,89,2,44,683,700,683,691.5,R,NH,30,25,1,4.46,2.7,0.04,0.00896861,2
5966,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.99,202000,2/1/2019,4/1/2019,92,92,2,33,667,688,667,677.5,R,FL,334,25,1,4.46,2.7,0.53,0.118834081,4
5967,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.4,630000,2/1/2019,4/1/2019,90,90,2,34,749,788,749,768.5,R,NJ,79,25,1,4.46,2.7,-0.06,-0.013452915,2
5968,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.375,261000,2/1/2019,4/1/2019,87,87,2,36,797,797,796,796.5,R,AZ,852,25,1,4.46,2.7,-0.085,-0.019058296,2
5969,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.75,536000,2/1/2019,4/1/2019,90,90,2,37,730,743,730,736.5,R,NJ,70,25,1,4.46,2.7,0.29,0.065022422,3
5970,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,313000,2/1/2019,4/1/2019,90,90,2,37,782,782,779,780.5,R,NJ,76,25,1,4.46,2.7,0.04,0.00896861,2
5971,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.125,290000,2/1/2019,4/1/2019,88,88,2,42,731,731,712,721.5,R,CA,923,25,1,4.46,2.7,-0.335,-0.075112108,1
5972,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.75,312000,2/1/2019,4/1/2019,89,89,2,42,676,676,665,670.5,R,CO,805,25,1,4.46,2.7,0.29,0.065022422,3
5973,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.875,184000,2/1/2019,4/1/2019,92,92,2,43,702,702,645,673.5,R,TX,760,25,1,4.46,2.7,0.415,0.093049327,3
5974,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.375,376000,2/1/2019,4/1/2019,89,89,2,44,741,741,738,739.5,R,NY,119,25,1,4.46,2.7,-0.085,-0.019058296,2
5975,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,5,561000,2/1/2019,4/1/2019,87,87,2,46,707,796,707,751.5,R,CA,910,25,1,4.46,2.7,0.54,0.121076233,4
5976,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.75,177000,2/1/2019,4/1/2019,95,95,2,42,683,722,683,702.5,R,MI,493,30,1,4.46,2.7,0.29,0.065022422,3
5977,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.25,117000,2/1/2019,4/1/2019,91,91,2,48,787,787,787,787,R,NC,283,30,1,4.46,2.7,-0.21,-0.047085202,2
5978,QUICKEN LOANS INC.,1,4.99,399000,2/1/2019,3/1/2019,85,85,1,45,707,707,707,707,R,CA,917,12,2,4.46,2.7,0.53,0.118834081,4
5979,QUICKEN LOANS INC.,1,4.5,441000,2/1/2019,4/1/2019,85,85,1,34,692,692,692,692,R,CA,957,12,2,4.46,2.7,0.04,0.00896861,2
5980,QUICKEN LOANS INC.,1,4.25,360000,2/1/2019,4/1/2019,85,85,1,37,748,748,748,748,R,CO,800,12,2,4.46,2.7,-0.21,-0.047085202,2
5981,QUICKEN LOANS INC.,1,4.5,413000,2/1/2019,4/1/2019,85,85,1,44,733,733,733,733,R,CA,956,12,2,4.46,2.7,0.04,0.00896861,2
5982,QUICKEN LOANS INC.,1,4.375,460000,2/1/2019,4/1/2019,84,84,1,48,703,703,703,703,R,CA,948,12,2,4.46,2.7,-0.085,-0.019058296,2
5983,QUICKEN LOANS INC.,1,4.75,580000,2/1/2019,4/1/2019,85,85,1,49,747,747,747,747,R,CA,927,12,2,4.46,2.7,0.29,0.065022422,3
5984,QUICKEN LOANS INC.,1,4.75,264000,2/1/2019,4/1/2019,84,84,1,49,670,670,670,670,R,CO,800,12,2,4.46,2.7,0.29,0.065022422,3
5985,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,5,641000,2/1/2019,4/1/2019,84,84,1,50,743,743,743,743,R,CA,945,12,2,4.46,2.7,0.54,0.121076233,4
5986,OTHER,1,4.5,298000,2/1/2019,4/1/2019,88,88,1,37,818,818,818,818,R,OR,971,25,2,4.46,2.7,0.04,0.00896861,2
5987,OTHER,1,4.5,130000,2/1/2019,4/1/2019,89,89,1,47,723,723,723,723,R,RI,29,25,2,4.46,2.7,0.04,0.00896861,2
5988,QUICKEN LOANS INC.,1,4.375,469000,2/1/2019,4/1/2019,90,90,1,24,763,763,763,763,R,NJ,88,25,2,4.46,2.7,-0.085,-0.019058296,2
5989,QUICKEN LOANS INC.,1,4.99,461000,2/1/2019,4/1/2019,90,90,1,38,763,763,763,763,R,MA,23,25,2,4.46,2.7,0.53,0.118834081,4
5990,QUICKEN LOANS INC.,1,4.75,378000,2/1/2019,4/1/2019,90,90,1,40,780,780,780,780,R,CA,953,25,2,4.46,2.7,0.29,0.065022422,3
5991,QUICKEN LOANS INC.,1,4.625,668000,2/1/2019,4/1/2019,90,90,1,40,781,781,781,781,R,CA,907,25,2,4.46,2.7,0.165,0.036995516,3
5992,QUICKEN LOANS INC.,1,4.5,270000,2/1/2019,4/1/2019,94,94,1,42,707,707,707,707,R,CA,958,25,2,4.46,2.7,0.04,0.00896861,2
5993,QUICKEN LOANS INC.,1,4.875,374000,2/1/2019,4/1/2019,95,95,1,48,782,782,782,782,R,IL,600,25,2,4.46,2.7,0.415,0.093049327,3
5994,QUICKEN LOANS INC.,1,4.875,270000,2/1/2019,4/1/2019,97,97,1,48,749,749,749,749,R,MA,27,25,2,4.46,2.7,0.415,0.093049327,3
5995,QUICKEN LOANS INC.,1,4.75,445000,2/1/2019,4/1/2019,95,95,1,49,749,749,749,749,R,CA,956,25,2,4.46,2.7,0.29,0.065022422,3
5996,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.75,473000,2/1/2019,4/1/2019,90,90,1,41,777,777,777,777,R,AZ,850,25,2,4.46,2.7,0.29,0.065022422,3
5997,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.375,435000,2/1/2019,4/1/2019,92,92,1,41,735,735,735,735,R,DC,200,25,2,4.46,2.7,-0.085,-0.019058296,2
5998,QUICKEN LOANS INC.,1,5.25,456000,2/1/2019,4/1/2019,95,95,1,28,713,713,713,713,R,CA,923,30,2,4.46,2.7,0.79,0.177130045,4
5999,QUICKEN LOANS INC.,1,4.875,381000,2/1/2019,4/1/2019,85,85,2,21,764,764,752,758,R,IL,601,12,2,4.46,2.7,0.415,0.093049327,3
6000,QUICKEN LOANS INC.,1,4.625,297000,2/1/2019,4/1/2019,85,85,2,22,796,796,777,786.5,R,KY,402,12,2,4.46,2.7,0.165,0.036995516,3
6001,QUICKEN LOANS INC.,1,4.75,676000,2/1/2019,4/1/2019,83,83,2,28,725,735,725,730,R,NJ,85,12,2,4.46,2.7,0.29,0.065022422,3
6002,QUICKEN LOANS INC.,1,4.75,391000,2/1/2019,4/1/2019,85,85,2,34,701,702,701,701.5,R,CA,919,12,2,4.46,2.7,0.29,0.065022422,3
6003,QUICKEN LOANS INC.,1,4.875,588000,2/1/2019,4/1/2019,82,82,2,36,706,750,706,728,R,CA,954,12,2,4.46,2.7,0.415,0.093049327,3
6004,QUICKEN LOANS INC.,1,4.375,652000,2/1/2019,4/1/2019,85,85,2,38,763,763,756,759.5,R,CA,951,12,2,4.46,2.7,-0.085,-0.019058296,2
6005,QUICKEN LOANS INC.,1,4.5,286000,2/1/2019,4/1/2019,81,81,2,42,769,769,769,769,R,IL,601,12,2,4.46,2.7,0.04,0.00896861,2
6006,QUICKEN LOANS INC.,1,4.625,675000,2/1/2019,3/1/2019,89,89,2,30,744,744,741,742.5,R,CA,926,25,2,4.46,2.7,0.165,0.036995516,3
6007,QUICKEN LOANS INC.,1,4.5,585000,2/1/2019,4/1/2019,90,90,2,26,788,788,740,764,R,CA,945,25,2,4.46,2.7,0.04,0.00896861,2
6008,QUICKEN LOANS INC.,1,4.99,387000,2/1/2019,4/1/2019,86,86,2,50,700,759,700,729.5,R,CA,902,25,2,4.46,2.7,0.53,0.118834081,4
6009,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.875,337000,2/1/2019,4/1/2019,94,94,2,35,692,701,692,696.5,R,CA,945,25,2,4.46,2.7,0.415,0.093049327,3
6010,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,255000,2/1/2019,4/1/2019,85,85,1,40,810,810,810,810,R,CA,935,12,3,4.46,2.7,0.04,0.00896861,2
6011,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.75,189000,2/1/2019,4/1/2019,84,84,1,41,703,703,703,703,R,CA,925,12,3,4.46,2.7,0.29,0.065022422,3
6012,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.75,308000,2/1/2019,4/1/2019,83,83,1,41,748,748,748,748,R,FL,330,12,3,4.46,2.7,0.29,0.065022422,3
6013,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.625,223000,2/1/2019,4/1/2019,84,84,1,43,769,769,769,769,R,AZ,853,12,3,4.46,2.7,0.165,0.036995516,3
6014,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.875,192000,2/1/2019,4/1/2019,95,95,1,38,731,731,731,731,R,IL,601,25,3,4.46,2.7,0.415,0.093049327,3
6015,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.875,197000,2/1/2019,4/1/2019,90,90,1,45,739,739,739,739,R,CA,953,25,3,4.46,2.7,0.415,0.093049327,3
6016,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,357000,2/1/2019,4/1/2019,85,85,2,46,788,788,769,778.5,R,CA,925,12,3,4.46,2.7,0.04,0.00896861,2
6017,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,5.25,212000,2/1/2019,4/1/2019,90,90,2,37,728,773,728,750.5,R,AZ,852,25,3,4.46,2.7,0.79,0.177130045,4
6018,"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,5.25,399000,2/1/2019,4/1/2019,95,95,2,41,729,777,729,753,R,CA,923,30,3,4.46,2.7,0.79,0.177130045,4
6019,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.5,195000,2/1/2019,4/1/2019,60,60,1,24,763,763,763,763,C,NJ,85,0,0,4.46,2.7,0.04,0.00896861,2
6020,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.875,220000,2/1/2019,4/1/2019,65,65,1,27,809,809,809,809,C,OR,972,0,0,4.46,2.7,0.415,0.093049327,3
6021,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.75,136000,2/1/2019,4/1/2019,80,80,1,28,745,745,745,745,C,TN,379,0,0,4.46,2.7,0.29,0.065022422,3
6022,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.875,110000,2/1/2019,4/1/2019,66,66,1,29,731,731,731,731,C,FL,349,0,0,4.46,2.7,0.415,0.093049327,3
6023,"AMERIHOME MORTGAGE COMPANY, LLC",2,5.625,143000,2/1/2019,4/1/2019,80,80,1,29,697,697,697,697,C,GA,307,0,0,4.46,2.7,1.165,0.261210762,5
6024,"AMERIHOME MORTGAGE COMPANY, LLC",2,5.25,190000,2/1/2019,4/1/2019,50,50,1,29,620,620,620,620,C,MD,208,0,0,4.46,2.7,0.79,0.177130045,4
6025,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.5,300000,2/1/2019,4/1/2019,57,57,1,29,797,797,797,797,C,MN,551,0,0,4.46,2.7,0.04,0.00896861,2
6026,"AMERIHOME MORTGAGE COMPANY, LLC",2,5.25,128000,2/1/2019,4/1/2019,80,80,1,30,743,743,743,743,C,NE,681,0,0,4.46,2.7,0.79,0.177130045,4
6027,"AMERIHOME MORTGAGE COMPANY, LLC",2,4.99,140000,2/1/2019,4/1/2019,48,48,1,33,744,744,744,744,C,FL,335,0,0,4.46,2.7,0.53,0.118834081,4
6028,"AMERIHOME MORTGAGE COMPANY, LLC",2,5.625,328000,2/1/2019,4/1/2019,80,80,1,35,662,662,662,662,C,MD,212,0,0,4.46,2.7,1.165,0.261210762,5
