sellerName,origChannel,origIntRate,origUPB,origDate,firstPmtDate,origLTV,origCLTV,numBorrowers,origDebtIncRatio,borrCreditScore,BestCreditScore,loanPurp,propState,zipCode,pMIperct,mortInsType
"NATIONSTAR MORTGAGE, LLC",0,4.625,200000,2/1/2019,4/1/2019,58,58,1,26,800,800,C,UT,840,0,0
OTHER,0,4.75,275000,2/1/2019,4/1/2019,92,92,1,29,800,800,R,WA,984,30,1
"WELLS FARGO BANK, N.A.",0,5.25,113000,1/1/2019,3/1/2019,71,71,1,50,707,707,R,GA,310,0,0
OTHER,0,4.375,326000,2/1/2019,4/1/2019,75,75,1,45,733,733,C,NJ,77,0,0
OTHER,0,4.625,238000,2/1/2019,4/1/2019,90,90,1,38,710,710,R,MN,564,25,1
OTHER,0,5,77000,2/1/2019,4/1/2019,70,70,1,33,669,669,C,SC,296,0,0
OTHER,0,4.875,83000,1/1/2019,3/1/2019,60,60,2,32,759,767,R,IN,468,0,0
OTHER,2,4.75,200000,1/1/2019,3/1/2019,80,80,2,23,779,784,C,OR,978,0,0
OTHER,2,5.75,184000,2/1/2019,4/1/2019,80,80,1,31,678,678,C,VA,232,0,0
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.17,297000,3/1/2019,5/1/2019,55,55,1,30,774,774,C,CA,907,0,0
OTHER,0,4.75,180000,1/1/2019,3/1/2019,52,52,2,43,778,778,R,CO,802,0,0
OTHER,2,5.75,485000,1/1/2019,3/1/2019,73,73,3,37,802,802,C,HI,967,0,0
"NATIONSTAR MORTGAGE, LLC",0,4.875,296000,2/1/2019,4/1/2019,69,69,2,37,741,741,C,GA,306,0,0
QUICKEN LOANS INC.,0,4.25,139000,2/1/2019,4/1/2019,45,45,1,21,715,715,C,SC,296,0,0
OTHER,0,4.875,115000,1/1/2019,3/1/2019,15,15,1,48,815,815,C,CA,926,0,0
TRUIST BANK (FORMERLY SUNTRUST BANK),2,5.625,232000,1/1/2019,4/1/2019,80,80,1,46,692,692,C,IL,600,0,0
OTHER,1,5.25,291000,1/1/2019,3/1/2019,70,70,1,34,662,662,C,CA,956,0,0
QUICKEN LOANS INC.,1,4.625,266000,1/1/2019,3/1/2019,54,54,2,46,801,801,C,CA,961,0,0
DITECH FINANCIAL LLC,0,4.25,418000,2/1/2019,4/1/2019,75,75,1,37,722,722,R,CA,900,0,0
QUICKEN LOANS INC.,0,4.875,457000,1/1/2019,3/1/2019,80,80,1,48,697,697,C,NY,105,0,0
"WELLS FARGO BANK, N.A.",2,4.875,55000,2/1/2019,4/1/2019,33,33,2,19,701,701,C,MO,630,0,0
OTHER,2,4.375,67000,2/1/2019,4/1/2019,71,71,1,38,755,755,R,IL,627,0,0
"WELLS FARGO BANK, N.A.",0,6,276000,1/1/2019,3/1/2019,80,80,1,50,664,664,C,NJ,89,0,0
PENNYMAC CORP.,2,4.875,580000,2/1/2019,4/1/2019,75,75,1,50,759,759,C,CA,920,0,0
FAIRWAY INDEPENDENT MORTGAGE CORPORATION,2,4.75,273000,3/1/2019,5/1/2019,94,94,2,44,773,773,R,AL,363,30,1
"AMERIHOME MORTGAGE COMPANY, LLC",2,4.875,241000,2/1/2019,4/1/2019,65,65,1,45,668,668,C,NC,282,0,0
OTHER,0,5.375,220000,2/1/2019,4/1/2019,79,79,2,13,750,787,C,VT,51,0,0
OTHER,1,4.75,380000,2/1/2019,4/1/2019,60,60,1,47,645,645,C,CA,914,0,0
OTHER,0,5.375,135000,3/1/2019,5/1/2019,49,49,1,21,643,643,C,SD,577,0,0
QUICKEN LOANS INC.,0,4.99,136000,1/1/2019,3/1/2019,76,76,2,39,731,731,C,FL,342,0,0
QUICKEN LOANS INC.,0,4.56,312000,2/1/2019,4/1/2019,59,59,2,43,755,769,C,AZ,850,0,0
"WELLS FARGO BANK, N.A.",2,4.875,159000,1/1/2019,3/1/2019,79,79,1,49,735,735,C,AR,724,0,0
OTHER,0,4.5,590000,2/1/2019,4/1/2019,80,80,1,47,701,701,R,CA,913,0,0
DITECH FINANCIAL LLC,0,4.99,190000,3/1/2019,5/1/2019,75,75,1,49,728,728,C,NV,890,0,0
OTHER,0,4.875,151000,2/1/2019,4/1/2019,80,80,1,30,713,713,C,GA,306,0,0
OTHER,0,4.25,164000,2/1/2019,4/1/2019,95,95,2,32,778,778,R,PA,156,30,1
OTHER,0,4.5,139000,3/1/2019,5/1/2019,48,48,1,35,748,748,R,AL,364,0,0
QUICKEN LOANS INC.,0,4.75,195000,2/1/2019,4/1/2019,60,60,1,40,644,644,C,PA,193,0,0
"FLAGSTAR BANK, FSB",2,4.75,650000,1/1/2019,3/1/2019,45,45,1,47,750,750,R,CA,951,0,0
OTHER,0,5.875,233000,1/1/2019,3/1/2019,75,75,2,33,663,716,C,OR,972,0,0
OTHER,2,4.875,240000,1/1/2019,3/1/2019,41,41,1,35,724,724,C,NY,114,0,0
"WELLS FARGO BANK, N.A.",2,4.25,132000,1/1/2019,3/1/2019,58,58,1,46,635,635,C,CA,923,0,0
QUICKEN LOANS INC.,0,4.25,333000,1/1/2019,3/1/2019,87,87,1,44,768,768,R,NV,890,25,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,272000,3/1/2019,5/1/2019,85,85,1,42,776,776,R,OH,452,12,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.25,417000,1/1/2019,3/1/2019,80,80,2,22,768,783,R,IL,600,0,0
"WELLS FARGO BANK, N.A.",2,4.875,408000,1/1/2019,3/1/2019,85,85,2,26,732,732,R,AR,720,12,1
OTHER,0,4.875,225000,1/1/2019,3/1/2019,17,17,2,33,793,809,C,FL,337,0,0
OTHER,0,4.5,250000,1/1/2019,3/1/2019,60,60,1,36,745,745,C,CA,923,0,0
QUICKEN LOANS INC.,0,4.375,220000,2/1/2019,4/1/2019,60,60,1,41,807,807,C,FL,334,0,0
U.S. BANK N.A.,0,4.625,352000,1/1/2019,3/1/2019,80,80,2,32,765,765,R,WA,981,0,0
QUICKEN LOANS INC.,0,4.75,128000,1/1/2019,3/1/2019,43,43,1,32,669,669,C,NV,891,0,0
QUICKEN LOANS INC.,1,4.75,272000,1/1/2019,3/1/2019,53,53,1,42,770,770,C,CA,913,0,0
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.25,135000,2/1/2019,4/1/2019,65,65,2,25,693,699,C,VA,225,0,0
QUICKEN LOANS INC.,0,4.625,127000,3/1/2019,4/1/2019,51,51,2,20,699,750,C,VA,245,0,0
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",2,4.875,312000,2/1/2019,4/1/2019,60,60,2,43,689,689,C,WA,980,0,0
OTHER,0,5.05,250000,1/1/2019,3/1/2019,66,66,2,30,805,805,C,CT,68,0,0
OTHER,0,4.75,340000,2/1/2019,4/1/2019,80,80,2,31,785,789,C,NV,894,0,0
PENNYMAC CORP.,2,5,260000,1/1/2019,3/1/2019,75,75,1,23,684,684,R,IL,606,0,0
PENNYMAC CORP.,2,4.5,252000,1/1/2019,3/1/2019,80,80,1,30,748,748,C,WA,993,0,0
QUICKEN LOANS INC.,0,4.56,125000,2/1/2019,4/1/2019,70,70,1,21,796,796,C,GA,300,0,0
QUICKEN LOANS INC.,0,4.99,550000,1/1/2019,3/1/2019,70,70,2,49,756,756,C,NJ,76,0,0
OTHER,0,5.875,171000,2/1/2019,5/1/2019,78,78,2,42,655,655,C,TN,379,0,0
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,5.25,111000,1/1/2019,4/1/2019,70,70,1,24,706,706,C,MI,483,0,0
PENNYMAC CORP.,2,4.99,392000,1/1/2019,3/1/2019,66,66,1,40,779,779,R,SC,294,0,0
QUICKEN LOANS INC.,0,5.125,200000,1/1/2019,3/1/2019,80,80,1,50,760,760,C,NV,894,0,0
OTHER,0,4.375,323000,1/1/2019,3/1/2019,61,61,2,33,778,801,R,MA,18,0,0
OTHER,0,4.625,175000,1/1/2019,3/1/2019,86,86,1,35,761,761,R,OK,730,25,1
TRUIST BANK (FORMERLY SUNTRUST BANK),2,4.75,270000,1/1/2019,3/1/2019,74,74,2,43,812,812,R,LA,700,0,0
OTHER,0,5.25,185000,2/1/2019,4/1/2019,67,67,1,41,702,702,C,UT,840,0,0
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4.5,140000,3/1/2019,5/1/2019,84,84,1,43,672,672,R,WA,992,12,1
OTHER,2,5.125,77000,1/1/2019,3/1/2019,62,62,1,28,687,687,C,NE,688,0,0
QUICKEN LOANS INC.,0,5.25,75000,1/1/2019,3/1/2019,52,52,2,31,650,693,C,OH,441,0,0
"WELLS FARGO BANK, N.A.",0,4.875,284000,1/1/2019,3/1/2019,36,36,1,28,784,784,C,WA,981,0,0
QUICKEN LOANS INC.,0,4.75,150000,1/1/2019,3/1/2019,41,41,1,50,781,781,R,AZ,851,0,0
"FLAGSTAR BANK, FSB",2,5.5,105000,1/1/2019,3/1/2019,19,19,1,32,666,666,C,CA,923,0,0
QUICKEN LOANS INC.,0,4.875,196000,2/1/2019,4/1/2019,80,80,1,33,739,739,C,TX,797,0,0
OTHER,0,4.875,329000,2/1/2019,4/1/2019,97,97,1,31,775,775,R,CA,935,35,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.875,139000,1/1/2019,3/1/2019,77,77,1,46,741,741,C,TN,372,0,0
QUICKEN LOANS INC.,1,4.5,380000,1/1/2019,3/1/2019,39,39,2,11,781,782,C,WA,981,0,0
OTHER,0,6.125,68000,1/1/2019,3/1/2019,80,80,2,21,687,723,C,OK,741,0,0
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",1,4,265000,2/1/2019,4/1/2019,51,51,1,44,704,704,R,VA,220,0,0
OTHER,0,4.625,248000,2/1/2019,4/1/2019,80,80,2,26,802,802,C,WI,546,0,0
OTHER,0,5.125,60000,1/1/2019,3/1/2019,42,42,1,48,652,652,C,IL,606,0,0
OTHER,0,6,251000,2/1/2019,4/1/2019,75,75,2,40,667,667,C,OR,970,0,0
"WELLS FARGO BANK, N.A.",2,4.875,168000,1/1/2019,3/1/2019,80,80,1,35,800,800,R,AL,350,0,0
QUICKEN LOANS INC.,0,4.5,224000,2/1/2019,4/1/2019,80,80,2,37,750,764,C,TN,373,0,0
PENNYMAC CORP.,0,4.875,181000,2/1/2019,4/1/2019,80,80,2,29,764,764,C,AZ,855,0,0
PENNYMAC CORP.,2,5.375,78000,3/1/2019,5/1/2019,80,80,1,37,719,719,C,MD,210,0,0
OTHER,0,4.5,177000,2/1/2019,4/1/2019,67,67,2,24,764,775,R,NC,271,0,0
"WELLS FARGO BANK, N.A.",2,4.625,430000,1/1/2019,4/1/2019,84,84,2,29,784,784,R,TX,764,12,1
QUICKEN LOANS INC.,0,4.625,200000,1/1/2019,3/1/2019,70,70,2,44,812,814,C,FL,322,0,0
FAIRWAY INDEPENDENT MORTGAGE CORPORATION,0,4.49,644000,3/1/2019,5/1/2019,89,89,1,24,740,740,R,CA,928,25,1
OTHER,0,6,101000,1/1/2019,3/1/2019,75,75,2,31,633,641,C,NC,272,0,0
"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",0,5,200000,1/1/2019,3/1/2019,42,42,2,40,733,742,C,CA,935,0,0
OTHER,2,5.125,268000,1/1/2019,3/1/2019,78,78,1,27,715,715,R,MA,15,0,0
OTHER,0,5.125,99000,2/1/2019,4/1/2019,70,70,2,40,718,746,C,MI,496,0,0
OTHER,0,4.625,174000,2/1/2019,4/1/2019,74,74,1,42,779,779,C,WI,537,0,0
OTHER,0,4.625,220000,1/1/2019,3/1/2019,56,56,2,24,678,761,C,CA,958,0,0
"WELLS FARGO BANK, N.A.",2,4.75,260000,2/1/2019,4/1/2019,74,74,2,23,782,782,C,UT,840,0,0
QUICKEN LOANS INC.,0,4.5,174000,2/1/2019,4/1/2019,70,70,1,23,713,713,R,NC,284,0,0
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.875,160000,3/1/2019,5/1/2019,80,80,2,44,734,757,C,TX,751,0,0
OTHER,0,4.5,240000,1/1/2019,3/1/2019,80,80,2,34,734,734,R,VT,54,0,0
OTHER,0,5.25,381000,1/1/2019,3/1/2019,80,80,1,48,704,704,C,NJ,80,0,0
OTHER,2,4.75,107000,1/1/2019,3/1/2019,39,39,1,24,774,774,C,MO,633,0,0
QUICKEN LOANS INC.,0,4.625,125000,1/1/2019,3/1/2019,30,30,1,39,712,712,C,TN,372,0,0
"MOVEMENT MORTGAGE, LLC",0,4.875,230000,1/1/2019,3/1/2019,57,57,2,31,739,752,C,CA,961,0,0
QUICKEN LOANS INC.,0,4.99,228000,1/1/2019,3/1/2019,60,60,1,39,694,694,C,CA,934,0,0
OTHER,1,5.75,232000,2/1/2019,4/1/2019,80,80,1,41,687,687,C,MD,219,0,0
QUICKEN LOANS INC.,0,4.99,206000,1/1/2019,3/1/2019,58,58,1,49,767,767,C,CO,800,0,0
PENNYMAC CORP.,2,4.875,335000,1/1/2019,3/1/2019,85,85,2,33,780,780,R,UT,840,12,1
PENNYMAC CORP.,2,5.25,382000,1/1/2019,3/1/2019,84,84,2,43,718,718,R,UT,840,12,1
PENNYMAC CORP.,2,3.875,434000,1/1/2019,3/1/2019,84,84,2,43,707,781,R,WA,980,12,1
PENNYMAC CORP.,2,4.875,80000,2/1/2019,4/1/2019,85,85,2,36,781,781,R,MT,596,12,1
PENNYMAC CORP.,2,4.375,238000,2/1/2019,4/1/2019,81,81,2,36,758,778,R,OR,974,12,1
PENNYMAC CORP.,2,5.625,558000,2/1/2019,4/1/2019,85,85,2,38,667,705,R,CA,913,12,1
PENNYMAC CORP.,2,4.99,562000,2/1/2019,4/1/2019,86,86,2,38,683,683,R,CA,908,12,1
PENNYMAC CORP.,2,4.875,356000,2/1/2019,4/1/2019,85,85,2,45,749,749,R,UT,847,12,1
QUICKEN LOANS INC.,2,4.75,416000,2/1/2019,4/1/2019,85,85,2,50,704,714,R,CA,919,12,1
TRUIST BANK (FORMERLY SUNTRUST BANK),2,5.125,238000,1/1/2019,3/1/2019,85,85,2,39,735,735,R,TX,760,12,1
U.S. BANK N.A.,2,5.125,368000,1/1/2019,3/1/2019,83,89,2,44,694,694,R,CA,920,12,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.5,204000,1/1/2019,3/1/2019,82,82,2,44,659,685,R,UT,840,12,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.589,166000,2/1/2019,4/1/2019,83,83,2,40,752,767,R,TN,373,12,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.799,550000,2/1/2019,5/1/2019,85,85,2,43,759,759,R,CA,921,12,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.625,253000,3/1/2019,5/1/2019,83,83,2,26,764,776,R,AL,365,12,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.625,247000,3/1/2019,5/1/2019,84,84,2,31,768,787,R,MI,480,12,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.25,273000,3/1/2019,5/1/2019,85,85,2,36,772,772,R,IL,620,12,1
"WELLS FARGO BANK, N.A.",2,4.875,375000,1/1/2019,3/1/2019,82,82,2,30,779,779,R,DE,197,12,1
"WELLS FARGO BANK, N.A.",2,5.625,560000,1/1/2019,3/1/2019,85,85,2,33,727,727,R,CA,950,12,1
"WELLS FARGO BANK, N.A.",2,4.5,541000,1/1/2019,3/1/2019,84,84,2,34,798,809,R,CA,934,12,1
"WELLS FARGO BANK, N.A.",2,4.875,305000,1/1/2019,3/1/2019,83,83,2,36,774,784,R,MO,640,12,1
"WELLS FARGO BANK, N.A.",2,5.25,435000,1/1/2019,3/1/2019,85,85,2,40,799,799,R,WI,540,12,1
"WELLS FARGO BANK, N.A.",2,4.875,243000,1/1/2019,3/1/2019,83,83,2,45,723,782,R,MN,553,12,1
"WELLS FARGO BANK, N.A.",2,5.375,484000,1/1/2019,3/1/2019,83,83,2,47,756,756,R,CA,925,12,1
"WELLS FARGO BANK, N.A.",2,4.5,466000,2/1/2019,4/1/2019,85,85,2,24,788,788,R,MA,24,12,1
"WELLS FARGO BANK, N.A.",2,4.5,211000,2/1/2019,4/1/2019,85,85,2,38,775,775,R,AR,720,12,1
"WELLS FARGO BANK, N.A.",2,5,294000,2/1/2019,4/1/2019,81,81,2,44,781,781,R,AZ,852,12,1
OTHER,2,4.5,336000,2/1/2019,3/1/2019,95,95,2,41,656,670,R,ID,836,16,1
"WELLS FARGO BANK, N.A.",2,4.5,152000,2/1/2019,3/1/2019,85,85,2,39,730,739,R,AR,726,20,1
DITECH FINANCIAL LLC,2,5,162000,2/1/2019,4/1/2019,90,90,2,38,694,694,R,CT,66,25,1
"FLAGSTAR BANK, FSB",2,4.625,381000,1/1/2019,3/1/2019,91,91,2,33,791,803,R,OK,736,25,1
"FLAGSTAR BANK, FSB",2,4.875,484000,1/1/2019,3/1/2019,89,89,2,39,795,795,R,CA,906,25,1
"FLAGSTAR BANK, FSB",2,4.99,352000,1/1/2019,3/1/2019,89,89,2,43,684,691,R,MA,17,25,1
"FLAGSTAR BANK, FSB",2,4.375,164000,2/1/2019,4/1/2019,89,89,2,33,804,804,R,MS,394,25,1
"NATIONSTAR MORTGAGE, LLC",2,3.875,413000,1/1/2019,3/1/2019,87,87,2,44,751,751,R,MS,390,25,1
OTHER,2,4.375,245000,1/1/2019,3/1/2019,90,90,2,18,790,792,R,AL,360,25,1
OTHER,2,5,185000,1/1/2019,3/1/2019,89,89,2,25,792,792,R,NC,283,25,1
OTHER,2,5.125,300000,1/1/2019,3/1/2019,89,89,2,28,721,738,R,IL,622,25,1
OTHER,2,4.875,229000,1/1/2019,3/1/2019,90,90,2,32,744,782,R,IA,500,25,1
OTHER,2,4.625,337000,1/1/2019,3/1/2019,90,90,2,37,786,786,R,LA,712,25,1
OTHER,2,5.25,279000,1/1/2019,3/1/2019,90,90,2,39,669,718,R,AL,356,25,1
OTHER,2,4.525,330000,1/1/2019,3/1/2019,87,87,2,39,752,752,R,MN,563,25,1
OTHER,2,5.25,306000,1/1/2019,3/1/2019,89,89,2,40,671,757,R,IA,527,25,1
OTHER,2,5,119000,1/1/2019,3/1/2019,86,86,2,43,701,701,R,KS,672,25,1
OTHER,2,5,281000,1/1/2019,3/1/2019,90,90,2,43,743,743,R,WI,530,25,1
OTHER,2,4.75,232000,1/1/2019,3/1/2019,90,90,2,45,733,733,R,AZ,853,25,1
OTHER,2,4.75,347000,1/1/2019,3/1/2019,89,89,2,46,746,746,R,MN,560,25,1
OTHER,2,4.75,252000,1/1/2019,3/1/2019,95,95,2,47,765,783,R,AL,365,25,1
OTHER,2,5,417000,1/1/2019,3/1/2019,88,88,2,48,760,770,R,TX,765,25,1
OTHER,2,5.375,315000,1/1/2019,3/1/2019,88,88,2,50,698,698,R,NY,117,25,1
OTHER,2,5.125,303000,2/1/2019,4/1/2019,90,90,2,19,784,803,R,MO,631,25,1
OTHER,2,4.375,108000,2/1/2019,4/1/2019,87,87,2,21,788,788,R,IA,522,25,1
OTHER,2,4.75,175000,2/1/2019,4/1/2019,88,88,2,27,749,749,R,KS,670,25,1
OTHER,2,4.375,483000,2/1/2019,4/1/2019,90,90,2,28,808,808,R,MA,21,25,1
OTHER,2,5.25,266000,2/1/2019,4/1/2019,89,89,2,31,681,704,R,LA,705,25,1
OTHER,2,5.25,326000,2/1/2019,4/1/2019,89,89,2,31,797,797,R,NM,880,25,1
OTHER,2,5.5,453000,2/1/2019,4/1/2019,88,88,2,41,790,790,R,IL,605,25,1
OTHER,2,5.125,83000,3/1/2019,5/1/2019,87,87,2,32,701,701,R,IL,619,25,1
OTHER,2,4.375,453000,3/1/2019,5/1/2019,88,88,2,43,760,760,R,IA,520,25,1
PENNYMAC CORP.,2,4.5,274000,1/1/2019,3/1/2019,90,90,2,28,774,796,R,AL,356,25,1
PENNYMAC CORP.,2,5.5,446000,1/1/2019,3/1/2019,90,90,2,31,661,729,R,MD,206,25,1
PENNYMAC CORP.,2,5.25,231000,1/1/2019,3/1/2019,87,87,2,36,729,801,R,NC,285,25,1
PENNYMAC CORP.,2,4.375,457000,1/1/2019,3/1/2019,89,89,2,39,776,776,R,AZ,850,25,1
PENNYMAC CORP.,2,4.75,450000,1/1/2019,3/1/2019,90,90,2,40,739,784,R,ID,836,25,1
PENNYMAC CORP.,2,4.75,459000,1/1/2019,3/1/2019,90,90,2,44,725,725,R,TN,380,25,1
PENNYMAC CORP.,2,5.125,270000,2/1/2019,4/1/2019,88,88,2,18,743,802,R,OR,978,25,1
PENNYMAC CORP.,2,4.99,265000,2/1/2019,4/1/2019,90,90,2,29,743,801,R,SC,290,25,1
PENNYMAC CORP.,2,4.75,463000,2/1/2019,4/1/2019,87,87,2,49,716,749,R,GA,303,25,1
PENNYMAC CORP.,2,4.875,277000,3/1/2019,4/1/2019,90,90,2,32,744,770,R,MN,551,25,1
PENNYMAC CORP.,2,5.375,313000,3/1/2019,5/1/2019,91,91,2,39,662,751,R,MN,553,25,1
TRUIST BANK (FORMERLY SUNTRUST BANK),2,4.625,267000,2/1/2019,4/1/2019,87,87,2,34,776,776,R,VA,241,25,1
U.S. BANK N.A.,2,4.5,266000,1/1/2019,3/1/2019,88,88,2,31,718,745,R,OH,431,25,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.375,644000,2/1/2019,4/1/2019,88,88,2,31,809,809,R,CA,926,25,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,5.25,449000,2/1/2019,4/1/2019,90,90,2,42,714,714,R,CA,936,25,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.75,309000,2/1/2019,4/1/2019,90,90,2,42,762,768,R,NV,890,25,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,5.226,177000,2/1/2019,4/1/2019,87,87,2,44,765,765,R,TN,385,25,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.375,374000,2/1/2019,4/1/2019,90,90,2,44,745,745,R,UT,846,25,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.5,385000,2/1/2019,4/1/2019,94,94,2,45,714,714,R,MN,560,25,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.75,566000,2/1/2019,4/1/2019,93,93,2,50,696,727,R,CA,950,25,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.5,203000,2/1/2019,5/1/2019,90,90,2,17,814,814,R,MO,631,25,1
"UNITED SHORE FINANCIAL SERVICES, LLC DBA UNITED WHOLESALE MORTGAGE",2,4.625,272000,3/1/2019,5/1/2019,87,87,2,32,729,729,R,MO,630,25,1
"WELLS FARGO BANK, N.A.",2,4.75,188000,1/1/2019,3/1/2019,89,89,2,19,794,794,R,OK,740,25,1
"WELLS FARGO BANK, N.A.",2,4.875,240000,1/1/2019,3/1/2019,88,88,2,23,776,785,R,AL,363,25,1
"WELLS FARGO BANK, N.A.",2,4.5,380000,1/1/2019,3/1/2019,86,86,2,34,761,761,R,VA,225,25,1
"WELLS FARGO BANK, N.A.",2,4.75,304000,1/1/2019,3/1/2019,88,88,2,37,757,757,R,LA,704,25,1
"WELLS FARGO BANK, N.A.",2,5.125,300000,1/1/2019,3/1/2019,87,87,2,40,700,700,R,AL,357,25,1
"WELLS FARGO BANK, N.A.",2,4.99,452000,1/1/2019,3/1/2019,90,90,2,44,702,733,R,OR,970,25,1
"WELLS FARGO BANK, N.A.",2,4.99,375000,1/1/2019,3/1/2019,88,88,2,46,783,786,R,TX,785,25,1
"WELLS FARGO BANK, N.A.",2,4.75,241000,2/1/2019,4/1/2019,87,87,2,34,643,664,R,TX,780,25,1
"WELLS FARGO BANK, N.A.",2,5.25,168000,2/1/2019,4/1/2019,86,86,2,35,711,786,R,OK,746,25,1
"WELLS FARGO BANK, N.A.",2,5.5,226000,2/1/2019,4/1/2019,90,90,2,44,751,751,R,MS,389,25,1
"WELLS FARGO BANK, N.A.",2,4.625,461000,2/1/2019,4/1/2019,88,88,2,48,712,726,R,CA,945,25,1
"AMERIHOME MORTGAGE COMPANY, LLC",2,4.99,270000,2/1/2019,4/1/2019,95,95,2,34,647,659,R,TX,783,30,1
DITECH FINANCIAL LLC,2,5.125,277000,1/1/2019,2/1/2019,91,91,2,46,765,765,R,UT,843,30,1
OTHER,2,5.25,155000,1/1/2019,3/1/2019,92,92,2,17,676,676,R,IA,503,30,1
OTHER,2,4.75,285000,1/1/2019,3/1/2019,95,95,2,22,797,797,R,MN,567,30,1
OTHER,2,4.625,484000,1/1/2019,3/1/2019,95,95,2,25,765,765,R,NE,688,30,1
OTHER,2,4.625,358000,1/1/2019,3/1/2019,95,95,2,31,794,809,R,WI,535,30,1
OTHER,2,5.125,266000,1/1/2019,3/1/2019,95,95,2,33,748,760,R,MO,653,30,1
OTHER,2,5.625,318000,1/1/2019,3/1/2019,95,95,2,34,778,783,R,NJ,83,30,1
OTHER,2,5,378000,1/1/2019,3/1/2019,94,94,2,37,793,806,R,MN,564,30,1
OTHER,2,4.625,197000,1/1/2019,3/1/2019,95,95,2,39,802,802,R,IL,623,30,1
OTHER,2,5.25,310000,1/1/2019,3/1/2019,95,95,2,40,688,728,R,MO,637,30,1
OTHER,2,4.75,260000,1/1/2019,3/1/2019,92,92,2,43,791,791,R,LA,712,30,1
OTHER,2,4.875,277000,1/1/2019,3/1/2019,95,95,2,46,751,751,R,OK,744,30,1
OTHER,2,4.775,116000,1/1/2019,3/1/2019,95,95,2,48,740,740,R,MN,565,30,1
OTHER,2,6,184000,1/1/2019,3/1/2019,95,95,2,48,668,784,R,NE,689,30,1
OTHER,2,4.75,210000,2/1/2019,4/1/2019,95,95,2,17,756,757,R,IA,516,30,1
OTHER,2,4.875,272000,2/1/2019,4/1/2019,92,92,2,29,726,769,R,IL,615,30,1
OTHER,2,4.75,142000,2/1/2019,4/1/2019,92,92,2,31,763,763,R,KS,668,30,1
OTHER,2,4.5,166000,2/1/2019,4/1/2019,95,95,2,34,788,788,R,NE,684,30,1
OTHER,2,4.75,353000,2/1/2019,4/1/2019,92,92,2,39,782,782,R,IL,622,30,1
OTHER,2,4.875,428000,2/1/2019,4/1/2019,95,95,2,39,752,752,R,IL,606,30,1
OTHER,2,5.125,258000,2/1/2019,4/1/2019,95,95,2,41,764,813,R,IL,609,30,1
OTHER,2,4.75,300000,2/1/2019,4/1/2019,95,95,2,41,715,719,R,WI,546,30,1
OTHER,2,4.875,428000,2/1/2019,4/1/2019,95,95,2,42,699,710,R,MN,558,30,1
OTHER,2,4.875,288000,2/1/2019,4/1/2019,92,92,2,43,681,764,R,MN,560,30,1
OTHER,2,4.7,438000,2/1/2019,4/1/2019,93,93,2,46,727,757,R,SC,290,30,1
OTHER,2,4.75,320000,2/1/2019,4/1/2019,95,95,2,49,715,715,R,MN,563,30,1
