sellerName,origChannel,origIntRate,origUPB,origDate,firstPmtDate,origLTV,origCLTV,numBorrowers,origDebtIncRatio,borrCreditScore,BestCreditScore,loanPurp,propState,zipCode,pMIperct,mortInsType
QUICKEN LOANS INC.,0,5.375,139000,2/1/2019,3/1/2019,75,75,1,26,685,685,C,MI,483,0,0
QUICKEN LOANS INC.,0,4.25,328000,2/1/2019,3/1/2019,60,60,1,33,685,685,C,CA,945,0,0
QUICKEN LOANS INC.,0,4.99,129000,2/1/2019,3/1/2019,67,67,1,35,742,742,C,MO,641,0,0
QUICKEN LOANS INC.,0,4.125,150000,2/1/2019,3/1/2019,60,60,1,38,771,771,C,VA,232,0,0
QUICKEN LOANS INC.,0,4.75,200000,2/1/2019,3/1/2019,60,60,1,41,718,718,C,MA,19,0,0
QUICKEN LOANS INC.,0,5.625,123000,2/1/2019,3/1/2019,80,80,1,41,679,679,C,NC,284,0,0
QUICKEN LOANS INC.,0,4.99,452000,2/1/2019,3/1/2019,80,80,1,42,713,713,C,NY,117,0,0
QUICKEN LOANS INC.,0,4.375,464000,2/1/2019,3/1/2019,38,38,1,44,702,702,C,CA,951,0,0
QUICKEN LOANS INC.,0,4.5,106000,2/1/2019,3/1/2019,43,43,1,45,802,802,C,FL,337,0,0
QUICKEN LOANS INC.,0,4.99,113000,2/1/2019,3/1/2019,73,73,1,49,779,779,C,PA,164,0,0
QUICKEN LOANS INC.,0,4.5,241000,2/1/2019,3/1/2019,54,54,1,50,775,775,C,CA,956,0,0
QUICKEN LOANS INC.,0,4.875,141000,2/1/2019,3/1/2019,39,39,1,50,625,625,C,NY,117,0,0
QUICKEN LOANS INC.,0,4.5,341000,2/1/2019,4/1/2019,67,67,1,12,778,778,C,MD,212,0,0
QUICKEN LOANS INC.,0,4.75,126000,2/1/2019,4/1/2019,23,23,1,12,799,799,C,UT,843,0,0
QUICKEN LOANS INC.,0,4.25,162000,2/1/2019,4/1/2019,39,39,1,13,801,801,C,AZ,857,0,0
QUICKEN LOANS INC.,0,4.875,213000,2/1/2019,4/1/2019,55,55,1,13,758,758,C,FL,329,0,0
QUICKEN LOANS INC.,0,5.75,100000,2/1/2019,4/1/2019,38,38,1,13,633,633,C,TX,797,0,0
QUICKEN LOANS INC.,0,4.875,107000,2/1/2019,4/1/2019,80,80,1,14,732,732,C,AR,727,0,0
QUICKEN LOANS INC.,0,4.99,127000,2/1/2019,4/1/2019,59,59,1,14,722,722,C,AZ,850,0,0
QUICKEN LOANS INC.,0,4.56,126000,2/1/2019,4/1/2019,63,63,1,14,768,768,C,PA,152,0,0
QUICKEN LOANS INC.,0,5.75,97000,2/1/2019,4/1/2019,60,60,1,14,622,622,C,TX,785,0,0
QUICKEN LOANS INC.,0,5.75,75000,2/1/2019,4/1/2019,66,66,1,15,705,705,C,OK,749,0,0
QUICKEN LOANS INC.,0,5.375,447000,2/1/2019,4/1/2019,75,75,1,16,682,682,C,CO,804,0,0
QUICKEN LOANS INC.,0,4.99,143000,2/1/2019,4/1/2019,60,60,1,16,793,793,C,OH,437,0,0
QUICKEN LOANS INC.,0,4.625,210000,2/1/2019,4/1/2019,80,80,1,16,777,777,C,TX,754,0,0
QUICKEN LOANS INC.,0,4.25,306000,2/1/2019,4/1/2019,70,70,1,17,717,717,C,FL,336,0,0
QUICKEN LOANS INC.,0,5.5,84000,2/1/2019,4/1/2019,80,80,1,17,756,756,C,TX,793,0,0
QUICKEN LOANS INC.,0,4.75,100000,2/1/2019,4/1/2019,68,68,1,18,785,785,C,NE,688,0,0
QUICKEN LOANS INC.,0,4.875,297000,2/1/2019,4/1/2019,72,72,1,19,803,803,C,IL,601,0,0
QUICKEN LOANS INC.,0,4.625,159000,2/1/2019,4/1/2019,48,48,1,19,654,654,C,MD,206,0,0
QUICKEN LOANS INC.,0,5.875,84000,2/1/2019,4/1/2019,59,59,1,19,630,630,C,TX,782,0,0
QUICKEN LOANS INC.,0,4.99,75000,2/1/2019,4/1/2019,12,12,1,20,746,746,C,FL,336,0,0
QUICKEN LOANS INC.,0,4.875,75000,2/1/2019,4/1/2019,52,52,1,20,649,649,C,FL,346,0,0
QUICKEN LOANS INC.,0,4.99,124000,2/1/2019,4/1/2019,50,50,1,20,731,731,C,IN,461,0,0
QUICKEN LOANS INC.,0,4.75,100000,2/1/2019,4/1/2019,73,73,1,20,763,763,C,IN,469,0,0
QUICKEN LOANS INC.,0,4.99,90000,2/1/2019,4/1/2019,59,59,1,20,773,773,C,NY,141,0,0
QUICKEN LOANS INC.,0,5.5,126000,2/1/2019,4/1/2019,70,70,1,20,724,724,C,TX,770,0,0
QUICKEN LOANS INC.,0,4.875,201000,2/1/2019,4/1/2019,36,36,1,20,741,741,C,WA,980,0,0
QUICKEN LOANS INC.,0,4.875,344000,2/1/2019,4/1/2019,69,69,1,21,806,806,C,CA,958,0,0
QUICKEN LOANS INC.,0,4.875,92000,2/1/2019,4/1/2019,80,80,1,21,756,756,C,IN,469,0,0
QUICKEN LOANS INC.,0,4.99,152000,2/1/2019,4/1/2019,51,51,1,21,719,719,C,MI,481,0,0
QUICKEN LOANS INC.,0,4.99,125000,2/1/2019,4/1/2019,60,60,1,21,705,705,C,NC,272,0,0
QUICKEN LOANS INC.,0,5.5,62000,2/1/2019,4/1/2019,42,42,1,21,778,778,C,NV,895,0,0
QUICKEN LOANS INC.,0,4.75,163000,2/1/2019,4/1/2019,55,55,1,22,735,735,C,CA,956,0,0
QUICKEN LOANS INC.,0,4.99,220000,2/1/2019,4/1/2019,80,80,1,22,688,688,C,CA,953,0,0
QUICKEN LOANS INC.,0,4.99,131000,2/1/2019,4/1/2019,71,71,1,22,735,735,C,GA,301,0,0
QUICKEN LOANS INC.,0,4.625,88000,2/1/2019,4/1/2019,65,65,1,22,774,774,C,ID,832,0,0
QUICKEN LOANS INC.,0,4.875,100000,2/1/2019,4/1/2019,39,39,1,22,734,734,C,MD,206,0,0
QUICKEN LOANS INC.,0,5.5,175000,2/1/2019,4/1/2019,59,59,1,22,712,712,C,TX,766,0,0
QUICKEN LOANS INC.,0,4.875,75000,2/1/2019,4/1/2019,20,20,1,23,742,742,C,AL,360,0,0
QUICKEN LOANS INC.,0,4.56,430000,2/1/2019,4/1/2019,57,57,1,23,762,762,C,CA,913,0,0
QUICKEN LOANS INC.,0,4.875,544000,2/1/2019,4/1/2019,59,59,1,23,644,644,C,CA,940,0,0
QUICKEN LOANS INC.,0,4.125,389000,2/1/2019,4/1/2019,60,60,1,23,776,776,C,CA,945,0,0
QUICKEN LOANS INC.,0,4.625,115000,2/1/2019,4/1/2019,58,58,1,23,750,750,C,FL,327,0,0
QUICKEN LOANS INC.,0,4.75,165000,2/1/2019,4/1/2019,72,72,1,23,749,749,C,GA,301,0,0
QUICKEN LOANS INC.,0,4.56,335000,2/1/2019,4/1/2019,74,74,1,23,750,750,C,MA,23,0,0
QUICKEN LOANS INC.,0,4.99,245000,2/1/2019,4/1/2019,45,45,1,23,777,777,C,MD,208,0,0
QUICKEN LOANS INC.,0,5.5,60000,2/1/2019,4/1/2019,55,55,1,23,690,690,C,PA,184,0,0
QUICKEN LOANS INC.,0,4.5,200000,2/1/2019,4/1/2019,50,50,1,24,816,816,C,AL,365,0,0
QUICKEN LOANS INC.,0,4.5,190000,2/1/2019,4/1/2019,48,48,1,24,707,707,C,CA,959,0,0
QUICKEN LOANS INC.,0,4.5,222000,2/1/2019,4/1/2019,56,56,1,24,721,721,C,CA,958,0,0
QUICKEN LOANS INC.,0,5.375,91000,2/1/2019,4/1/2019,48,48,1,24,780,780,C,ID,837,0,0
QUICKEN LOANS INC.,0,4.75,106000,2/1/2019,4/1/2019,65,65,1,24,785,785,C,MI,483,0,0
QUICKEN LOANS INC.,0,4.75,202000,2/1/2019,4/1/2019,80,80,1,24,710,710,C,MI,492,0,0
QUICKEN LOANS INC.,0,4.99,164000,2/1/2019,4/1/2019,75,75,1,24,685,685,C,TN,371,0,0
QUICKEN LOANS INC.,0,4.875,210000,2/1/2019,4/1/2019,54,54,1,24,777,777,C,TX,750,0,0
QUICKEN LOANS INC.,0,4.75,136000,2/1/2019,4/1/2019,50,50,1,24,703,703,C,WA,986,0,0
QUICKEN LOANS INC.,0,4.99,250000,2/1/2019,4/1/2019,63,63,1,24,725,725,C,WA,985,0,0
QUICKEN LOANS INC.,0,4.99,105000,2/1/2019,4/1/2019,44,44,1,25,693,693,C,AZ,852,0,0
QUICKEN LOANS INC.,0,4.875,105000,2/1/2019,4/1/2019,59,59,1,25,783,783,C,FL,325,0,0
QUICKEN LOANS INC.,0,4.99,108000,2/1/2019,4/1/2019,70,70,1,25,705,705,C,KY,402,0,0
QUICKEN LOANS INC.,0,5.5,65000,2/1/2019,4/1/2019,48,48,1,25,682,682,C,ME,48,0,0
QUICKEN LOANS INC.,0,4.875,116000,2/1/2019,4/1/2019,80,80,1,25,680,680,C,NC,271,0,0
QUICKEN LOANS INC.,0,4.75,175000,2/1/2019,4/1/2019,65,65,1,25,685,685,C,OR,977,0,0
QUICKEN LOANS INC.,0,5.875,80000,2/1/2019,4/1/2019,50,50,1,25,692,692,C,TX,782,0,0
QUICKEN LOANS INC.,0,4.56,165000,2/1/2019,4/1/2019,60,60,1,26,775,775,C,CA,936,0,0
QUICKEN LOANS INC.,0,4.99,85000,2/1/2019,4/1/2019,54,54,1,26,723,723,C,LA,708,0,0
QUICKEN LOANS INC.,0,4.625,243000,2/1/2019,4/1/2019,39,39,1,26,636,636,C,MA,24,0,0
QUICKEN LOANS INC.,0,4.875,89000,2/1/2019,4/1/2019,54,54,1,26,682,682,C,MO,641,0,0
QUICKEN LOANS INC.,0,4.99,130000,2/1/2019,4/1/2019,38,38,1,26,768,768,C,NY,125,0,0
QUICKEN LOANS INC.,0,5.25,52000,2/1/2019,4/1/2019,57,57,1,26,625,625,C,NY,139,0,0
QUICKEN LOANS INC.,0,4.875,188000,2/1/2019,4/1/2019,80,80,1,26,715,715,C,OH,440,0,0
QUICKEN LOANS INC.,0,4.75,315000,2/1/2019,4/1/2019,75,75,1,26,656,656,C,OR,972,0,0
QUICKEN LOANS INC.,0,5.875,75000,2/1/2019,4/1/2019,66,66,1,26,724,724,C,TX,775,0,0
QUICKEN LOANS INC.,0,5.125,258000,2/1/2019,4/1/2019,72,72,1,26,739,739,C,TX,765,0,0
QUICKEN LOANS INC.,0,4.75,269000,2/1/2019,4/1/2019,75,75,1,26,676,676,C,TX,750,0,0
QUICKEN LOANS INC.,0,5.25,90000,2/1/2019,4/1/2019,45,45,1,26,651,651,C,VA,231,0,0
QUICKEN LOANS INC.,0,5.5,55000,2/1/2019,4/1/2019,63,63,1,26,675,675,C,VA,240,0,0
QUICKEN LOANS INC.,0,4.625,233000,2/1/2019,4/1/2019,60,60,1,27,780,780,C,CA,923,0,0
QUICKEN LOANS INC.,0,4.75,270000,2/1/2019,4/1/2019,60,60,1,27,795,795,C,CA,953,0,0
QUICKEN LOANS INC.,0,4.875,177000,2/1/2019,4/1/2019,68,68,1,27,628,628,C,DE,198,0,0
QUICKEN LOANS INC.,0,4.56,164000,2/1/2019,4/1/2019,69,69,1,27,721,721,C,GA,301,0,0
QUICKEN LOANS INC.,0,5.375,60000,2/1/2019,4/1/2019,34,34,1,27,808,808,C,IL,614,0,0
QUICKEN LOANS INC.,0,4.99,152000,2/1/2019,4/1/2019,60,60,1,27,629,629,C,MA,15,0,0
QUICKEN LOANS INC.,0,5.25,333000,2/1/2019,4/1/2019,65,65,1,27,631,631,C,MD,209,0,0
QUICKEN LOANS INC.,0,4.56,150000,2/1/2019,4/1/2019,43,43,1,27,814,814,C,NC,276,0,0
QUICKEN LOANS INC.,0,4.375,466000,2/1/2019,4/1/2019,60,60,1,27,800,800,C,NY,119,0,0
QUICKEN LOANS INC.,0,4.75,370000,2/1/2019,4/1/2019,64,64,1,27,645,645,C,NY,114,0,0
QUICKEN LOANS INC.,0,4.25,270000,2/1/2019,4/1/2019,42,42,1,27,710,710,C,OR,972,0,0
QUICKEN LOANS INC.,0,4.99,270000,2/1/2019,4/1/2019,60,60,1,27,651,651,C,RI,28,0,0
QUICKEN LOANS INC.,0,4.99,184000,2/1/2019,4/1/2019,59,59,1,27,705,705,C,TX,774,0,0
QUICKEN LOANS INC.,0,4.375,322000,2/1/2019,4/1/2019,58,58,1,27,770,770,C,VA,220,0,0
QUICKEN LOANS INC.,0,4.75,167000,2/1/2019,4/1/2019,64,64,1,27,756,756,C,VA,233,0,0
QUICKEN LOANS INC.,0,4.75,103000,2/1/2019,4/1/2019,60,60,1,27,763,763,C,WY,824,0,0
QUICKEN LOANS INC.,0,4.25,150000,2/1/2019,4/1/2019,28,28,1,28,785,785,C,CA,928,0,0
QUICKEN LOANS INC.,0,4.99,415000,2/1/2019,4/1/2019,70,70,1,28,741,741,C,CO,802,0,0
QUICKEN LOANS INC.,0,5.25,60000,2/1/2019,4/1/2019,41,41,1,28,787,787,C,FL,346,0,0
QUICKEN LOANS INC.,0,4.99,131000,2/1/2019,4/1/2019,66,66,1,28,756,756,C,FL,321,0,0
QUICKEN LOANS INC.,0,4.99,175000,2/1/2019,4/1/2019,67,67,1,28,688,688,C,FL,330,0,0
QUICKEN LOANS INC.,0,4.99,143000,2/1/2019,4/1/2019,72,72,1,28,790,790,C,IN,462,0,0
QUICKEN LOANS INC.,0,5.5,60000,2/1/2019,4/1/2019,24,24,1,28,791,791,C,MA,13,0,0
QUICKEN LOANS INC.,0,4.99,232000,2/1/2019,4/1/2019,70,70,1,28,651,651,C,MA,23,0,0
QUICKEN LOANS INC.,0,4.99,177000,2/1/2019,4/1/2019,80,80,1,28,738,738,C,MI,481,0,0
QUICKEN LOANS INC.,0,5.25,131000,2/1/2019,4/1/2019,59,59,1,28,808,808,C,NC,277,0,0
QUICKEN LOANS INC.,0,5.5,162000,2/1/2019,4/1/2019,78,78,1,28,678,678,C,NC,281,0,0
QUICKEN LOANS INC.,0,4.99,135000,2/1/2019,4/1/2019,60,60,1,28,629,629,C,NV,891,0,0
QUICKEN LOANS INC.,0,4.625,300000,2/1/2019,4/1/2019,50,50,1,28,756,756,C,OR,972,0,0
QUICKEN LOANS INC.,0,4.5,200000,2/1/2019,4/1/2019,59,59,1,28,672,672,C,OR,970,0,0
QUICKEN LOANS INC.,0,5.375,95000,2/1/2019,4/1/2019,41,41,1,28,780,780,C,TX,761,0,0
QUICKEN LOANS INC.,0,5.75,100000,2/1/2019,4/1/2019,63,63,1,28,640,640,C,TX,785,0,0
QUICKEN LOANS INC.,0,4.99,244000,2/1/2019,4/1/2019,55,55,1,28,659,659,C,VA,245,0,0
QUICKEN LOANS INC.,0,4.99,175000,2/1/2019,4/1/2019,69,69,1,29,672,672,C,AK,995,0,0
QUICKEN LOANS INC.,0,4.56,200000,2/1/2019,4/1/2019,35,35,1,29,736,736,C,CA,907,0,0
QUICKEN LOANS INC.,0,5.125,495000,2/1/2019,4/1/2019,67,67,1,29,691,691,C,CA,945,0,0
QUICKEN LOANS INC.,0,4.56,209000,2/1/2019,4/1/2019,52,52,1,29,683,683,C,FL,331,0,0
QUICKEN LOANS INC.,0,4.875,132000,2/1/2019,4/1/2019,61,61,1,29,710,710,C,FL,347,0,0
QUICKEN LOANS INC.,0,4.99,112000,2/1/2019,4/1/2019,72,72,1,29,726,726,C,LA,703,0,0
QUICKEN LOANS INC.,0,5.5,66000,2/1/2019,4/1/2019,66,66,1,29,654,654,C,MO,638,0,0
QUICKEN LOANS INC.,0,4.99,186000,2/1/2019,4/1/2019,71,71,1,29,761,761,C,MO,631,0,0
QUICKEN LOANS INC.,0,5.75,245000,2/1/2019,4/1/2019,75,75,1,29,690,690,C,TN,370,0,0
QUICKEN LOANS INC.,0,5.5,144000,2/1/2019,4/1/2019,80,80,1,29,789,789,C,TX,781,0,0
QUICKEN LOANS INC.,0,4.99,143000,2/1/2019,4/1/2019,54,54,1,29,710,710,C,WI,531,0,0
QUICKEN LOANS INC.,0,4.99,159000,2/1/2019,4/1/2019,67,67,1,30,697,697,C,AZ,850,0,0
QUICKEN LOANS INC.,0,4.75,225000,2/1/2019,4/1/2019,76,76,1,30,749,749,C,CA,936,0,0
QUICKEN LOANS INC.,0,4.5,227000,2/1/2019,4/1/2019,77,77,1,30,751,751,C,CA,935,0,0
QUICKEN LOANS INC.,0,4.99,109000,2/1/2019,4/1/2019,67,67,1,30,661,661,C,FL,329,0,0
QUICKEN LOANS INC.,0,4.75,166000,2/1/2019,4/1/2019,56,56,1,30,753,753,C,IN,460,0,0
QUICKEN LOANS INC.,0,5.5,182000,2/1/2019,4/1/2019,75,75,1,30,659,659,C,IN,474,0,0
QUICKEN LOANS INC.,0,4.75,357000,2/1/2019,4/1/2019,64,64,1,30,634,634,C,MA,21,0,0
QUICKEN LOANS INC.,0,5.25,60000,2/1/2019,4/1/2019,80,80,1,30,739,739,C,MI,480,0,0
QUICKEN LOANS INC.,0,4.99,75000,2/1/2019,4/1/2019,60,60,1,30,653,653,C,NC,275,0,0
QUICKEN LOANS INC.,0,4.75,135000,2/1/2019,4/1/2019,45,45,1,30,714,714,C,TX,760,0,0
QUICKEN LOANS INC.,0,4.99,111000,2/1/2019,4/1/2019,56,56,1,30,781,781,C,VA,231,0,0
QUICKEN LOANS INC.,0,4.5,150000,2/1/2019,4/1/2019,56,56,1,30,786,786,C,VT,52,0,0
QUICKEN LOANS INC.,0,4.625,200000,2/1/2019,4/1/2019,62,62,1,30,767,767,C,WA,986,0,0
QUICKEN LOANS INC.,0,4.5,354000,2/1/2019,4/1/2019,53,53,1,31,817,817,C,CA,945,0,0
QUICKEN LOANS INC.,0,4.99,120000,2/1/2019,4/1/2019,60,60,1,31,664,664,C,CA,937,0,0
QUICKEN LOANS INC.,0,5.625,345000,2/1/2019,4/1/2019,80,80,1,31,645,645,C,CA,925,0,0
QUICKEN LOANS INC.,0,4.5,116000,2/1/2019,4/1/2019,37,37,1,31,777,777,C,FL,321,0,0
QUICKEN LOANS INC.,0,4.99,168000,2/1/2019,4/1/2019,66,66,1,31,663,663,C,FL,336,0,0
QUICKEN LOANS INC.,0,5.375,85000,2/1/2019,4/1/2019,75,75,1,31,770,770,C,IN,462,0,0
QUICKEN LOANS INC.,0,5.125,154000,2/1/2019,4/1/2019,50,50,1,31,689,689,C,MI,481,0,0
QUICKEN LOANS INC.,0,4.75,75000,2/1/2019,4/1/2019,28,28,1,31,749,749,C,MN,553,0,0
QUICKEN LOANS INC.,0,4.75,106000,2/1/2019,4/1/2019,57,57,1,31,743,743,C,NM,880,0,0
QUICKEN LOANS INC.,0,4.5,203000,2/1/2019,4/1/2019,60,60,1,31,706,706,C,OR,973,0,0
QUICKEN LOANS INC.,0,4.75,100000,2/1/2019,4/1/2019,40,40,1,31,713,713,C,PA,173,0,0
QUICKEN LOANS INC.,0,5.25,120000,2/1/2019,4/1/2019,75,75,1,31,707,707,C,SC,290,0,0
QUICKEN LOANS INC.,0,5.75,120000,2/1/2019,4/1/2019,60,60,1,31,622,622,C,TX,751,0,0
QUICKEN LOANS INC.,0,5.75,61000,2/1/2019,4/1/2019,60,60,1,31,625,625,C,TX,760,0,0
QUICKEN LOANS INC.,0,4.99,392000,2/1/2019,4/1/2019,75,75,1,32,668,668,C,CA,925,0,0
QUICKEN LOANS INC.,0,4.99,136000,2/1/2019,4/1/2019,66,66,1,32,723,723,C,FL,346,0,0
QUICKEN LOANS INC.,0,4.99,75000,2/1/2019,4/1/2019,47,47,1,32,663,663,C,KY,423,0,0
QUICKEN LOANS INC.,0,4.99,158000,2/1/2019,4/1/2019,75,75,1,32,668,668,C,MA,15,0,0
QUICKEN LOANS INC.,0,4.875,136000,2/1/2019,4/1/2019,69,69,1,32,686,686,C,MO,640,0,0
QUICKEN LOANS INC.,0,4.99,112000,2/1/2019,4/1/2019,78,78,1,32,752,752,C,MT,598,0,0
QUICKEN LOANS INC.,0,4.25,465000,2/1/2019,4/1/2019,53,53,1,32,640,640,C,NJ,70,0,0
QUICKEN LOANS INC.,0,4.99,86000,2/1/2019,4/1/2019,41,41,1,32,818,818,C,NM,870,0,0
QUICKEN LOANS INC.,0,4.25,253000,2/1/2019,4/1/2019,70,70,1,32,678,678,C,RI,28,0,0
QUICKEN LOANS INC.,0,5.25,73000,2/1/2019,4/1/2019,80,80,1,32,700,700,C,TX,799,0,0
QUICKEN LOANS INC.,0,4.99,103000,1/1/2019,3/1/2019,65,65,1,45,622,622,R,PA,154,0,0
QUICKEN LOANS INC.,0,4.99,126000,1/1/2019,3/1/2019,80,80,1,46,725,725,R,AR,725,0,0
QUICKEN LOANS INC.,0,4.5,109000,1/1/2019,3/1/2019,58,58,1,46,711,711,R,MI,480,0,0
QUICKEN LOANS INC.,0,4.625,246000,1/1/2019,3/1/2019,71,71,1,47,763,763,R,FL,320,0,0
QUICKEN LOANS INC.,0,4.625,213000,1/1/2019,3/1/2019,78,78,1,47,756,756,R,NJ,77,0,0
QUICKEN LOANS INC.,0,5.125,81000,1/1/2019,3/1/2019,42,42,1,48,788,788,R,AZ,852,0,0
QUICKEN LOANS INC.,0,4.75,440000,1/1/2019,3/1/2019,80,80,1,48,754,754,R,LA,700,0,0
QUICKEN LOANS INC.,0,4.75,333000,1/1/2019,3/1/2019,70,70,1,48,679,679,R,MI,497,0,0
QUICKEN LOANS INC.,0,4.875,95000,1/1/2019,3/1/2019,56,56,1,48,641,641,R,NE,684,0,0
QUICKEN LOANS INC.,0,4.75,118000,1/1/2019,3/1/2019,77,77,1,48,715,715,R,VA,238,0,0
QUICKEN LOANS INC.,0,4.75,235000,1/1/2019,3/1/2019,79,79,1,49,681,681,R,CO,800,0,0
QUICKEN LOANS INC.,0,4.75,210000,1/1/2019,3/1/2019,80,80,1,49,795,795,R,OK,730,0,0
QUICKEN LOANS INC.,0,4.875,144000,1/1/2019,3/1/2019,66,66,1,50,690,690,R,CO,809,0,0
QUICKEN LOANS INC.,0,4.5,180000,1/1/2019,3/1/2019,78,78,1,50,725,725,R,FL,338,0,0
QUICKEN LOANS INC.,0,4.625,437000,1/1/2019,3/1/2019,80,80,1,50,754,754,R,FL,341,0,0
QUICKEN LOANS INC.,0,4.5,119000,1/1/2019,3/1/2019,19,19,1,50,684,684,R,NY,103,0,0
QUICKEN LOANS INC.,0,4.75,135000,1/1/2019,3/1/2019,68,68,1,50,809,809,R,PA,175,0,0
QUICKEN LOANS INC.,0,4.625,81000,2/1/2019,3/1/2019,45,45,1,19,717,717,R,OH,442,0,0
QUICKEN LOANS INC.,0,4.99,208000,2/1/2019,3/1/2019,72,72,1,40,728,728,R,VA,224,0,0
QUICKEN LOANS INC.,0,4.75,480000,2/1/2019,3/1/2019,44,44,1,42,691,691,R,NY,110,0,0
QUICKEN LOANS INC.,0,5.5,97000,2/1/2019,3/1/2019,74,74,1,43,658,658,R,MS,386,0,0
QUICKEN LOANS INC.,0,5.375,54000,2/1/2019,3/1/2019,80,80,1,45,674,674,R,MI,494,0,0
QUICKEN LOANS INC.,0,4.99,152000,2/1/2019,4/1/2019,66,66,1,16,652,652,R,FL,339,0,0
QUICKEN LOANS INC.,0,4.75,200000,2/1/2019,4/1/2019,61,61,1,17,796,796,R,NC,276,0,0
QUICKEN LOANS INC.,0,4.25,471000,2/1/2019,4/1/2019,59,59,1,19,800,800,R,PA,194,0,0
QUICKEN LOANS INC.,0,4.75,216000,2/1/2019,4/1/2019,64,64,1,19,793,793,R,VA,234,0,0
QUICKEN LOANS INC.,0,4.56,198000,2/1/2019,4/1/2019,79,79,1,20,648,648,R,AZ,850,0,0
QUICKEN LOANS INC.,0,4.25,146000,2/1/2019,4/1/2019,80,80,1,21,806,806,R,KS,675,0,0
QUICKEN LOANS INC.,0,4.5,258000,2/1/2019,4/1/2019,78,78,1,21,756,756,R,MI,480,0,0
QUICKEN LOANS INC.,0,4.25,348000,2/1/2019,4/1/2019,60,60,1,21,759,759,R,NV,894,0,0
QUICKEN LOANS INC.,0,4.5,216000,2/1/2019,4/1/2019,57,57,1,22,730,730,R,MI,481,0,0
QUICKEN LOANS INC.,0,4.875,83000,2/1/2019,4/1/2019,38,38,1,23,752,752,R,FL,337,0,0
QUICKEN LOANS INC.,0,4.99,195000,2/1/2019,4/1/2019,73,73,1,23,654,654,R,NJ,72,0,0
QUICKEN LOANS INC.,0,4.75,367000,2/1/2019,4/1/2019,79,79,1,23,763,763,R,NV,895,0,0
QUICKEN LOANS INC.,0,4.99,130000,2/1/2019,4/1/2019,79,79,1,24,738,738,R,CT,60,0,0
QUICKEN LOANS INC.,0,4.875,176000,2/1/2019,4/1/2019,60,60,1,24,804,804,R,MD,206,0,0
QUICKEN LOANS INC.,0,4.5,77000,2/1/2019,4/1/2019,55,55,1,24,795,795,R,MI,480,0,0
QUICKEN LOANS INC.,0,4.99,77000,2/1/2019,4/1/2019,39,39,1,25,802,802,R,NC,286,0,0
QUICKEN LOANS INC.,0,4.75,92000,2/1/2019,4/1/2019,60,60,1,26,681,681,R,GA,302,0,0
QUICKEN LOANS INC.,0,4.625,150000,2/1/2019,4/1/2019,61,61,1,26,737,737,R,TN,381,0,0
QUICKEN LOANS INC.,0,4.56,226000,2/1/2019,4/1/2019,77,77,1,27,761,761,R,CA,952,0,0
QUICKEN LOANS INC.,0,4.25,298000,2/1/2019,4/1/2019,80,80,1,27,701,701,R,MI,480,0,0
QUICKEN LOANS INC.,0,4.5,233000,2/1/2019,4/1/2019,73,73,1,28,686,686,R,DC,200,0,0
QUICKEN LOANS INC.,0,4.75,195000,2/1/2019,4/1/2019,80,80,1,28,670,670,R,TX,780,0,0
QUICKEN LOANS INC.,0,4.25,257000,2/1/2019,4/1/2019,58,58,1,28,802,802,R,UT,840,0,0
QUICKEN LOANS INC.,0,4.875,205000,2/1/2019,4/1/2019,53,53,1,29,767,767,R,TX,783,0,0
QUICKEN LOANS INC.,0,4.25,340000,2/1/2019,4/1/2019,61,61,1,30,785,785,R,CA,948,0,0
QUICKEN LOANS INC.,0,4.75,145000,2/1/2019,4/1/2019,67,67,1,30,772,772,R,MS,388,0,0
QUICKEN LOANS INC.,0,4.5,111000,2/1/2019,4/1/2019,74,74,1,31,758,758,R,MI,488,0,0
QUICKEN LOANS INC.,0,4.56,229000,2/1/2019,4/1/2019,77,77,1,32,755,755,R,MA,27,0,0
QUICKEN LOANS INC.,0,4.625,202000,2/1/2019,4/1/2019,77,77,1,32,707,707,R,TN,371,0,0
QUICKEN LOANS INC.,0,4.56,450000,2/1/2019,4/1/2019,65,65,1,33,687,687,R,DC,200,0,0
QUICKEN LOANS INC.,0,5.5,150000,2/1/2019,4/1/2019,80,80,1,34,678,678,R,AK,997,0,0
QUICKEN LOANS INC.,0,4.75,102000,2/1/2019,4/1/2019,66,66,1,34,692,692,R,AL,350,0,0
QUICKEN LOANS INC.,0,4.875,173000,2/1/2019,4/1/2019,71,71,1,34,762,762,R,SC,296,0,0
QUICKEN LOANS INC.,0,4.25,217000,2/1/2019,4/1/2019,60,60,1,35,723,723,R,MA,17,0,0
QUICKEN LOANS INC.,0,4.875,127000,2/1/2019,4/1/2019,51,51,1,35,759,759,R,NJ,80,0,0
QUICKEN LOANS INC.,0,4.75,389000,2/1/2019,4/1/2019,57,57,1,36,750,750,R,NC,287,0,0
QUICKEN LOANS INC.,0,4.5,114000,2/1/2019,4/1/2019,68,68,1,37,766,766,R,AL,363,0,0
QUICKEN LOANS INC.,0,4.25,419000,2/1/2019,4/1/2019,60,60,1,37,679,679,R,CA,933,0,0
QUICKEN LOANS INC.,0,4.625,211000,2/1/2019,4/1/2019,72,72,1,37,768,768,R,GA,302,0,0
QUICKEN LOANS INC.,0,4.99,174000,2/1/2019,4/1/2019,58,58,1,37,800,800,R,MI,483,0,0
