,Unnamed: 0,origIntRate,origUPB,origLTV,origDebtIncRatio,worstCreditScore,zeroBalCode,mSA,Label,Score
3562,95862,3.875,116000,74,22,711,0,24300,0,0.0387
3563,95863,4.5,190000,65,42,623,0,12700,0,0.0266
3564,95864,3.875,412000,46,30,785,0,35620,0,0.0009
3565,95865,4.25,90000,69,21,661,0,0,0,0.0383
3566,95866,4.375,625000,57,40,808,0,41940,0,0.0006
3567,95867,3.875,96000,48,35,813,0,31140,0,0.0158
3568,95868,4.625,108000,80,44,676,0,25180,0,0.1427
3569,95869,3.875,282000,76,33,780,0,49340,0,0.0179
3570,95870,4.0,164000,80,45,716,0,0,0,0.0769
3571,95871,4.875,268000,80,22,647,0,41860,0,0.0256
3572,95872,3.75,270000,30,28,793,0,31080,0,0.0009
3573,95873,4.0,479000,70,40,743,0,47900,0,0.0031
3574,95874,4.125,279000,90,36,731,0,15260,0,0.049
3575,95875,3.99,244000,75,30,693,0,35620,0,0.0194
3576,95876,4.5,233000,65,45,688,0,41740,0,0.0228
3577,95877,3.875,140000,71,41,736,0,0,0,0.0473
3578,95878,4.375,414000,49,13,751,0,38900,0,0.0008
3579,95879,4.375,156000,80,37,690,1,0,0,0.0762
3580,95880,4.25,206000,63,39,700,0,42660,0,0.0189
3581,95882,4.0,195000,59,44,700,0,35380,0,0.0163
3582,95883,3.875,230000,42,25,728,0,12700,0,0.0024
3583,95884,4.0,99000,68,44,790,0,0,0,0.0679
3584,95885,4.0,163000,80,37,766,0,0,0,0.0672
3585,95886,4.125,198000,60,49,738,0,40140,0,0.0221
3586,95887,4.125,96000,62,19,780,0,40900,0,0.0255
3587,95888,4.0,230000,74,28,766,1,29180,0,0.0217
3588,95889,4.125,55000,80,43,809,1,0,0,0.1902
3589,95890,4.5,112000,75,20,708,0,0,0,0.0547
3590,95891,4.125,130000,80,45,759,0,19100,0,0.1114
3591,95892,4.0,266000,89,45,755,0,36260,0,0.0636
3592,95893,3.969,278000,78,29,765,0,25540,0,0.0191
3593,95894,3.99,73000,25,39,781,0,47900,0,0.0052
3594,95895,5.25,149000,80,45,722,1,41540,0,0.1556
3595,95896,3.95,367000,88,35,773,0,47900,0,0.0207
3596,95897,3.875,308000,79,26,793,0,38300,0,0.0146
3597,95898,4.0,120000,51,12,742,0,19820,0,0.0077
3598,95899,4.25,336000,76,23,692,0,39540,0,0.0093
3599,95901,3.75,267000,29,15,773,0,47900,0,0.0006
3600,95902,3.5,250000,76,16,807,0,39300,0,0.0122
3601,95903,3.875,398000,80,35,784,0,33460,0,0.0097
3602,95904,3.875,190000,64,40,738,0,35300,0,0.0205
3603,95905,4.0,150000,50,22,706,0,35620,0,0.0072
3604,95906,4.625,69000,56,20,773,0,12940,0,0.0289
3605,95907,4.125,236000,80,25,741,0,0,0,0.0281
3606,95908,4.0,400000,63,36,774,0,31080,0,0.0036
3607,95909,4.0,352000,80,33,784,0,31080,0,0.0141
3608,95910,4.25,330000,75,51,753,0,31100,0,0.0224
3609,95911,3.875,193000,65,21,790,0,23900,0,0.0134
3610,95912,4.125,399000,70,43,701,0,14460,0,0.0065
3611,95913,3.625,315000,78,37,772,0,0,0,0.0151
3612,95914,4.0,432000,83,22,778,0,14460,0,0.0064
3613,95916,3.75,187000,63,17,742,0,29180,0,0.0096
3614,95917,4.375,155000,72,21,669,0,25220,0,0.0298
3615,95918,3.875,211000,69,29,795,0,31080,0,0.0188
3616,95919,4.75,266000,95,33,761,0,47900,0,0.0947
3617,95920,4.0,207000,83,39,688,0,44700,0,0.0539
3618,95921,4.125,201000,60,21,664,0,12060,0,0.0086
3619,95922,3.875,267000,60,33,743,0,47260,0,0.0071
3620,95923,3.875,99000,74,25,712,1,41980,0,0.048
3621,95924,3.95,152000,75,39,804,0,44140,0,0.0594
3622,95925,3.99,322000,80,29,774,0,14460,0,0.0156
3623,95926,4.375,77000,54,47,686,0,21340,0,0.0395
3624,95928,4.5,117000,76,22,771,0,37900,0,0.0647
3625,95929,4.25,230000,77,38,756,0,36260,0,0.0386
3626,95930,4.41,360000,59,41,700,0,0,0,0.005
3627,95931,4.0,116000,79,28,725,0,39340,0,0.0666
3628,95932,4.0,103000,46,42,658,0,39660,0,0.0136
3629,95933,4.625,126000,97,30,724,1,31540,0,0.2294
3630,95934,4.5,137000,78,32,759,0,46060,0,0.0804
3631,95935,4.0,143000,74,39,798,1,25540,0,0.061
3632,95936,4.25,264000,80,35,730,0,19740,0,0.0314
3633,95937,4.5,197000,75,29,693,0,12580,0,0.0356
3634,95938,4.0,98000,66,28,707,0,15500,0,0.0345
3635,95940,3.875,175000,68,14,720,0,19380,0,0.0136
3636,95941,4.125,417000,69,43,649,0,35620,0,0.0049
3637,95942,4.0,573000,78,29,722,0,42200,0,0.0017
3638,95943,4.625,109000,51,41,673,1,14740,0,0.0242
3639,95944,4.0,324000,58,35,725,0,42100,0,0.0044
3640,95946,4.125,95000,25,23,818,0,12580,0,0.0031
3641,95947,3.875,94000,51,27,790,0,38300,0,0.0148
3642,95948,4.5,417000,64,37,696,0,31080,0,0.004
3643,95949,4.0,392000,79,38,781,0,31080,0,0.0111
3644,95950,4.25,286000,50,14,790,0,23580,0,0.0025
3645,95951,3.875,172000,83,32,770,0,10740,0,0.0616
3646,95952,4.375,68000,14,35,820,0,13380,0,0.0032
3647,95953,4.625,184000,75,32,705,0,35300,0,0.0464
3648,95954,4.125,417000,53,38,727,0,0,0,0.0018
3649,95955,3.5,124000,66,47,802,0,26900,0,0.0429
3650,95956,4.125,95000,76,37,748,0,0,0,0.0918
3651,95957,3.75,385000,56,34,793,0,41860,0,0.0022
3652,95958,4.375,186000,83,36,739,0,12940,0,0.0756
3653,95959,3.875,240000,78,37,778,0,14460,0,0.0315
3654,95960,3.875,407000,60,32,785,0,16740,0,0.0024
3655,95961,3.625,75000,46,50,690,0,49620,0,0.0184
3656,95962,4.0,400000,80,42,741,0,41620,0,0.0116
3657,95963,4.125,206000,75,32,705,0,16300,0,0.0303
3658,95964,3.625,135000,80,25,707,0,0,0,0.0454
3659,95965,4.25,280000,80,36,789,0,21340,0,0.0311
3660,95966,4.375,128000,80,34,797,1,0,0,0.1009
3661,95967,3.875,350000,61,22,780,0,11540,0,0.003
3662,95968,4.0,250000,41,31,786,0,31080,0,0.0027
3663,95969,4.125,57000,72,19,626,0,45300,0,0.0498
3664,95970,4.125,220000,62,46,725,0,47260,0,0.0189
3665,95971,4.0,235000,61,41,681,0,35620,0,0.012
3666,95972,4.25,187000,94,44,743,0,33700,0,0.1605
3667,95973,3.75,251000,66,42,774,0,11700,0,0.0149
3668,95974,4.5,300000,75,44,678,0,46140,0,0.0236
3669,95976,4.25,416000,79,44,759,0,35620,0,0.0119
3670,95977,4.0,365000,59,43,738,0,16980,0,0.0043
3671,95978,3.875,250000,53,12,713,0,37980,0,0.0028
3672,95979,4.125,109000,80,18,774,0,0,0,0.0649
3673,95980,5.125,168000,80,44,644,0,29180,0,0.1127
3674,95981,4.75,97000,70,40,632,0,41860,0,0.0798
3675,95982,4.125,263000,78,39,706,0,41740,0,0.0283
3676,95983,4.5,468000,58,35,799,0,31100,0,0.002
3677,95984,4.25,210000,26,31,636,0,39300,0,0.0013
3678,95985,3.875,389000,56,33,771,0,16980,0,0.0022
3679,95986,4.0,363000,60,33,766,0,46520,0,0.0036
3680,95987,4.0,100000,80,27,706,0,19780,0,0.0754
3681,95988,3.875,417000,79,36,738,0,0,0,0.0075
3682,95989,4.25,170000,70,44,697,0,34980,0,0.0438
3683,95990,3.875,147000,76,40,705,0,0,0,0.0559
3684,95991,4.125,143000,75,38,708,0,42660,0,0.0586
3685,95992,4.0,102000,68,40,723,0,30460,0,0.0539
3686,95993,4.375,209000,95,38,749,0,26620,0,0.1337
3687,95994,3.75,98000,53,32,705,0,0,0,0.0154
3688,95995,3.875,408000,70,26,788,0,41860,0,0.0037
3689,95996,4.5,65000,31,45,648,0,14740,0,0.0102
3690,95997,4.375,411000,75,28,644,0,12940,0,0.0055
3691,95998,3.75,115000,18,22,823,0,47900,0,0.0014
3692,95999,4.125,417000,65,44,766,0,33460,0,0.0047
3693,96000,4.375,125000,80,44,701,0,33100,0,0.1167
3694,96001,4.5,40000,55,44,684,0,26900,0,0.0546
3695,96002,3.875,626000,45,6,797,0,47900,0,0.0001
3696,96003,4.0,101000,60,29,642,0,12260,0,0.0218
3697,96004,4.0,233000,78,44,775,0,31100,0,0.0429
3698,96005,3.875,214000,80,20,751,0,14260,0,0.0259
3699,96006,4.25,188000,57,45,632,0,35620,0,0.0161
3700,96007,3.875,238000,64,27,778,0,25540,0,0.0102
3701,96009,4.125,361000,95,33,734,0,39300,0,0.0323
3702,96010,4.5,102000,89,33,720,0,40340,0,0.1823
3703,96011,4.125,98000,80,20,721,1,10420,0,0.0689
3704,96012,4.0,142000,69,30,794,0,36740,0,0.0354
3705,96013,4.0,309000,80,32,788,0,41180,0,0.0194
3706,96014,4.0,249000,90,17,773,0,49180,0,0.0364
3707,96015,4.0,289000,71,21,775,0,16980,0,0.0094
3708,96017,4.125,476000,80,26,785,0,41940,0,0.0046
3709,96018,4.0,140000,59,27,695,0,15380,0,0.0154
3710,96019,4.0,269000,45,25,789,0,40060,0,0.0025
3711,96020,4.0,83000,75,37,801,0,42660,0,0.0962
3712,96021,4.375,102000,80,35,749,0,30780,0,0.1167
3713,96022,4.5,60000,37,28,809,0,43100,0,0.0121
3714,96023,4.125,114000,80,24,781,0,28420,0,0.0743
3715,96024,3.99,437000,54,39,778,0,41940,0,0.0017
3716,96026,4.0,264000,86,28,771,0,14460,0,0.0346
3717,96027,4.25,193000,58,45,623,0,35380,0,0.0162
3718,96028,4.25,223000,96,38,703,0,14460,0,0.1132
3719,96029,3.75,264000,75,23,740,0,19100,0,0.0129
3720,96030,4.25,150000,20,40,745,0,31080,0,0.0023
3721,96031,3.9560000000000004,44000,49,27,744,0,0,0,0.019
3722,96032,3.75,67000,70,22,767,0,23060,0,0.0455
3723,96033,3.875,363000,41,19,775,0,31080,0,0.0007
3724,96034,4.49,111000,80,36,693,0,45300,0,0.1096
3725,96035,4.875,176000,80,39,664,0,47380,0,0.0851
3726,96036,4.625,115000,80,36,667,0,17460,0,0.1095
3727,96037,3.625,412000,58,42,773,0,31080,0,0.0023
3728,96038,3.625,48000,80,23,720,1,0,0,0.0847
3729,96039,4.625,115000,80,36,676,1,26900,0,0.1108
3730,96040,4.875,85000,53,41,620,0,26420,0,0.0346
3731,96041,4.5,262000,80,41,706,0,0,0,0.0413
3732,96042,4.0,149000,64,28,739,0,17860,0,0.0215
3733,96043,3.875,92000,66,42,755,0,45780,0,0.0538
3734,96044,4.25,409000,75,44,707,0,39300,0,0.0091
3735,96045,3.75,290000,88,41,744,0,35620,0,0.0387
3736,96046,4.0,119000,75,37,780,0,31700,0,0.0715
3737,96047,4.5,345000,73,43,724,0,34980,0,0.0153
3738,96048,3.5,360000,80,39,778,0,31080,0,0.012
3739,96049,3.75,150000,79,9,808,0,49700,0,0.0302
3740,96050,4.375,241000,93,42,770,1,37860,0,0.1089
3741,96051,4.0,124000,78,43,739,0,0,0,0.0904
3742,96052,4.125,242000,70,46,656,0,40140,0,0.0232
3743,96053,3.875,83000,50,22,737,0,41980,0,0.0121
3744,96054,3.75,159000,72,44,705,0,41620,0,0.0422
3745,96055,3.875,87000,52,45,754,0,16980,0,0.0263
3746,96056,3.875,298000,80,44,790,0,14500,0,0.028
3747,96057,5.5,92000,80,45,668,0,16980,0,0.2346
3748,96058,4.25,269000,75,45,674,0,26380,0,0.0271
3749,96059,3.99,246000,44,21,799,0,41940,0,0.0026
3750,96060,4.375,200000,76,24,718,0,19740,0,0.0312
3751,96061,3.875,182000,56,45,749,0,47260,0,0.0157
3752,96062,4.25,228000,55,31,679,0,21340,0,0.0075
3753,96063,4.125,224000,70,41,657,0,42660,0,0.0233
3754,96064,4.0,136000,72,33,742,0,40140,0,0.0446
3755,96066,4.0,231000,90,42,739,0,29340,0,0.079
3756,96067,3.75,200000,58,21,650,0,35380,0,0.0062
3757,96068,3.75,392000,80,26,786,0,0,0,0.0074
3758,96069,4.25,83000,79,22,701,0,10740,0,0.0793
3759,96070,4.5,266000,90,45,735,0,10580,0,0.0837
3760,96071,3.875,155000,95,22,756,0,25620,0,0.1042
3761,96072,3.75,247000,47,50,810,0,47900,0,0.0064
3762,96073,4.125,411000,61,23,748,0,12060,0,0.002
3763,96074,3.875,405000,45,40,627,0,45940,0,0.0009
3764,96075,3.875,215000,72,18,805,0,47900,0,0.0162
3765,96076,3.75,417000,62,34,789,0,37980,0,0.0025
3766,96077,4.0,242000,86,40,755,0,0,0,0.0559
3767,96078,4.0,346000,70,21,802,0,31340,0,0.0058
3768,96079,4.0,380000,80,30,791,0,0,0,0.0104
3769,96080,4.25,185000,70,27,756,0,47900,0,0.0265
3770,96081,3.875,97000,67,21,753,0,19780,0,0.0305
3771,96082,4.5,510000,78,27,819,0,41740,0,0.0041
3772,96083,4.375,389000,51,45,714,0,42660,0,0.0027
3773,96084,4.25,70000,64,41,789,0,33460,0,0.0698
3774,96085,4.25,172000,54,43,679,0,19740,0,0.0155
3775,96086,3.875,404000,73,39,711,0,31080,0,0.006
3776,96087,4.99,149000,70,29,648,0,0,0,0.0459
3777,96088,4.25,617000,70,32,726,0,47900,0,0.0009
3778,96089,3.75,40000,8,11,795,0,29740,0,0.0009
3779,96090,4.0,168000,69,42,802,0,38900,0,0.0409
3780,96091,4.0,417000,66,42,745,0,40140,0,0.0043
3781,96092,4.0,91000,29,20,802,0,19100,0,0.0035
3782,96093,4.0,118000,56,35,718,0,0,0,0.0199
3783,96094,3.875,96000,75,41,760,0,31180,0,0.0863
3784,96095,3.875,97000,80,22,730,1,0,0,0.0656
3785,96096,4.125,157000,79,29,755,0,0,0,0.0558
3786,96097,3.875,94000,36,19,773,0,47260,0,0.0045
3787,96098,4.125,218000,77,27,722,0,37980,0,0.0277
3788,96099,4.125,320000,52,43,737,0,35380,0,0.0043
3789,96100,4.625,142000,77,42,717,0,33340,0,0.0955
3790,96101,4.25,186000,80,40,784,0,42220,0,0.0712
3791,96102,3.625,411000,58,24,781,0,35620,0,0.0014
3792,96103,4.0,235000,74,42,753,0,0,0,0.0304
3793,96104,3.875,152000,54,44,791,0,16980,0,0.0183
3794,96105,4.5,146000,73,35,683,0,0,0,0.0545
3795,96106,4.0,272000,65,21,783,0,41740,0,0.0075
3796,96107,4.0,288000,69,41,702,0,36540,0,0.0132
3797,96108,3.75,113000,60,16,795,0,0,0,0.0152
3798,96109,4.0,560000,42,35,795,0,42060,0,0.0003
3799,96110,4.375,270000,68,38,662,0,35620,0,0.0151
3800,96111,4.5,412000,85,30,703,0,41740,0,0.0125
3801,96112,4.0,133000,41,21,793,0,40900,0,0.0053
3802,96114,3.875,354000,75,29,789,0,47900,0,0.0086
3803,96115,4.375,100000,71,21,674,0,30700,0,0.0434
3804,96116,3.99,264000,46,25,813,0,41940,0,0.0029
3805,96117,4.25,104000,80,42,770,1,33660,0,0.1336
3806,96118,4.0,186000,80,41,790,0,30700,0,0.0652
3807,96119,5.25,82000,80,43,698,0,0,0,0.2236
3808,96120,4.5,131000,95,40,779,0,12940,0,0.2562
3809,96121,4.375,68000,80,42,755,0,0,0,0.1772
3810,96122,3.95,281000,61,27,800,0,44140,0,0.0065
3811,96123,4.0,189000,66,29,763,0,35620,0,0.0189
3812,96124,4.5,98000,80,35,650,0,33740,0,0.111
3813,96125,4.125,102000,85,43,717,0,24860,0,0.1594
3814,96126,4.0,206000,72,30,750,0,35380,0,0.024
3815,96128,5.25,56000,71,25,623,0,19100,0,0.0965
3816,96129,3.875,378000,52,30,803,0,0,0,0.0018
3817,96130,4.625,196000,94,39,797,0,28140,0,0.1697
3818,96131,4.0,150000,59,16,786,0,19780,0,0.012
3819,96132,3.875,336000,62,43,809,0,33340,0,0.0069
3820,96133,4.0,99000,85,38,688,0,0,0,0.1305
3821,96134,4.25,70000,74,34,687,0,10580,0,0.0886
3822,96135,4.0,94000,80,41,760,0,30780,0,0.1228
3823,96136,4.25,625000,53,26,797,0,47900,0,0.0003
3824,96137,4.25,212000,65,45,799,0,35620,0,0.0281
3825,96138,4.25,65000,64,44,778,0,0,0,0.0773
3826,96139,4.375,208000,71,33,683,0,35620,0,0.0265
3827,96140,4.5,80000,56,48,638,0,0,0,0.0444
3828,96141,4.99,342000,67,35,630,0,14460,0,0.0096
3829,96142,4.0,180000,95,32,766,0,33340,0,0.1212
3830,96143,4.0,185000,64,40,643,0,26620,0,0.0196
3831,96144,4.0,86000,53,48,680,0,0,0,0.0292
3832,96145,4.375,394000,80,26,695,0,26420,0,0.0087
3833,96146,4.375,374000,63,40,693,0,19740,0,0.0054
3834,96147,3.875,305000,32,50,807,0,41740,0,0.0017
3835,96148,4.125,115000,80,36,805,0,46060,0,0.1049
3836,96149,4.625,238000,95,37,744,0,26900,0,0.1184
3837,96150,4.0,160000,80,44,700,0,0,0,0.0753
3838,96151,3.75,398000,49,43,754,0,41860,0,0.0016
3839,96152,4.125,205000,59,25,669,0,49020,0,0.0089
3840,96153,5.125,54000,72,37,657,1,25860,0,0.1392
3841,96154,3.875,226000,69,23,812,0,17460,0,0.0144
3842,96155,4.0,173000,37,22,745,0,35620,0,0.0029
3843,96156,4.125,408000,84,34,780,0,31100,0,0.0126
3844,96157,4.25,141000,70,42,811,0,33340,0,0.0614
3845,96158,4.25,380000,46,37,797,0,47900,0,0.0018
3846,96159,3.875,152000,79,43,727,0,22020,0,0.0719
3847,96160,4.375,61000,80,32,754,1,16060,0,0.1454
3848,96161,4.5,260000,61,22,800,0,19100,0,0.0089
3849,96162,4.0,103000,49,18,727,0,39300,0,0.0091
3850,96163,4.75,52000,67,24,710,1,11180,0,0.0685
3851,96164,4.0,175000,90,29,808,0,31080,0,0.0934
3852,96166,3.75,92000,97,30,733,0,0,0,0.1999
3853,96167,3.75,283000,63,41,748,0,35620,0,0.009
3854,96168,4.0,400000,80,42,704,0,35620,0,0.011
3855,96169,3.75,248000,49,24,813,0,31080,0,0.0034
3856,96170,3.5,387000,68,28,756,0,33340,0,0.0032
3857,96171,3.75,176000,80,41,774,0,43340,0,0.0606
3858,96172,3.875,195000,79,36,790,0,41180,0,0.047
3859,96173,3.875,155000,78,28,804,0,17460,0,0.0493
3860,96174,4.25,140000,67,25,700,1,14860,0,0.0273
3861,96175,3.875,112000,77,29,790,0,41180,0,0.065
3862,96176,4.25,100000,36,45,638,0,15380,0,0.009
3863,96177,4.375,54000,62,21,819,0,17420,0,0.0451
3864,96178,4.5,97000,67,31,732,1,0,0,0.0537
3865,96179,3.625,417000,65,43,777,0,14460,0,0.0036
3866,96180,3.875,56000,39,15,823,0,0,0,0.0072
3867,96181,4.875,101000,78,25,635,0,16060,0,0.0875
3868,96182,4.125,190000,59,45,713,0,0,0,0.0191
3869,96184,3.75,329000,58,22,792,0,37980,0,0.0028
3870,96186,4.125,168000,80,36,724,0,19820,0,0.0629
3871,96187,3.875,266000,69,24,743,0,19820,0,0.0097
3872,96188,3.875,388000,73,37,777,0,35620,0,0.0071
3873,96189,4.0,334000,70,19,637,0,35380,0,0.0047
3874,96190,3.9819999999999998,340000,57,44,684,0,16980,0,0.0044
3875,96191,4.0,92000,48,39,787,0,31540,0,0.0188
3876,96192,4.125,85000,80,44,792,0,24660,0,0.1559
3877,96193,4.25,365000,66,42,678,0,35620,0,0.0067
3878,96194,4.0,380000,95,29,778,0,31080,0,0.0249
3879,96195,4.125,305000,61,15,785,0,19740,0,0.004
3880,96196,3.875,93000,45,38,706,0,0,0,0.0124
3881,96197,3.875,295000,55,45,767,0,42100,0,0.0061
3882,96198,4.5,75000,41,44,781,0,40140,0,0.0208
3883,96199,4.875,417000,75,41,652,0,17460,0,0.01
3884,96200,4.25,361000,87,44,719,0,32820,0,0.0283
3885,96201,3.75,186000,69,25,722,0,19100,0,0.0171
3886,96202,4.125,257000,95,36,806,0,0,0,0.0864
3887,96203,3.875,406000,54,29,732,0,37980,0,0.0014
3888,96204,5.25,87000,80,30,622,0,48620,0,0.1439
3889,96205,4.25,109000,87,43,753,0,19100,0,0.1866
3890,96206,4.0,159000,74,24,695,0,19740,0,0.0304
3891,96207,3.75,366000,60,23,770,0,41860,0,0.0023
3892,96208,4.125,294000,92,21,795,0,38060,0,0.0357
3893,96209,4.0,82000,75,29,816,0,0,0,0.0801
3894,96210,4.0,384000,80,43,800,0,41860,0,0.0149
3895,96211,4.5,140000,80,43,764,0,35380,0,0.1183
3896,96212,3.875,300000,42,29,768,0,19660,0,0.0017
3897,96213,4.0,332000,80,39,759,0,31080,0,0.0189
3898,96214,4.25,233000,43,31,686,0,12700,0,0.0034
3899,96215,4.375,372000,64,48,750,0,38900,0,0.008
3900,96216,4.125,417000,74,39,766,0,35620,0,0.0071
3901,96217,4.875,85000,50,36,692,0,45300,0,0.028
3902,96218,4.25,584000,80,43,806,0,31100,0,0.0034
3903,96219,3.875,157000,61,26,766,0,24340,0,0.0155
3904,96220,3.875,100000,80,28,773,0,22420,0,0.0803
3905,96221,4.5,115000,80,25,688,0,19820,0,0.0795
3906,96222,3.875,200000,58,43,758,0,37100,0,0.0147
3907,96223,4.375,90000,90,44,720,0,49420,0,0.2519
3908,96224,4.375,62000,45,46,771,0,49340,0,0.0286
3909,96225,4.0,65000,32,42,709,0,20500,0,0.0084
3910,96226,3.99,218000,80,44,706,0,12420,0,0.0487
3911,96227,3.875,320000,64,29,735,0,10580,0,0.0052
3912,96228,4.5,59000,80,36,812,1,35100,0,0.1853
3913,96229,3.99,313000,70,34,786,0,41740,0,0.0107
3914,96230,4.0,375000,79,30,807,0,33460,0,0.0105
3915,96231,4.0,127000,95,31,773,0,18140,0,0.1722
3916,96232,4.125,105000,46,20,709,0,37980,0,0.0082
3917,96233,4.125,466000,39,38,686,0,14460,0,0.0005
3918,96234,3.875,85000,74,23,780,0,19100,0,0.056
3919,96235,4.5,274000,75,42,703,0,19100,0,0.0285
3920,96236,4.25,330000,84,41,761,0,31100,0,0.0295
3921,96237,3.95,350000,65,50,719,0,38900,0,0.0082
3922,96238,3.875,382000,75,38,745,0,41740,0,0.0083
3923,96240,4.125,192000,79,43,746,0,33340,0,0.0619
3924,96242,3.875,400000,80,19,808,1,33460,0,0.0062
3925,96243,4.0,90000,74,23,817,0,0,0,0.0606
3926,96244,4.375,110000,84,25,748,0,30860,0,0.1061
3927,96245,4.5,292000,80,32,771,0,19100,0,0.028
3928,96246,4.0,150000,68,39,730,0,23420,0,0.0366
3929,96249,4.25,231000,69,40,691,0,14460,0,0.0227
3930,96250,3.99,110000,80,33,784,0,28140,0,0.0915
3931,96251,4.99,250000,67,46,801,0,35620,0,0.0355
3932,96252,3.875,204000,64,39,754,0,40060,0,0.0182
3933,96253,4.125,153000,77,43,769,0,0,0,0.0765
3934,96254,3.625,199000,75,14,801,0,0,0,0.0172
3935,96255,4.25,45000,28,11,819,0,40140,0,0.0043
3936,96256,4.0,186000,60,22,795,0,12060,0,0.0115
3937,96257,4.625,260000,80,39,809,0,38860,0,0.0493
3938,96258,4.5,620000,80,38,683,0,46520,0,0.0021
3939,96259,4.125,225000,75,37,746,0,49340,0,0.032
3940,96260,4.625,141000,44,27,813,0,28020,0,0.0102
3941,96261,4.0,477000,80,21,710,0,42660,0,0.0033
3942,96262,4.25,129000,35,33,651,0,14460,0,0.0049
3943,96263,4.5,328000,90,17,720,1,37980,0,0.0234
3944,96264,4.375,417000,69,40,792,0,31100,0,0.0064
3945,96265,4.0,174000,67,41,766,0,48300,0,0.0319
3946,96266,3.875,389000,57,37,775,0,14460,0,0.0026
3947,96267,4.125,357000,55,41,690,0,41740,0,0.0034
3948,96268,4.75,346000,70,41,700,0,31100,0,0.0131
3949,96269,3.99,197000,58,42,745,1,29180,0,0.0152
3950,96270,4.375,80000,80,43,705,0,24260,0,0.1568
3951,96271,4.125,108000,68,31,751,0,48300,0,0.0446
3952,96272,4.0,195000,74,30,702,0,0,0,0.0274
3953,96275,4.0,180000,80,33,786,0,31080,0,0.0545
3954,96276,4.0,175000,70,34,811,0,30780,0,0.0333
3955,96277,4.0,225000,90,41,766,0,25540,0,0.0836
3956,96278,4.375,151000,95,45,751,0,0,0,0.2328
3957,96279,4.0,124000,44,25,701,0,31100,0,0.0066
3958,96280,3.875,112000,79,31,732,0,47940,0,0.0707
3959,96281,3.875,215000,69,32,791,0,37980,0,0.0197
3960,96282,3.875,417000,54,43,771,0,31080,0,0.002
3961,96283,4.0,71000,70,35,685,0,49180,0,0.0633
3962,96284,4.125,514000,78,26,788,0,41740,0,0.003
3963,96285,3.875,144000,94,36,760,0,16860,0,0.153
3964,96286,4.25,400000,64,37,721,0,31080,0,0.0041
3965,96287,3.875,404000,59,33,813,0,31100,0,0.0025
3966,96288,4.0,373000,69,35,754,0,47900,0,0.0061
3967,96289,4.25,576000,75,17,704,0,35620,0,0.0011
3968,96290,5.5,60000,70,27,690,0,19100,0,0.1156
3969,96291,3.875,107000,36,44,675,0,27260,0,0.0072
3970,96292,4.625,69000,73,42,702,0,21060,0,0.1267
3971,96293,4.0,189000,37,17,767,0,0,0,0.0022
3972,96294,4.125,294000,88,28,739,1,0,0,0.0313
3973,96295,3.875,171000,70,39,695,0,0,0,0.0311
3974,96296,3.875,152000,33,21,808,0,10740,0,0.0026
3975,96297,3.99,369000,57,25,792,0,41860,0,0.0024
3976,96298,3.875,114000,80,36,731,0,33140,0,0.0843
3977,96299,4.125,277000,70,43,702,0,35620,0,0.0174
3978,96300,4.75,68000,23,22,631,0,17660,0,0.0035
3979,96301,4.0,105000,88,23,759,0,37980,0,0.1108
3980,96302,3.875,417000,53,43,677,1,25060,0,0.0017
3981,96303,3.875,246000,78,44,780,0,31080,0,0.0367
3982,96304,4.25,160000,45,44,770,0,41860,0,0.0116
3983,96305,3.875,105000,84,26,748,0,22540,0,0.0889
3984,96306,3.875,215000,59,29,781,0,31080,0,0.0096
3985,96307,4.625,223000,33,26,626,0,47900,0,0.0019
3986,96308,3.875,80000,80,31,787,0,19100,0,0.1027
3987,96309,3.875,417000,15,37,781,0,48900,0,0.0002
3988,96310,4.25,265000,65,39,779,0,14500,0,0.0151
3989,96311,4.0,140000,95,33,700,0,38540,0,0.1503
3990,96312,4.125,164000,80,44,778,0,38860,0,0.087
3991,96313,4.0,131000,75,29,752,0,24660,0,0.0503
3992,96314,4.75,200000,70,36,655,0,12420,0,0.0336
3993,96316,3.875,399000,44,32,745,0,41860,0,0.0009
3994,96317,4.0,96000,84,19,763,0,37860,0,0.0856
3995,96318,4.0,417000,38,47,775,0,41940,0,0.0009
3996,96319,4.375,311000,75,41,716,0,0,0,0.0198
3997,96320,3.95,417000,24,28,728,0,42660,0,0.0002
3998,96321,4.125,68000,73,47,758,0,41980,0,0.1241
3999,96322,4.0,216000,80,36,741,0,18140,0,0.0419
4000,96323,3.75,223000,72,39,790,0,39540,0,0.0253
4001,96324,3.875,137000,65,13,787,0,0,0,0.0165
4002,96325,4.0,210000,38,47,778,0,41860,0,0.0049
4003,96326,3.625,360000,59,45,750,0,14860,0,0.004
4004,96327,3.75,229000,80,43,759,0,31080,0,0.0417
4005,96328,4.125,120000,68,32,796,0,19820,0,0.0447
4006,96329,3.875,252000,36,21,794,0,47900,0,0.0014
4007,96330,3.875,401000,79,26,776,0,31080,0,0.0068
4008,96331,3.875,242000,65,42,735,0,31540,0,0.0152
4009,96332,4.25,396000,78,30,753,0,14460,0,0.0087
4010,96333,4.0,293000,80,30,729,0,19740,0,0.019
4011,96334,3.625,405000,52,14,709,0,35620,0,0.0007
4012,96335,3.875,472000,80,37,747,0,35620,0,0.0053
4013,96336,4.5,355000,75,44,664,0,22900,0,0.015
