,Unnamed: 0,origIntRate,origUPB,origLTV,origDebtIncRatio,worstCreditScore,zeroBalCode,mSA,Label,Score
9725,102286,3.75,298000,83,35,809,1,14860,0,0.0251
9726,102287,4.125,465000,64,45,716,0,41940,0,0.0029
9727,102288,3.625,379000,56,29,799,0,14460,0,0.0019
9728,102289,3.75,267000,90,45,717,0,16980,0,0.0558
9729,102290,3.875,399000,69,12,690,0,19740,0,0.0022
9730,102291,3.99,168000,75,21,735,0,21660,0,0.0292
9731,102292,3.875,417000,73,23,725,0,45300,0,0.0035
9732,102293,3.875,106000,74,38,667,0,31340,0,0.0608
9733,102294,3.625,308000,78,35,704,0,36260,0,0.0136
9734,102295,4.25,108000,58,23,654,0,28420,0,0.0179
9735,102296,4.0,251000,85,45,746,0,35620,0,0.0557
9736,102297,3.5,200000,66,20,776,0,16980,0,0.0105
9737,102298,4.125,224000,80,30,624,0,38900,0,0.0297
9738,102299,4.25,183000,80,39,702,0,41180,0,0.0628
9739,102300,4.125,146000,79,22,665,0,28420,0,0.0437
9740,102301,3.625,168000,96,32,729,0,44140,0,0.1112
9741,102302,3.5,142000,48,41,764,0,46140,0,0.0099
9742,102303,4.25,150000,82,37,667,0,18140,0,0.0813
9743,102304,3.875,109000,66,41,693,0,35300,0,0.0419
9744,102305,3.625,88000,80,33,716,0,29180,0,0.0818
9745,102306,3.75,142000,60,31,766,0,25540,0,0.0178
9746,102307,3.5,417000,46,8,769,0,47900,0,0.0004
9747,102308,3.5,409000,70,13,791,0,39580,0,0.0021
9748,102309,3.625,417000,76,34,795,0,41740,0,0.0056
9749,102310,3.375,336000,66,42,783,0,41740,0,0.0063
9750,102311,3.75,212000,40,43,790,0,33340,0,0.0043
9751,102312,3.875,149000,67,26,688,0,19780,0,0.0211
9752,102313,3.75,214000,80,18,784,0,42660,0,0.0241
9753,102314,3.875,373000,85,30,791,0,14460,0,0.0141
9754,102315,3.5,389000,78,37,770,0,31080,0,0.0078
9755,102316,3.375,411000,58,44,789,0,41860,0,0.0022
9756,102317,3.625,201000,94,37,773,0,28940,0,0.0949
9757,102318,3.446,320000,58,42,706,0,37980,0,0.004
9758,102319,4.875,133000,80,35,694,0,12420,0,0.1095
9759,102320,3.963,174000,77,26,709,0,28700,0,0.0343
9760,102321,4.625,170000,80,23,683,1,24860,0,0.0525
9761,102322,3.875,280000,80,35,722,0,38900,0,0.0225
9762,102323,3.75,230000,66,44,763,0,16980,0,0.0184
9763,102324,4.25,248000,53,44,662,0,35620,0,0.0079
9764,102325,4.0,237000,53,44,767,0,12580,0,0.009
9765,102326,4.0,600000,80,14,754,0,41860,0,0.0011
9766,102327,3.875,124000,57,32,750,0,10780,0,0.0183
9767,102328,3.5,105000,73,50,788,0,43100,0,0.0794
9768,102329,4.125,222000,93,26,680,0,44140,0,0.0636
9769,102330,3.875,350000,71,30,781,0,32780,0,0.007
9770,102331,3.875,291000,73,27,747,0,35620,0,0.0111
9771,102332,3.875,140000,75,33,748,0,14460,0,0.0489
9772,102333,3.375,179000,52,32,796,0,38060,0,0.0072
9773,102334,3.5,148000,76,45,771,0,40220,0,0.0582
9774,102335,3.875,202000,87,30,808,0,15540,0,0.0621
9775,102336,3.625,187000,89,18,723,0,16300,0,0.0437
9776,102337,3.5,409000,75,39,752,0,37100,0,0.0057
9777,102338,3.875,218000,69,34,739,0,37980,0,0.0188
9778,102339,3.875,476000,78,16,765,0,41740,0,0.0026
9779,102340,3.5,325000,80,19,777,0,35380,0,0.0089
9780,102341,3.5,158000,58,31,722,0,35380,0,0.0113
9781,102342,3.75,102000,68,18,682,0,25540,0,0.0241
9782,102343,3.75,240000,80,42,722,0,28740,0,0.0352
9783,102344,3.625,355000,71,17,738,0,37980,0,0.0038
9784,102345,3.625,230000,46,15,782,0,31080,0,0.0022
9785,102346,3.5,247000,72,21,790,0,41180,0,0.011
9786,102347,3.625,279000,76,45,727,0,37100,0,0.0209
9787,102348,3.49,287000,79,30,807,0,33340,0,0.0162
9788,102349,3.5,67000,90,34,766,0,0,0,0.1701
9789,102351,4.125,245000,56,44,661,0,17980,0,0.0092
9790,102352,4.0,108000,80,39,712,0,15380,0,0.0986
9791,102353,4.125,135000,84,33,739,0,0,0,0.0955
9792,102354,3.875,99000,87,41,736,0,34740,0,0.1577
9793,102355,3.81,97000,65,21,807,0,47300,0,0.0284
9794,102356,3.5,403000,51,44,805,0,35380,0,0.0017
9795,102357,3.75,415000,66,37,704,0,41940,0,0.0031
9796,102358,3.555,415000,70,27,790,0,42100,0,0.0031
9797,102359,4.25,298000,80,43,748,0,41740,0,0.0309
9798,102360,3.75,200000,58,16,803,0,31080,0,0.0068
9799,102361,3.5,288000,60,26,780,0,41860,0,0.0043
9800,102362,3.625,398000,75,39,731,0,46060,0,0.0064
9801,102363,3.75,251000,52,35,753,0,41740,0,0.005
9802,102364,3.5,378000,48,19,794,0,31080,0,0.0008
9803,102365,4.125,180000,80,45,710,0,19820,0,0.0719
9804,102366,3.875,96000,80,29,691,0,47940,0,0.0754
9805,102367,3.75,228000,66,26,809,0,16980,0,0.012
9806,102368,4.0,240000,80,24,787,0,42660,0,0.0266
9807,102369,3.625,156000,70,28,764,0,11540,0,0.0251
9808,102370,3.625,145000,66,41,752,0,19740,0,0.0304
9809,102371,3.375,231000,58,16,778,0,12020,0,0.0042
9810,102372,3.5,126000,80,16,786,1,46140,0,0.0401
9811,102373,4.0,306000,85,40,722,0,31080,0,0.0305
9812,102374,3.5,60000,22,27,778,0,24860,0,0.0026
9813,102375,3.875,380000,51,34,776,0,37980,0,0.0018
9814,102376,3.98,229000,58,40,749,0,0,0,0.0112
9815,102377,3.75,212000,85,25,807,0,16980,0,0.0417
9816,102378,3.875,187000,85,21,783,0,39340,0,0.0466
9817,102380,3.625,276000,43,47,694,0,31080,0,0.0028
9818,102381,4.0,391000,79,45,666,0,41860,0,0.0114
9819,102383,4.375,350000,92,38,722,0,14460,0,0.0377
9820,102384,3.875,151000,58,32,649,0,35620,0,0.0134
9821,102385,3.75,386000,78,25,786,0,31080,0,0.0066
9822,102386,4.25,302000,90,33,789,0,19740,0,0.0439
9823,102387,4.25,147000,80,37,664,0,38900,0,0.0738
9824,102388,3.625,417000,67,34,742,0,41940,0,0.003
9825,102389,3.625,264000,80,36,781,0,35620,0,0.0253
9826,102390,3.75,409000,74,29,744,0,12580,0,0.0045
9827,102391,4.625,92000,75,39,701,0,15940,0,0.111
9828,102392,3.875,250000,28,30,774,0,14460,0,0.0011
9829,102393,3.5,111000,77,45,804,0,16300,0,0.0855
9830,102394,3.75,188000,80,28,784,0,47260,0,0.0392
9831,102396,3.75,410000,57,30,777,0,41860,0,0.0017
9832,102397,3.875,409000,79,36,773,0,37100,0,0.0084
9833,102398,4.0,166000,78,25,699,0,38060,0,0.0379
9834,102399,3.625,101000,60,18,757,0,41620,0,0.0157
9835,102400,3.625,318000,77,16,798,0,16980,0,0.0079
9836,102401,3.625,291000,79,27,701,0,41180,0,0.0131
9837,102402,3.625,244000,45,30,809,0,31080,0,0.003
9838,102403,4.125,95000,52,35,796,0,26580,0,0.0226
9839,102404,3.99,208000,80,33,800,0,19820,0,0.0446
9840,102405,4.375,210000,63,38,774,0,38900,0,0.0213
9841,102406,3.625,64000,94,38,785,0,36420,0,0.2499
9842,102407,3.625,346000,93,44,720,0,31080,0,0.0332
9843,102408,3.875,221000,68,24,689,0,47900,0,0.012
9844,102409,3.75,296000,59,41,764,0,35620,0,0.0065
9845,102410,4.25,199000,69,23,658,0,31080,0,0.0171
9846,102411,3.625,84000,85,42,719,0,34980,0,0.1408
9847,102412,3.625,250000,75,22,744,0,38900,0,0.0132
9848,102413,3.96,357000,53,23,691,0,41940,0,0.0016
9849,102414,3.25,215000,79,42,725,0,0,0,0.0313
9850,102415,4.75,64000,64,36,663,1,41180,0,0.0679
9851,102416,3.5,417000,71,33,784,0,16980,0,0.0037
9852,102417,4.625,225000,68,45,649,0,29180,0,0.0293
9853,102418,3.5,105000,48,27,692,0,34980,0,0.008
9854,102419,3.25,109000,80,19,754,0,24580,0,0.0417
9855,102420,4.0,220000,80,39,745,1,35660,0,0.0445
9856,102421,3.75,84000,77,21,770,0,14060,0,0.0589
9857,102422,4.0,110000,80,44,731,0,0,0,0.1136
9858,102423,3.625,402000,74,18,779,0,26900,0,0.0034
9859,102424,4.125,70000,70,29,659,0,24260,0,0.0554
9860,102425,4.0,128000,80,44,654,0,42660,0,0.0894
9861,102427,3.875,221000,90,23,777,0,13820,0,0.0505
9862,102428,3.375,262000,80,25,767,0,42540,0,0.0161
9863,102429,3.625,241000,75,45,769,0,43420,0,0.0283
9864,102430,4.0,156000,85,26,751,0,16980,0,0.0687
9865,102431,4.0,129000,41,32,790,0,42660,0,0.0075
9866,102432,3.625,170000,90,34,721,0,43340,0,0.0814
9867,102433,3.625,390000,78,34,732,0,31080,0,0.0072
9868,102434,4.5,237000,72,40,642,0,31080,0,0.0274
9869,102435,3.375,335000,90,45,808,0,35620,0,0.0313
9870,102436,3.75,185000,52,25,718,0,16980,0,0.006
9871,102437,4.5,383000,67,42,662,0,35620,0,0.0069
9872,102438,3.5,220000,80,26,722,0,13900,0,0.023
9873,102439,4.125,555000,79,33,733,0,31080,0,0.0026
9874,102440,3.5,414000,71,41,799,0,41740,0,0.0049
9875,102441,3.5189999999999997,200000,56,43,784,0,31080,0,0.0112
9876,102442,4.0,98000,80,16,787,0,48140,0,0.064
9877,102443,4.125,625000,33,45,718,0,42200,0,0.0001
9878,102444,3.99,119000,91,30,783,0,0,0,0.1452
9879,102445,3.625,323000,80,28,801,0,12420,0,0.013
9880,102446,3.75,327000,80,27,778,0,41740,0,0.0126
9881,102447,3.625,260000,42,32,770,0,41940,0,0.0022
9882,102448,4.0,501000,85,30,815,0,31080,0,0.0056
9883,102449,4.25,489000,79,36,724,0,41860,0,0.005
9884,102450,3.875,222000,77,40,709,0,19740,0,0.0334
9885,102451,3.5,75000,37,43,787,0,40900,0,0.0094
9886,102452,3.625,240000,78,24,772,0,31080,0,0.019
9887,102453,3.81,626000,36,40,791,0,41940,0,0.0001
9888,102454,3.5,230000,57,23,804,0,12220,0,0.0054
9889,102455,3.375,129000,74,26,770,0,36780,0,0.0331
9890,102456,4.375,184000,80,33,676,0,43620,0,0.0542
9891,102457,4.125,311000,89,39,706,0,16980,0,0.0377
9892,102458,4.25,106000,76,21,643,0,30300,0,0.05
9893,102459,3.5,417000,54,13,732,0,0,0,0.0007
9894,102460,4.487,292000,80,38,667,0,28940,0,0.0281
9895,102462,3.875,162000,80,31,779,0,36540,0,0.055
9896,102463,4.375,105000,79,41,696,0,41700,0,0.1172
9897,102464,3.75,153000,57,7,805,0,28420,0,0.0072
9898,102465,3.875,223000,75,12,723,0,49340,0,0.0135
9899,102466,3.75,363000,80,22,785,0,16980,0,0.0083
9900,102467,3.5,362000,57,30,733,0,42660,0,0.002
9901,102468,4.375,176000,72,23,737,0,0,0,0.0297
9902,102469,4.0,167000,90,28,772,0,34980,0,0.0917
9903,102470,3.5,380000,65,31,729,0,31540,0,0.003
9904,102471,3.75,250000,80,30,724,0,0,0,0.0233
9905,102472,3.5,191000,66,31,727,0,47900,0,0.0143
9906,102473,4.0,315000,61,31,814,0,41940,0,0.0058
9907,102474,4.0,484000,48,38,745,0,41860,0,0.0007
9908,102475,4.0,574000,80,36,702,0,31080,0,0.0023
9909,102476,4.0,221000,75,50,720,0,21660,0,0.0428
9910,102477,3.625,268000,69,32,705,0,35620,0,0.0099
9911,102478,3.5,556000,49,30,777,0,41860,0,0.0003
9912,102479,3.625,164000,95,29,707,0,31140,0,0.097
9913,102480,3.75,264000,80,26,800,0,19100,0,0.0209
9914,102481,3.875,350000,74,23,800,0,31080,0,0.0071
9915,102482,3.625,218000,74,43,736,0,31080,0,0.0287
9916,102483,3.5,400000,58,50,765,0,41740,0,0.003
9917,102484,3.9,315000,60,29,682,0,14460,0,0.004
9918,102485,4.125,625000,59,36,708,0,35620,0,0.0004
9919,102486,4.25,76000,40,17,795,0,36420,0,0.008
9920,102487,4.0,168000,80,32,777,0,33340,0,0.0573
9921,102488,3.75,144000,85,42,702,0,44180,0,0.0949
9922,102489,3.5,368000,76,23,750,0,14460,0,0.0053
9923,102490,3.875,105000,78,39,750,0,25180,0,0.0895
9924,102491,4.99,192000,80,31,633,0,19100,0,0.0615
9925,102492,3.625,126000,97,44,731,0,43580,0,0.21
9926,102493,3.5,335000,67,20,761,0,0,0,0.0037
9927,102494,3.25,237000,80,43,769,0,0,0,0.0308
9928,102495,3.875,190000,63,37,686,0,35620,0,0.0163
9929,102496,3.375,202000,67,27,734,0,19100,0,0.0118
9930,102497,3.623,399000,67,28,801,0,41860,0,0.0032
9931,102498,3.625,222000,78,39,645,0,41180,0,0.0275
9932,102499,3.625,372000,87,27,771,0,47900,0,0.0125
9933,102500,4.25,67000,45,24,681,0,12420,0,0.012
9934,102501,3.5,417000,67,46,785,0,35620,0,0.0042
9935,102502,3.375,131000,73,42,767,0,0,0,0.0477
9936,102503,3.75,417000,56,50,795,0,41860,0,0.0028
9937,102504,3.625,280000,56,21,733,0,32780,0,0.0031
9938,102505,4.0,236000,67,33,735,0,41740,0,0.0148
9939,102506,3.75,354000,80,31,718,0,14460,0,0.0104
9940,102507,3.75,404000,58,27,760,0,14500,0,0.0017
9941,102508,4.125,332000,79,24,679,0,31420,0,0.0109
9942,102509,3.625,156000,78,27,700,0,44140,0,0.0358
9943,102510,4.0,456000,54,35,712,0,31080,0,0.0012
9944,102511,4.25,250000,74,31,699,0,24340,0,0.0207
9945,102512,3.625,195000,49,18,779,0,20220,0,0.0039
9946,102513,4.25,182000,85,36,762,1,16860,0,0.085
9947,102514,3.625,174000,76,23,771,0,19820,0,0.0275
9948,102515,4.0,192000,80,28,790,0,16980,0,0.0435
9949,102516,3.625,486000,81,42,750,0,41940,0,0.0052
9950,102517,3.625,114000,80,39,707,0,12220,0,0.0781
9951,102518,3.5,80000,30,40,646,0,41180,0,0.0043
9952,102519,3.375,211000,36,20,809,0,14500,0,0.0015
9953,102520,4.0,276000,60,44,754,0,35620,0,0.0099
9954,102521,3.625,435000,58,43,663,0,46520,0,0.0017
9955,102522,3.75,448000,81,27,745,0,47900,0,0.0048
9956,102523,3.75,400000,46,29,791,0,14500,0,0.0009
9957,102524,3.99,137000,85,36,695,0,18140,0,0.0948
9958,102525,3.75,200000,16,33,793,0,34980,0,0.0008
9959,102526,3.75,265000,80,17,721,0,19740,0,0.0142
9960,102527,3.75,143000,58,22,792,0,16980,0,0.0125
9961,102528,3.5,417000,53,44,721,0,31100,0,0.0015
9962,102529,4.0,150000,61,15,741,0,0,0,0.0123
9963,102530,4.0,175000,46,35,736,0,41860,0,0.007
9964,102531,3.625,113000,87,41,719,0,16220,0,0.1248
9965,102532,4.375,80000,80,35,703,1,26580,0,0.1281
9966,102533,3.25,342000,51,16,784,0,16300,0,0.001
9967,102534,3.625,353000,42,20,775,0,41860,0,0.0007
9968,102535,3.375,140000,55,24,796,0,0,0,0.0093
9969,102536,3.75,389000,88,44,751,0,34980,0,0.0196
9970,102537,3.75,160000,80,16,793,0,0,0,0.0353
9971,102538,3.625,174000,64,16,722,0,31080,0,0.01
9972,102539,3.75,406000,42,31,726,0,41740,0,0.0007
9973,102540,4.0,220000,51,50,680,0,31080,0,0.0094
9974,102541,3.5,417000,62,27,755,0,19740,0,0.0017
9975,102542,4.25,121000,84,28,673,0,42340,0,0.0896
9976,102543,4.125,94000,80,26,711,0,24860,0,0.0822
9977,102544,3.875,204000,84,30,752,0,35620,0,0.0472
9978,102545,3.625,328000,80,25,794,0,41740,0,0.0113
9979,102546,3.5,205000,76,31,727,0,0,0,0.0236
9980,102547,4.625,237000,90,39,684,0,16980,0,0.0873
9981,102548,4.25,78000,61,32,747,0,41180,0,0.0404
9982,102549,3.5,137000,57,25,796,0,25860,0,0.0119
9983,102550,3.375,107000,67,46,717,0,24500,0,0.0417
9984,102551,3.875,180000,77,33,762,0,19740,0,0.0413
9985,102552,4.375,65000,55,33,665,0,40140,0,0.0302
9986,102553,3.625,339000,68,29,757,0,41740,0,0.0052
9987,102554,4.125,84000,80,44,711,0,24860,0,0.1408
9988,102555,3.875,626000,53,48,754,0,31100,0,0.0004
9989,102556,4.375,349000,96,36,703,0,14460,0,0.0444
9990,102557,3.875,375000,79,37,731,0,14740,0,0.0107
9991,102558,4.0,282000,79,31,791,0,42660,0,0.0221
9992,102559,3.5,417000,60,21,707,0,14460,0,0.0012
9993,102560,3.75,417000,76,33,757,0,37980,0,0.0055
9994,102561,4.375,179000,70,43,698,0,33460,0,0.0424
9995,102562,3.75,273000,77,28,754,0,19100,0,0.016
9996,102563,3.875,210000,90,35,662,0,29100,0,0.0643
9997,102565,3.875,170000,84,39,718,0,19780,0,0.0743
9998,102566,4.0,406000,85,42,693,0,31080,0,0.014
9999,102567,3.99,329000,57,26,636,0,41860,0,0.0026
10000,102568,3.5,344000,82,19,793,0,14460,0,0.0089
10001,102569,3.625,208000,79,45,753,0,0,0,0.0454
10002,102570,3.625,372000,58,42,770,0,34980,0,0.0032
10003,102572,4.0,523000,75,29,732,0,41860,0,0.0021
10004,102573,3.875,139000,89,39,711,0,30460,0,0.1222
10005,102574,3.5,246000,67,27,722,0,0,0,0.0087
10006,102575,3.625,269000,60,14,703,0,19100,0,0.0033
10007,102576,4.125,386000,73,44,656,0,35620,0,0.0084
10008,102577,3.625,53000,80,34,747,0,0,0,0.1133
10009,102578,3.5,160000,80,27,710,0,0,0,0.0373
10010,102579,3.25,124000,66,44,662,0,0,0,0.028
10011,102580,4.0,98000,93,24,800,0,12420,0,0.1651
10012,102581,3.5,160000,52,22,732,0,18140,0,0.006
10013,102582,3.375,112000,78,26,816,0,0,0,0.0514
10014,102583,3.375,121000,70,32,717,0,20220,0,0.0302
10015,102584,3.8169999999999997,626000,49,19,781,0,41940,0,0.0001
10016,102585,3.875,208000,70,22,789,0,11460,0,0.0166
10017,102586,4.25,100000,74,29,652,0,36420,0,0.0587
10018,102587,3.875,265000,41,39,649,0,16980,0,0.0023
10019,102588,3.625,150000,72,34,756,0,34820,0,0.0347
10020,102590,3.99,83000,77,36,766,0,24580,0,0.0993
10021,102591,4.125,126000,78,16,735,0,0,0,0.0452
10022,102592,3.99,136000,80,37,704,0,16860,0,0.0747
10023,102593,3.375,415000,33,31,796,0,41860,0,0.0003
10024,102594,3.5,350000,54,31,731,0,41940,0,0.0019
10025,102595,3.5,351000,36,44,739,0,47900,0,0.0009
10026,102596,3.75,386000,52,43,707,0,31080,0,0.002
10027,102597,3.5,374000,90,34,749,0,35620,0,0.0164
10028,102598,3.75,97000,71,43,732,0,27140,0,0.0648
10029,102599,3.875,133000,69,32,640,0,41180,0,0.0298
10030,102600,4.125,100000,74,44,699,0,17140,0,0.0886
10031,102601,3.875,217000,77,29,796,0,40140,0,0.0291
10032,102603,3.5,308000,58,36,690,0,12940,0,0.0037
10033,102604,3.375,379000,66,30,771,0,41940,0,0.0031
10034,102605,3.875,83000,87,28,713,0,0,0,0.1235
10035,102606,3.5,168000,14,30,711,0,31080,0,0.0007
10036,102607,3.875,625000,25,42,772,0,31100,0,0.0001
10037,102608,3.875,156000,70,32,664,0,34980,0,0.0274
10038,102609,4.0,174000,80,30,794,0,12260,0,0.0532
10039,102610,3.875,510000,60,43,788,0,35620,0,0.0014
10040,102611,3.625,304000,75,22,779,0,13820,0,0.009
10041,102612,4.0,211000,94,28,757,0,29540,0,0.0813
10042,102613,4.25,109000,72,31,705,0,0,0,0.0557
10043,102614,3.5,320000,59,25,743,0,14460,0,0.0028
10044,102615,4.375,152000,64,18,636,0,38900,0,0.0164
10045,102616,3.5,275000,67,16,803,0,14460,0,0.0057
10046,102617,3.625,155000,44,45,730,0,14500,0,0.0079
10047,102618,3.625,382000,70,43,708,0,31100,0,0.0058
10048,102620,3.5,460000,35,42,801,0,37100,0,0.0004
10049,102621,3.875,270000,42,32,783,0,38900,0,0.0024
10050,102622,4.125,277000,74,38,692,0,33700,0,0.0189
10051,102623,3.875,255000,56,46,667,0,35620,0,0.0079
10052,102624,4.25,71000,85,30,753,0,36420,0,0.1588
10053,102625,4.0,57000,76,25,752,1,30020,0,0.0837
10054,102626,3.75,304000,80,27,723,0,14460,0,0.0139
10055,102628,4.0,111000,75,36,767,0,0,0,0.0725
10056,102629,4.5,536000,75,33,716,0,35620,0,0.0028
10057,102630,3.875,92000,71,50,774,0,30700,0,0.0917
10058,102631,3.625,440000,51,42,690,0,31100,0,0.0011
10059,102632,3.875,388000,56,35,629,0,31100,0,0.0019
10060,102633,4.0,598000,48,40,697,0,41860,0,0.0003
10061,102634,4.0,82000,75,20,669,0,25860,0,0.0505
10062,102635,4.25,200000,72,24,629,0,35620,0,0.02
10063,102636,4.875,141000,80,36,637,0,26620,0,0.0979
10064,102637,3.875,430000,47,32,729,0,14460,0,0.0008
10065,102638,4.125,413000,89,39,808,0,14460,0,0.0198
10066,102639,4.25,380000,80,38,674,0,41180,0,0.0125
10067,102640,3.625,550000,58,30,799,0,31080,0,0.0006
10068,102641,3.5,280000,70,42,820,0,31080,0,0.0143
10069,102642,4.0,110000,73,27,724,0,40380,0,0.0476
10070,102643,3.375,417000,95,42,800,0,14460,0,0.0201
10071,102644,4.0,354000,80,40,714,0,19740,0,0.0152
10072,102645,3.875,548000,68,48,724,0,35620,0,0.0018
10073,102646,4.25,399000,74,34,676,0,25060,0,0.0066
10074,102647,4.0,203000,70,45,675,0,12580,0,0.0296
10075,102648,3.625,274000,49,38,803,0,31080,0,0.0038
10076,102649,4.5,71000,80,28,680,0,37980,0,0.1172
10077,102650,4.125,417000,78,40,742,0,35620,0,0.0091
10078,102651,3.75,318000,67,33,770,0,0,0,0.0071
10079,102652,3.875,623000,75,21,769,0,31080,0,0.0008
10080,102653,3.875,98000,58,32,638,0,33660,0,0.0201
10081,102654,3.75,243000,88,36,811,0,38900,0,0.0536
10082,102655,3.5,125000,93,44,752,0,31180,0,0.1681
10083,102657,3.5,417000,65,45,755,0,12420,0,0.0034
10084,102658,4.25,463000,72,43,777,0,42100,0,0.0053
10085,102659,3.875,92000,16,45,804,0,39820,0,0.003
10086,102660,3.625,349000,74,37,708,0,0,0,0.0082
10087,102661,3.5,147000,73,29,705,0,17820,0,0.0284
10088,102662,3.875,274000,74,31,791,0,0,0,0.0162
10089,102663,3.625,291000,80,30,804,0,0,0,0.0178
10090,102664,4.125,433000,89,36,749,0,14460,0,0.0141
10091,102665,3.5,338000,49,45,717,0,35620,0,0.0023
10092,102666,3.875,170000,80,32,734,0,19820,0,0.0497
10093,102667,3.75,160000,58,33,684,0,0,0,0.0127
10094,102668,4.25,105000,39,43,657,0,33100,0,0.0102
10095,102669,3.5,392000,79,36,745,0,35620,0,0.0076
10096,102670,4.0,384000,80,39,760,0,42660,0,0.0125
10097,102672,3.875,28000,86,46,739,0,0,0,0.2664
10098,102673,4.25,158000,97,26,689,0,14460,0,0.1369
10099,102674,3.625,135000,60,15,653,0,12580,0,0.0093
10100,102675,3.99,139000,82,42,709,0,30340,0,0.0943
10101,102676,4.75,378000,66,24,639,0,47900,0,0.0044
10102,102677,4.25,230000,78,36,715,0,14460,0,0.0365
10103,102678,3.75,124000,52,39,681,0,35380,0,0.0138
10104,102679,4.25,80000,46,42,654,0,0,0,0.0184
10105,102680,4.0,95000,52,19,723,0,0,0,0.012
10106,102681,3.625,162000,62,35,678,0,28140,0,0.0157
10107,102682,3.625,304000,80,14,787,0,14460,0,0.0099
10108,102683,3.75,60000,44,27,755,0,49660,0,0.0112
10109,102684,4.125,168000,77,45,685,0,29180,0,0.0637
10110,102685,4.0,147000,75,45,694,0,35380,0,0.0633
10111,102686,3.5,400000,73,26,783,0,14500,0,0.0039
10112,102687,3.75,135000,58,32,789,0,10900,0,0.0177
10113,102688,4.0,200000,40,47,743,0,25540,0,0.0057
10114,102689,4.25,204000,60,37,642,0,39300,0,0.0138
10115,102690,3.5,176000,70,40,725,0,19740,0,0.0266
10116,102691,4.0,104000,73,25,796,0,44180,0,0.0526
10117,102692,4.0,120000,69,28,689,0,13980,0,0.0339
10118,102693,3.875,233000,84,17,806,0,17140,0,0.0284
10119,102695,3.625,401000,52,17,776,0,16980,0,0.0009
10120,102696,3.625,391000,54,31,798,0,16980,0,0.0016
10121,102697,3.75,302000,69,32,715,0,42020,0,0.0082
10122,102698,3.75,185000,78,26,718,0,24580,0,0.0304
10123,102700,3.6,112000,80,31,719,0,12060,0,0.0642
10124,102701,4.375,350000,85,40,731,0,14460,0,0.0265
10125,102702,4.0,237000,90,40,709,0,41700,0,0.0685
10126,102703,3.625,275000,75,44,770,0,22660,0,0.0211
10127,102705,3.875,123000,80,38,809,0,32900,0,0.093
10128,102706,3.99,317000,61,45,734,0,19740,0,0.0075
10129,102707,4.0,81000,77,45,675,1,0,0,0.1125
10130,102708,3.75,295000,74,16,793,0,26900,0,0.0084
10131,102709,3.75,226000,80,38,746,1,30780,0,0.0364
10132,102710,4.25,95000,85,24,644,0,28940,0,0.0991
10133,102711,4.375,226000,65,26,672,0,35380,0,0.0128
10134,102712,4.0,437000,76,26,790,0,42660,0,0.0046
10135,102713,3.875,162000,80,20,790,1,40060,0,0.0413
10136,102714,4.0,526000,78,35,726,0,34900,0,0.003
10137,102715,4.125,417000,95,36,745,0,12580,0,0.023
10138,102716,3.625,417000,77,35,742,0,41740,0,0.0057
10139,102717,4.0,110000,68,15,784,1,35300,0,0.0276
10140,102718,3.625,155000,93,32,725,0,49340,0,0.1028
10141,102719,4.0,93000,69,27,686,0,28420,0,0.0404
10142,102720,3.75,457000,64,39,693,0,31100,0,0.002
10143,102721,3.75,513000,60,31,786,0,41860,0,0.0009
10144,102722,3.75,127000,95,28,815,0,19100,0,0.1514
10145,102723,3.75,309000,79,41,723,0,33860,0,0.0187
10146,102725,3.75,143000,75,39,773,0,26900,0,0.055
10147,102726,3.375,56000,27,31,801,0,16220,0,0.004
10148,102727,3.875,88000,80,43,746,0,41700,0,0.1248
10149,102728,3.625,135000,80,31,765,0,0,0,0.0584
10150,102729,4.0,313000,71,45,689,0,14460,0,0.0135
10151,102730,4.25,417000,75,44,679,0,31100,0,0.0082
10152,102731,3.875,553000,75,31,776,0,41860,0,0.0018
10153,102732,3.375,103000,66,44,762,0,16700,0,0.041
10154,102733,3.625,186000,76,35,728,0,27740,0,0.0328
10155,102734,3.75,75000,65,23,690,0,0,0,0.029
10156,102735,3.625,121000,76,17,735,0,24860,0,0.0333
10157,102736,3.75,371000,87,37,781,0,16980,0,0.0182
10158,102737,4.125,170000,97,42,779,0,0,0,0.1982
10159,102738,3.875,125000,29,28,744,0,40900,0,0.0028
10160,102739,3.75,219000,77,16,750,0,21060,0,0.0173
10161,102740,4.49,284000,80,26,660,0,31080,0,0.0211
10162,102741,3.75,108000,74,21,801,0,26900,0,0.043
10163,102742,3.75,129000,95,30,790,0,36540,0,0.1517
10164,102743,3.75,198000,52,45,760,0,25060,0,0.0103
10165,102744,3.5,406000,53,24,741,0,16980,0,0.0009
10166,102745,3.875,152000,63,32,781,0,41180,0,0.0221
10167,102746,4.0,269000,60,45,643,0,47900,0,0.0091
10168,102747,3.875,251000,79,34,668,0,35620,0,0.0238
10169,102748,4.0,60000,56,32,636,0,38540,0,0.0255
10170,102749,3.5,344000,60,26,708,0,14500,0,0.0024
10171,102750,4.125,120000,75,41,677,0,30780,0,0.0723
10172,102751,4.75,360000,80,39,675,0,39300,0,0.0196
10173,102752,3.625,210000,63,44,783,0,14460,0,0.0173
10174,102753,3.5,303000,65,14,817,0,41940,0,0.0039
10175,102754,3.625,92000,88,34,755,0,46340,0,0.1344
10176,102755,4.5,348000,80,33,683,0,35620,0,0.0161
