iter	Logloss
134	0.474960283
135	0.474186274
136	0.4734629759
137	0.4726382213
138	0.4717445694
139	0.4709051306
140	0.4704197297
141	0.4697002266
142	0.469081685
143	0.4683326122
144	0.4674845854
145	0.4670364123
146	0.4661350889
147	0.4656237021
148	0.4649570605
149	0.4645744236
150	0.4640284259
151	0.4632357228
152	0.4625301897
153	0.461992089
154	0.4613835921
155	0.4608073624
156	0.4603612481
157	0.4597445619
158	0.4590057159
159	0.458297671
160	0.4578484256
161	0.4573414466
162	0.4565268166
163	0.4560465289
164	0.4555623033
165	0.4552801513
166	0.4548999887
167	0.454209423
168	0.4537538276
169	0.4530872786
170	0.4525253688
171	0.4519640999
172	0.4512334242
173	0.4507960096
174	0.4500582619
175	0.4494940365
176	0.4489172356
177	0.4484881546
178	0.4478294641
179	0.4472124004
180	0.4464427257
181	0.4456869939
182	0.4450058301
183	0.4445019816
184	0.4438740772
185	0.443298156
186	0.4429022936
187	0.4423219545
188	0.4418932319
189	0.441407436
190	0.4409098388
191	0.4400360381
192	0.4397391595
193	0.4393880015
194	0.4387235059
195	0.4383770996
196	0.4379917646
197	0.4372834493
198	0.4368662201
199	0.4362448354
200	0.4359023865
201	0.4353975256
202	0.4348549139
203	0.4344952249
204	0.4340194747
205	0.433396125
206	0.4332613688
207	0.4329454846
208	0.4325170851
209	0.4320415792
210	0.4317404035
211	0.4313891651
212	0.4308420136
213	0.430486536
214	0.4299480287
215	0.4295585294
216	0.4290709692
217	0.4286553573
218	0.427916646
219	0.4275566367
220	0.426709429
221	0.4261604595
222	0.4257959627
223	0.425302766
224	0.4248406847
225	0.4243787096
226	0.4237672587
227	0.4233489096
228	0.4229264991
229	0.4224494857
230	0.4219568943
231	0.4217451437
232	0.4214475576
233	0.4210365486
234	0.420638019
235	0.4203403065
236	0.4199255597
237	0.4195154205
238	0.4192710135
239	0.4188282443
240	0.4184804374
241	0.4180552262
242	0.4177817954
243	0.4173805665
244	0.4169516039
245	0.4165847784
246	0.4161774947
247	0.4158201149
248	0.4155568898
249	0.4151053144
250	0.4146984345
251	0.4142168673
252	0.4138909669
253	0.4135096793
254	0.4131727339
255	0.4127138069
256	0.4123963853
257	0.4120636886
258	0.4116922423
259	0.4114155076
260	0.4109459537
261	0.410432831
262	0.4101335109
263	0.4097107457
264	0.4092344447
265	0.4087691227
266	0.4084700719
267	0.4081669826
268	0.4077894577
269	0.4073998477
270	0.4070164793
271	0.4066128904
272	0.4062186116
273	0.4058213198
274	0.4055467549
275	0.4052111547
276	0.4049517832
277	0.404726437
278	0.4043348021
279	0.4038914217
280	0.4035759679
281	0.403119509
282	0.4028279153
283	0.4022422021
284	0.401751834
285	0.4013141552
286	0.4009021663
287	0.400555212
288	0.4002685289
289	0.3998649312
290	0.399405896
291	0.3992021718
292	0.398840292
293	0.3986450223
294	0.3983497586
295	0.3979772351
296	0.397459459
297	0.397108847
298	0.3967596096
299	0.3964003081
300	0.3959221555
301	0.3956059841
302	0.395088448
303	0.3948604162
304	0.3945106119
305	0.3943978969
306	0.3940298454
307	0.3938891671
308	0.3934951838
309	0.3930898461
310	0.3927788245
311	0.3925492624
312	0.3922684262
313	0.3918342608
314	0.3915728988
315	0.3913659314
316	0.3909208161
317	0.390590704
318	0.390245781
319	0.3897623658
320	0.3893194183
321	0.3886884246
322	0.3883762216
323	0.3879965342
324	0.3878172482
325	0.3875892368
326	0.3868949482
327	0.3867344523
328	0.3865097091
329	0.3861745249
330	0.3860340702
331	0.3857893821
332	0.385481841
333	0.3849834505
334	0.384781145
335	0.3841975425
336	0.3838611973
337	0.3835112015
338	0.3832323722
339	0.3829691571
340	0.3827283115
341	0.3821527165
342	0.3818356524
343	0.3814943386
344	0.3812521205
345	0.381040724
346	0.3806141752
347	0.3801078464
348	0.3798287656
349	0.3796374635
350	0.3794061154
351	0.3792319141
352	0.3786945862
353	0.3784800843
354	0.3780311688
355	0.3776084024
356	0.37738347
357	0.377151372
358	0.3769898941
359	0.3766359289
360	0.3765302059
361	0.376362496
362	0.3760326048
363	0.3757665867
364	0.375553572
365	0.3752239543
366	0.3750282406
367	0.37469016
368	0.374342759
369	0.3741287985
370	0.373909795
371	0.3738010352
372	0.3733609204
373	0.3731035531
374	0.3728062547
375	0.3724662781
376	0.3722506579
377	0.3719574538
378	0.3717220426
379	0.3714258177
380	0.370998062
381	0.3707154916
382	0.3704968162
383	0.3702489386
384	0.369785631
385	0.369504646
386	0.3692542078
387	0.3691100103
388	0.3688451048
389	0.368684802
390	0.3682482567
391	0.3679774457
392	0.3677048334
393	0.3673440255
394	0.3670990718
395	0.3668211606
396	0.3666148858
397	0.366336763
398	0.3659734945
399	0.3657875243
400	0.3653795691
401	0.3651374545
402	0.3649063085
403	0.3645926936
404	0.3644630165
405	0.364248799
406	0.3639842832
407	0.3637877044
408	0.3633526839
409	0.3632221151
410	0.3630138374
411	0.3628125255
412	0.3622940056
413	0.3618817201
414	0.361746747
415	0.361434296
416	0.3612094193
417	0.3610145456
418	0.3608962828
419	0.3605589622
420	0.3603285907
421	0.3600147216
422	0.3598852072
423	0.359757395
424	0.3595936535
425	0.3593254799
426	0.3591519998
427	0.3589148974
428	0.358599914
429	0.3584565153
430	0.3581062444
431	0.3578613079
432	0.3577088037
433	0.3574489234
434	0.357251469
435	0.356743125
436	0.3564413159
437	0.3561169226
438	0.3559156072
439	0.355772552
440	0.3556293738
441	0.3553912455
442	0.3552108093
443	0.3549744834
444	0.3545195347
445	0.3542846705
446	0.3541366617
447	0.3534679949
448	0.3531736191
449	0.3527727018
450	0.3525388885
451	0.3521768835
452	0.3519013749
453	0.3515746027
454	0.3514960723
455	0.3510545483
456	0.3507773679
457	0.3504222948
458	0.3502414939
459	0.3501427611
460	0.3498140265
461	0.3494916543
462	0.3491449305
463	0.348730655
464	0.3485004745
465	0.3482424004
466	0.3479720484
467	0.3477396986
468	0.3474910624
469	0.3471567559
470	0.3469450282
471	0.3468521177
472	0.3467474184
473	0.3466136358
474	0.3464580177
475	0.3461751658
476	0.345963164
477	0.3456540039
478	0.3452624423
479	0.3448826912
480	0.3444286966
481	0.3442263391
482	0.3441036652
483	0.3437450769
484	0.3436201112
485	0.3435202393
486	0.3432952437
487	0.3431819539
488	0.3425356005
489	0.3422506954
490	0.3418551087
491	0.3417084922
492	0.341454123
493	0.3413069638
494	0.3410615226
495	0.340697172
496	0.3405072253
497	0.3403522436
498	0.340252841
499	0.3398663807
500	0.3396367706
501	0.3390427947
502	0.338922784
503	0.3386003074
504	0.338438002
505	0.3381705063
506	0.3380300407
507	0.3375876431
508	0.3372591426
509	0.3369031266
510	0.3367612256
511	0.3365873423
512	0.3360504971
513	0.3358435529
514	0.3356226759
515	0.3353917469
516	0.3352445905
517	0.3349192634
518	0.3346604697
519	0.3342555044
520	0.3341256134
521	0.3338370482
522	0.3337024887
523	0.3335481204
524	0.333327056
525	0.3330686139
526	0.3327870476
527	0.3324537877
528	0.3322181617
529	0.3321110652
530	0.3316455682
531	0.3315417974
532	0.3313483421
533	0.3311873954
534	0.3311175415
535	0.3310078959
536	0.3308712517
537	0.330682185
538	0.3305031835
539	0.3300175138
540	0.3296449649
541	0.3293158228
542	0.3292088569
543	0.3289909171
544	0.3287461658
545	0.3284656062
546	0.3281163191
547	0.327609625
548	0.3271865212
549	0.3269468482
550	0.3266126282
551	0.3263541588
552	0.3261611204
553	0.3259312025
554	0.32575474
555	0.3255115204
556	0.3252613823
557	0.324936023
558	0.3245116782
559	0.3242510606
560	0.324086447
561	0.3240044924
562	0.3235848117
563	0.3233015332
564	0.3230939421
565	0.322890469
566	0.3226434827
567	0.3223630336
568	0.32208888
569	0.321822262
570	0.3216303758
571	0.3213102887
572	0.3209633323
573	0.3207286062
574	0.3203962066
575	0.3201182669
576	0.3199266632
577	0.3196477091
578	0.3194954537
579	0.3192348778
580	0.3189936238
581	0.3186789935
582	0.3185072282
583	0.318269881
584	0.3179914824
585	0.3177447029
586	0.3174900715
587	0.3170853341
588	0.3168038868
589	0.3167138597
590	0.3164531561
591	0.316061564
592	0.3159373321
593	0.3157318257
594	0.3155333698
595	0.3152908641
596	0.3150682515
597	0.3147478128
598	0.3145376077
599	0.3142277172
600	0.3138584004
601	0.3136535096
602	0.3135059465
603	0.3133928776
604	0.3132255077
605	0.3130748401
606	0.3128258325
607	0.3126560994
608	0.3125582892
609	0.3123426457
610	0.312209915
611	0.3119748583
612	0.3118614186
613	0.3113983754
614	0.3112478616
615	0.3111400117
616	0.310987517
617	0.3107781045
618	0.3105376312
619	0.310463351
620	0.3101067362
621	0.3099563078
622	0.3099071839
623	0.3096854889
624	0.3094669906
625	0.3091684884
626	0.3090295542
627	0.308686936
628	0.3085859928
629	0.308392868
630	0.308093926
631	0.3077300897
632	0.3075221966
633	0.3072279231
634	0.307011021
635	0.3066916775
636	0.3066179975
637	0.3062902143
638	0.3059149969
639	0.3056780411
640	0.3055849755
641	0.3051743278
642	0.305002642
643	0.3046962724
644	0.3044998503
645	0.3042569996
646	0.3039253954
647	0.3037539071
648	0.3034766218
649	0.3032044735
650	0.3030068203
651	0.3026580209
652	0.3023445253
653	0.3021646082
654	0.3019872684
655	0.3017087837
656	0.3015361059
657	0.3013382029
658	0.3012011359
659	0.3009398695
660	0.3007002404
661	0.3003989076
662	0.2999409333
663	0.2995955794
664	0.2992412298
665	0.2991041559
666	0.2987742745
667	0.2985066486
668	0.298391262
669	0.2982491611
670	0.2980077669
671	0.2977011706
672	0.2975288352
673	0.2972249693
674	0.296947345
675	0.2966696445
676	0.2963965332
677	0.2961917936
678	0.2960713797
679	0.2956818062
680	0.2956183011
681	0.2951886995
682	0.2949999605
683	0.2948193453
684	0.2944401289
685	0.2942411796
686	0.2942213839
687	0.2940126342
688	0.2937402182
689	0.2936080359
690	0.2934180218
691	0.2932037988
692	0.2929955799
693	0.2926031143
694	0.2921744499
695	0.2920690605
696	0.2916990585
697	0.2913056455
698	0.2911644417
699	0.2908519573
700	0.2906244639
701	0.2902921168
702	0.2900330614
703	0.2897274197
704	0.2896287514
705	0.2893931331
706	0.2893652356
707	0.2892034888
708	0.2888773027
709	0.2885510041
710	0.2883223067
711	0.2881294785
712	0.2876995469
713	0.2874472057
714	0.2872631281
715	0.2870110221
716	0.2868081865
717	0.2865929432
718	0.2864911369
719	0.2863136839
720	0.2860960336
721	0.2858274255
722	0.2855275225
723	0.2852193911
724	0.2850067662
725	0.2845669741
726	0.2842721379
727	0.2841146538
728	0.284005588
729	0.2837682084
730	0.2833739733
731	0.2830259258
732	0.2829626143
733	0.2826882223
734	0.2821460724
735	0.2821243169
736	0.2819107445
737	0.2817118963
738	0.2814862085
739	0.2811087148
740	0.2808940615
741	0.2806545945
742	0.2804399376
743	0.2801051524
744	0.2797949716
745	0.2796462197
746	0.2795000591
747	0.2791872367
748	0.2789908231
749	0.2786798027
750	0.2785705277
751	0.2783191943
752	0.2780965886
753	0.2779092649
754	0.277752826
755	0.2774306167
756	0.2772092078
757	0.2770140229
758	0.2768130518
759	0.2767879197
760	0.2766694823
761	0.2764664919
762	0.2761611844
763	0.2759590177
764	0.2758896422
765	0.2757477253
766	0.2756232743
767	0.2754597384
768	0.2751535934
769	0.274890761
770	0.2747915846
771	0.2745093739
772	0.2742425511
773	0.2740658818
774	0.2738254836
775	0.2736767934
776	0.2735349097
777	0.2732130324
778	0.2729530369
779	0.2728284185
780	0.2726812728
781	0.2723447087
782	0.2721804381
783	0.2721389345
784	0.2720261505
785	0.2719331127
786	0.2718542122
787	0.2715589767
788	0.2713635311
789	0.2712307783
790	0.2709936731
791	0.2708764041
792	0.2705852433
793	0.270324695
794	0.2702365952
795	0.2701367016
796	0.270109782
797	0.2700029131
798	0.2699720008
799	0.2697181926
800	0.2695939362
801	0.2691659103
802	0.2688403663
803	0.268672695
804	0.2684315855
805	0.2682201028
806	0.2679780732
807	0.2679628099
808	0.2679392234
809	0.2679170219
810	0.2675444626
811	0.2672677113
812	0.2671799255
813	0.2669851013
814	0.2667753463
815	0.2665366068
816	0.2662373778
817	0.2660176618
818	0.2657996806
819	0.2656254121
820	0.2656120166
821	0.265535499
822	0.2652652415
823	0.2651121987
824	0.2649196515
825	0.2646187656
826	0.2643717539
827	0.2643192534
828	0.2641875669
829	0.2639865068
830	0.263713571
831	0.2635667085
832	0.2633096196
833	0.2632696029
834	0.2628708791
835	0.2625441864
836	0.262422686
837	0.2622026624
838	0.2621201703
839	0.2619388338
840	0.26192482
841	0.2616178122
842	0.261475096
843	0.2612078533
844	0.2609954534
845	0.2606386216
846	0.260409586
847	0.2600944072
848	0.2598383645
849	0.2595780321
850	0.2593978889
851	0.259216902
852	0.2589935198
853	0.2587796083
854	0.2584680405
855	0.2582865954
856	0.2579054786
857	0.2577825717
858	0.2575026089
859	0.2572602143
860	0.2570854365
861	0.2568344211
862	0.2566547899
863	0.2562358666
864	0.256219343
865	0.2559929218
866	0.2559212348
867	0.2556261497
868	0.2553827739
869	0.2551636518
870	0.2549232657
871	0.2549002237
872	0.2545141036
873	0.2541725509
874	0.2539947369
875	0.2537761295
876	0.2537544282
877	0.2537261843
878	0.2534688103
879	0.2531345253
880	0.2529307067
881	0.2527397762
882	0.2525208355
883	0.2522508145
884	0.2522351494
885	0.2520458027
886	0.2518127372
887	0.2515706432
888	0.2515293795
889	0.2512971584
890	0.2509989421
891	0.2508214433
892	0.2507991547
893	0.2506165967
894	0.2504023796
895	0.2501289956
896	0.2497993018
897	0.2496356814
898	0.2494371968
899	0.2491182741
900	0.2487672619
901	0.2485168055
902	0.248500098
903	0.2481745797
904	0.2479638693
905	0.2479485584
906	0.2478023886
907	0.2475877118
908	0.2474347834
909	0.247180916
910	0.2471636586
911	0.2471487555
912	0.246786828
913	0.2465933396
914	0.2463539426
915	0.2462610075
916	0.2462457023
917	0.2460605288
918	0.2458637208
919	0.2456198676
920	0.2452608981
921	0.2452342835
922	0.2449732243
923	0.2446887078
924	0.2446541233
925	0.2445032124
926	0.2442621975
927	0.2440147318
928	0.2439510322
929	0.2437014705
930	0.2434245555
931	0.2434034625
932	0.2432504362
933	0.242906224
934	0.2425940444
935	0.2421900265
936	0.2419559959
937	0.2416525891
938	0.241465532
939	0.2412015455
940	0.2409225701
941	0.2407253933
942	0.2405297336
943	0.2401559558
944	0.2399138442
945	0.2396851756
946	0.2394243446
947	0.239248018
948	0.2389030246
949	0.2387902525
950	0.2387779043
951	0.2385432602
952	0.2382620891
953	0.2381114404
954	0.2378615355
955	0.2378479297
956	0.2378352299
957	0.2375848973
958	0.2373363881
959	0.2370653529
960	0.2368480538
961	0.2366926268
962	0.2365453212
963	0.2363050757
964	0.236116955
965	0.2359388658
966	0.2356274532
967	0.2351680413
968	0.2350567494
969	0.2348838373
970	0.2346825065
971	0.2344305623
972	0.2341572134
973	0.2341388201
974	0.2338753425
975	0.2336819495
976	0.2335005266
977	0.2332028459
978	0.2330823129
979	0.2328080781
980	0.2325979967
981	0.2325829747
982	0.2324047468
983	0.2321585932
984	0.2319790945
985	0.2317167466
986	0.2315362041
987	0.231210866
988	0.2310747367
989	0.2307412728
990	0.2305514426
991	0.2303096427
992	0.2300786466
993	0.2298841643
994	0.229868859
995	0.2296626001
996	0.2294511121
997	0.2291361629
998	0.2291271872
999	0.2288876915
