iter	Logloss
0	0.6890186396
1	0.6848714942
2	0.6812585782
3	0.6779265576
4	0.6743728552
5	0.6709567696
6	0.6675453928
7	0.6646325405
8	0.6617984831
9	0.6582959698
10	0.6551281824
11	0.652292082
12	0.6495597912
13	0.6466320333
14	0.6435826374
15	0.6400624494
16	0.6373611686
17	0.6342941858
18	0.6314055071
19	0.6286170283
20	0.6256928936
21	0.6236835838
22	0.621494931
23	0.6192749124
24	0.6172363792
25	0.6151919519
26	0.6127974918
27	0.6101990375
28	0.6083860999
29	0.60597212
30	0.6036519858
31	0.6012279292
32	0.5999862147
33	0.5977912568
34	0.595315538
35	0.5924143073
36	0.5905028641
37	0.5891909222
38	0.5879201628
39	0.5858764098
40	0.5839586315
41	0.5823395863
42	0.5805441596
43	0.5786655913
44	0.5764871925
45	0.5748177182
46	0.5730959206
47	0.570816581
48	0.5689361556
49	0.5671400421
50	0.5653277852
51	0.5636028527
52	0.562340676
53	0.5604492457
54	0.5589361035
55	0.5575554641
56	0.5557805902
57	0.5541513867
58	0.55220608
59	0.5506604645
60	0.5497355653
61	0.5486410371
62	0.5472853864
63	0.5458393233
64	0.5449978727
65	0.5436491882
66	0.5422779271
67	0.540535728
68	0.5392983077
69	0.5378541985
70	0.5368292517
71	0.5358312128
72	0.534678643
73	0.5334537932
74	0.5322013044
75	0.5309228649
76	0.5297301682
77	0.5285556328
78	0.5275024412
79	0.5261962227
80	0.525080592
81	0.5241663289
82	0.5230649596
83	0.5215481069
84	0.5207249636
85	0.5197435637
86	0.5182716729
87	0.5170658604
88	0.5158132876
89	0.5143182213
90	0.5132617042
91	0.5119653291
92	0.510587487
93	0.5096611288
94	0.5086132552
95	0.5073610007
96	0.5062983507
97	0.5051567673
98	0.5041839928
99	0.5035248848
100	0.5025084867
101	0.5018067186
102	0.5011796862
103	0.5003409581
104	0.4993134064
105	0.4984940751
106	0.4974172461
107	0.4965918662
108	0.4956820274
109	0.4949327304
110	0.4938950432
111	0.493151647
112	0.4920765141
113	0.4911918465
114	0.4904231856
115	0.4894597117
116	0.4886541697
117	0.4880624252
118	0.4872480367
119	0.4865917517
120	0.4855675742
121	0.4848838969
122	0.48437809
123	0.4838971531
124	0.4833199402
125	0.4823813157
126	0.4816737523
127	0.4809559249
128	0.4799413113
129	0.4791262255
130	0.4783626686
131	0.4773049557
132	0.476424935
133	0.4757147158
