iter	RMSE
0	0.07192217929
1	0.07135830504
2	0.07081231783
3	0.0703115495
4	0.0698050179
5	0.06936117657
6	0.06890193246
7	0.06851474151
8	0.06811269707
9	0.06772634412
10	0.06736026681
11	0.06701904252
12	0.06666571275
13	0.06632675865
14	0.06602793754
15	0.06571712354
16	0.06543354475
17	0.06515271736
18	0.06485481379
19	0.06461208061
20	0.06435507525
21	0.06407813881
22	0.06385617095
23	0.06366494249
24	0.06345306545
25	0.06324485944
26	0.06305893422
27	0.06287810226
28	0.06268369585
29	0.0625184386
30	0.0623680752
31	0.06219802026
32	0.06204347772
33	0.06187231612
34	0.06173522292
35	0.06154959299
36	0.06141519476
37	0.06128018276
38	0.06117561493
39	0.06104818067
40	0.06093841379
41	0.06081651798
42	0.06071231492
43	0.06059712049
44	0.06048782053
45	0.06039652414
46	0.06031743235
47	0.06018119571
48	0.06008945389
49	0.06000394983
50	0.05985607574
51	0.05977581416
52	0.05963808141
53	0.05951725695
54	0.05944470051
55	0.05937492528
56	0.05930584985
57	0.05918975592
58	0.05907908692
59	0.05900083192
60	0.05893834116
61	0.05882645539
62	0.05876179415
63	0.05867975633
64	0.05862492708
65	0.05851293705
66	0.05845703491
67	0.0584120295
68	0.05832928873
69	0.05825141429
70	0.05820009507
71	0.05816715064
72	0.05811070633
73	0.0580632582
74	0.05801827562
75	0.05796794582
76	0.05792705245
77	0.05787573256
78	0.05779432997
79	0.05775370657
80	0.05770321466
81	0.05764221986
82	0.05756951603
83	0.05753808633
84	0.05747990722
85	0.05744116226
86	0.05737132418
87	0.05733396991
88	0.0572545717
89	0.05719218838
90	0.05715316745
91	0.05711404496
92	0.05707158924
93	0.05704228548
94	0.05699028353
95	0.05696218912
96	0.05693244113
97	0.05690156565
98	0.05687002415
99	0.05680985937
100	0.05677666237
101	0.05672204494
102	0.05668819325
103	0.05665707836
104	0.0566273539
105	0.05658043183
106	0.05655586156
107	0.05652397951
108	0.05649730493
109	0.05646931483
110	0.05644917549
111	0.05641662695
112	0.05639247492
113	0.0563333767
114	0.05629790107
115	0.05624218746
116	0.05621585032
117	0.0561824059
118	0.05615850339
119	0.05613788447
120	0.0561199639
121	0.05609670468
122	0.05606714076
123	0.05604233882
124	0.0560191237
125	0.05597254206
126	0.05594150205
127	0.05591617735
128	0.0559003694
129	0.05584738943
130	0.05582602247
131	0.05578976709
132	0.05576462703
133	0.0557427907
134	0.05570345059
135	0.05567577917
136	0.05565167824
137	0.05562122219
138	0.05560520684
139	0.05557995653
140	0.05556219924
141	0.0555334006
142	0.05550754302
143	0.05549348743
144	0.05546166964
145	0.05544891822
146	0.05543508612
147	0.05542274661
148	0.05540043422
149	0.05536422628
150	0.05535082304
151	0.05531660805
152	0.0552812343
153	0.05526962179
154	0.05524670176
155	0.05521925598
156	0.05519720918
157	0.05518061721
158	0.05515009536
159	0.05512914985
160	0.05508862551
161	0.05506318753
162	0.05504437457
163	0.05502216046
164	0.05500966902
165	0.0549900618
166	0.05497259974
167	0.05494563968
168	0.05491661474
169	0.05489408927
170	0.05486699173
171	0.05485129952
172	0.05482055527
173	0.05480984178
174	0.05478998746
175	0.05477372573
176	0.05475123273
177	0.05473578687
178	0.05470978898
179	0.05469474797
180	0.05467855969
181	0.05466326759
182	0.05464017612
183	0.05462848669
184	0.05459370744
185	0.05457456991
186	0.05455956301
187	0.0545383281
188	0.05450243299
189	0.05448673172
190	0.05447322608
191	0.0544580256
192	0.05444104957
193	0.05443013851
194	0.05440289251
195	0.05438262158
196	0.05437121911
197	0.05435939672
198	0.05433807347
199	0.05431473989
200	0.05429373629
201	0.05428312111
202	0.05425973212
203	0.05423595938
204	0.0542186631
205	0.05420612398
206	0.05419286256
207	0.0541837006
208	0.05417189621
209	0.05414588121
210	0.05412965255
211	0.05411127345
212	0.05409669299
213	0.05408147354
214	0.05406912951
215	0.05405123052
216	0.05404158928
217	0.05402185835
218	0.05400637368
219	0.05398871831
220	0.05398052422
221	0.05396942938
222	0.05396177945
223	0.0539352861
224	0.05391965616
225	0.05390666063
226	0.05389392325
227	0.05387055529
228	0.05385110067
229	0.05383455041
230	0.05382590047
231	0.05381840252
232	0.05380327979
233	0.05378521623
234	0.05376904004
235	0.05375091234
236	0.05374559333
237	0.05371866916
238	0.05370274626
239	0.05368657019
240	0.05367146766
241	0.05365787318
242	0.05364748642
243	0.05363594162
244	0.05362648453
245	0.05361327373
246	0.05360719385
247	0.05359388516
248	0.05358448862
249	0.0535801165
250	0.0535593658
251	0.05354725428
252	0.05353447441
253	0.05352269922
254	0.05350572939
255	0.05349516255
256	0.05347063131
257	0.05345201227
258	0.05343719656
259	0.05342583975
260	0.05341446666
261	0.05340067914
262	0.05338543295
263	0.05337419762
264	0.05335507994
265	0.05334519877
266	0.05333775846
267	0.05332768297
268	0.05330997063
269	0.05330324642
270	0.05328800125
271	0.05327189621
272	0.05325686278
273	0.05324088482
274	0.05323390369
275	0.05322448018
276	0.05321784708
277	0.05319677853
278	0.05318926438
279	0.05317877029
280	0.05315803983
281	0.05314785424
282	0.05313838277
283	0.05312752754
284	0.05311192028
285	0.05310147737
286	0.05309252243
287	0.05308224335
288	0.0530649288
289	0.05305107453
290	0.0530442407
291	0.05302825711
292	0.05301477007
293	0.05299996181
294	0.05299002555
295	0.05297522447
296	0.05296346801
297	0.05294554487
298	0.05293848488
299	0.05292522917
300	0.05291709989
301	0.05290666348
302	0.05289325683
303	0.0528911338
304	0.05287783206
305	0.05285667832
306	0.05284146783
307	0.05282658708
308	0.05281328861
309	0.05280549668
310	0.0527955766
311	0.05278727423
312	0.05277863225
313	0.05276258393
314	0.05274814064
315	0.05273759821
316	0.0527219636
317	0.0527131807
318	0.05270133944
319	0.05268750726
320	0.05267780728
321	0.05265674679
322	0.05264709
323	0.05262821477
324	0.0526204506
325	0.05261234941
326	0.05259787329
327	0.05258934401
328	0.05258216806
329	0.0525717145
330	0.05255112163
331	0.05255000473
332	0.0525347467
333	0.05252820371
334	0.05251786742
335	0.05250901882
336	0.05250137438
337	0.05249051975
338	0.05248919602
339	0.05247323101
340	0.05245825325
341	0.05244724455
342	0.05244533691
343	0.05243652669
344	0.05243015406
345	0.05242051701
346	0.05241114476
347	0.05240189095
348	0.05239352401
349	0.05238427998
350	0.05237101745
351	0.05236328709
352	0.05234660872
353	0.05234001334
354	0.05232775554
355	0.0523266533
356	0.05231806616
357	0.05230624455
358	0.05229919909
359	0.05228414841
360	0.05227522436
361	0.05227293263
362	0.05227100744
363	0.05225952645
364	0.05225204651
365	0.05225039792
366	0.05223392881
367	0.05221149562
368	0.05220227295
369	0.05218430834
370	0.05218065196
371	0.05217881431
372	0.05217777038
373	0.05217579275
374	0.05216383192
375	0.05215012635
376	0.0521473651
377	0.05214048422
378	0.05212339421
379	0.05211773327
380	0.05211112037
381	0.05210825328
382	0.05209199948
383	0.0520831609
384	0.05206908651
385	0.05206573167
386	0.05206380137
387	0.05205491254
388	0.05204388769
389	0.05204050355
390	0.05203156938
391	0.05202328275
392	0.0520108739
393	0.05200910041
394	0.05199249987
395	0.0519872681
396	0.05197962524
397	0.0519778985
398	0.0519626021
399	0.05195904087
400	0.05195142074
401	0.05193520458
402	0.05191862638
403	0.05191722824
404	0.05191095401
405	0.05190624676
406	0.05189162218
407	0.05187958539
408	0.05186811479
409	0.05185941934
410	0.05185792515
411	0.05185470406
412	0.05184270743
413	0.0518412628
414	0.05184032205
415	0.05183873054
416	0.05183720236
417	0.05181950364
418	0.05180978493
419	0.05180632694
420	0.05180473019
421	0.05179592239
422	0.05178930645
423	0.05178592355
424	0.05177823315
425	0.05176893584
426	0.05175685441
427	0.05174522543
428	0.05173340649
429	0.05173010968
430	0.05172180038
431	0.05171282923
432	0.05171104527
433	0.05170531652
434	0.05169177199
435	0.05167906818
436	0.05167621879
437	0.05166133334
438	0.0516597847
439	0.05165324946
440	0.05164514639
441	0.05163384649
442	0.05162982937
443	0.05162095724
444	0.05161470487
445	0.05161312485
446	0.05160743688
447	0.0516051844
448	0.05159309191
449	0.0515913454
450	0.05157673084
451	0.05156583537
452	0.05155872259
453	0.05154846617
454	0.05153957612
455	0.05153000409
456	0.05152318568
457	0.05151039899
458	0.05150779147
459	0.05150488242
460	0.0514932754
461	0.05148932464
462	0.05147949275
463	0.05147837482
464	0.05147136432
465	0.05147020118
466	0.05146598718
467	0.05145797613
468	0.05144940477
469	0.05144534311
470	0.05143664566
471	0.05142618073
472	0.05142438569
473	0.05141914649
474	0.05141161643
475	0.05140033626
476	0.05139894122
477	0.05139799605
478	0.05139233898
479	0.05138905722
480	0.05137738255
481	0.05137030171
482	0.05135475205
483	0.05134260832
484	0.05133300256
485	0.05132232636
486	0.05131319646
487	0.05130513625
488	0.05129727996
489	0.05129399415
490	0.05128578392
491	0.05127942091
492	0.05127178177
493	0.05126179004
494	0.05124870318
495	0.05123802323
496	0.05122483876
497	0.05122179406
498	0.05121796714
499	0.05120622561
500	0.05119952105
501	0.0511935127
502	0.05118133661
503	0.05117323267
504	0.05116721625
505	0.05115435302
506	0.0511417602
507	0.05113722104
508	0.0511338711
509	0.05113293912
510	0.05112007293
511	0.05111710826
512	0.05111138685
513	0.05110143786
514	0.05109611815
515	0.05109333956
516	0.05108985096
517	0.05107972127
518	0.05107465495
519	0.05106852864
520	0.05106758984
521	0.05106480825
522	0.05105338081
523	0.05104450882
524	0.05104352604
525	0.05103744678
526	0.0510310504
527	0.05102209303
528	0.05101128071
529	0.05100439344
530	0.05099939626
531	0.0509886725
532	0.05097952738
533	0.05096254665
534	0.05095815977
535	0.05095255286
536	0.05094832982
537	0.05094324436
538	0.05093376043
539	0.05091901554
540	0.05091755847
541	0.05090571024
542	0.05089717526
543	0.05089229153
544	0.05089136789
545	0.05088375387
546	0.05087888319
547	0.05087267722
548	0.05087184501
549	0.05086786025
550	0.05085841727
551	0.05085504904
552	0.05084601411
553	0.05083397495
554	0.0508230104
555	0.05081533293
556	0.05081020532
557	0.05079444371
558	0.0507905962
559	0.05077812984
560	0.05077097329
561	0.05076252516
562	0.05075329927
563	0.05074637213
564	0.05074058616
565	0.05073308909
566	0.0507228909
567	0.0507146289
568	0.05070494567
569	0.05069371442
570	0.05067896156
571	0.05067064117
572	0.05066408548
573	0.05065304032
574	0.05064319365
575	0.0506402651
576	0.0506374025
577	0.05063087495
578	0.05062302694
579	0.05061650129
580	0.05061370186
581	0.05060433359
582	0.05060145022
583	0.0505933424
584	0.05059223876
585	0.05058883548
586	0.05058138699
587	0.0505770841
588	0.05057425685
589	0.0505639266
590	0.05056316369
591	0.05056117757
592	0.05054991194
593	0.05054123762
594	0.05053298642
595	0.0505269325
596	0.05051838312
597	0.05050940781
598	0.05050455827
599	0.05050018494
600	0.0504952588
601	0.05049103361
602	0.05048001845
603	0.05047219348
604	0.05046298691
605	0.05045204105
606	0.05044976171
607	0.05044095311
608	0.05043822015
609	0.05042819328
610	0.0504209856
611	0.05041878023
612	0.05041136756
613	0.0504034302
614	0.05040262615
615	0.05039751531
616	0.05038219569
617	0.05038109308
618	0.05037956442
619	0.05037417367
620	0.05036599315
621	0.0503592773
622	0.05035100716
623	0.0503396807
624	0.05033667188
625	0.05033000014
626	0.05032879194
627	0.05032800116
628	0.05032309662
629	0.05031753471
630	0.05031070418
631	0.05030788829
632	0.05030258555
633	0.05029824465
634	0.0502941822
635	0.05028488716
636	0.05027954631
637	0.05027336581
638	0.05026481187
639	0.05025505265
640	0.05024342275
641	0.05023548542
642	0.05023379495
643	0.05022780763
644	0.05022199979
645	0.05021524671
646	0.05021147726
647	0.05020547795
648	0.05019972385
649	0.05019085206
650	0.05018200315
651	0.05017384543
652	0.05016782563
653	0.0501639048
654	0.05015141554
655	0.05014920366
656	0.05014200048
657	0.05013509088
658	0.0501317017
659	0.05012888697
660	0.05012782503
661	0.05011640882
662	0.05010815887
663	0.05010398927
664	0.05009647794
665	0.05008878556
666	0.05008582984
667	0.0500804239
668	0.0500727576
669	0.05006400202
670	0.05005785951
671	0.05004592262
672	0.05004146032
673	0.0500355131
674	0.05002969325
675	0.05002383758
676	0.05002134309
677	0.05001475558
678	0.05000745318
679	0.0500036745
680	0.05000088885
681	0.04999356565
682	0.04998998482
683	0.04998071963
684	0.04997421953
685	0.04996583429
686	0.04995982035
687	0.04995408744
688	0.04994490374
689	0.04993742162
690	0.04993411552
691	0.04992177219
692	0.04991701846
693	0.04991153242
694	0.04990712106
695	0.04989666176
696	0.04989057083
697	0.04988316497
698	0.04988122739
699	0.0498728285
700	0.04986677207
701	0.0498585081
702	0.04985169043
703	0.04984550016
704	0.04984114234
705	0.04983914707
706	0.04983168031
707	0.04982432826
708	0.04982356362
709	0.04981854554
710	0.04981226619
711	0.04980686915
712	0.04980611899
713	0.04979943856
